№ строки	Название	Адрес	Административный округ	Район	Юридический адрес	Телефон	Факс	Сайт	Электронная почта
321	Центральная детская библиотека №94, ИИЦ	117452, г.Москва, ул. Артековская, д.3 корп.1	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
322	Детская библиотека №134	117534, г.Москва, ул. Чертановская, д.66 корп.4	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
323	Детская библиотека №138	117405, г.Москва, ул. Газопровод, д.9 корп.2	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
324	Детская библиотека №141	117570, г.Москва, ул. Чертановская, д.41 корп.3	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
325	Детская библиотека №153, ИИЦ	117535, г.Москва, ул. Дорожная, д.20 корп.1	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
326	Детская библиотека №157	117639, г.Москва, Балаклавский пр-д, д.12 корп.3	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
327	Центральная библиотека №165 им. Ф.И. Тютчева, ИИЦ	117556, г.Москва, Чонгарский б-р, д.10 корп.2	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
328	Библиотека №165, отдел	117152, г.Москва, Севастопольский пр-т, д.3 корп.8	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
329	Библиотека №167, ИИЦ	117405, г.Москва, ул. Газопровод, д.9 корп.2	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
330	Библиотека №169	117545, г.Москва, ул. Подольских Курсантов, д.14 корп.1	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
331	Библиотека №170	117208, г.Москва, Сумской пр-д, д.3 корп.1	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
332	Библиотека №188	117546, г.Москва, Булатниковский пр-д, д.2В корп.6	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
333	Библиотека №198, ИИЦ	117519, г.Москва, ул. Чертановская, д.27 корп.2	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
334	Библиотека №233	117546, г.Москва, ул. Медынская, д.11 корп.2	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
335	Библиотека №237	117534, г.Москва, ул. Чертановская, д.52 корп.2	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
336	Библиотека №249	117535, г.Москва, ул. Россошанская, д.7 корп.1	Южный АО	Царицыно	115556, г.Москва, Чонгарский б-р, д.10 корп.2	(499) 610-29-00, (499) 610-08-24	(499) 610-29-00	cbs2uao.ru	cbs2uao@yandex.ru
337	Государственное бюджетное учреждение культуры города Москвы «ЦБС №3 ЮАО»	115142, г.Москва, ул. Коломенская, д.9 стр.5	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
338	Библиотека №18 им. Н. Островского, ИИЦ	115093, г.Москва, 3-й Павловский пер., д.14	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
339	Библиотека №11	109507, г.Москва, Волгоградский пр-т, д.191	Юго-Восточный АО	Рязанский	109428, г.Москва, ул. Зарайская, д.56а	(499) 170-84-10	(499) 170-84-10	biblios.ru	cb194@yandex.ru
340	Центральная детская библиотека №1	109377, г.Москва, ул. 1-я Новокузьминская, д.16 корп.2	Юго-Восточный АО	Рязанский	109428, г.Москва, ул. Зарайская, д.56а	(499) 170-84-10	(499) 170-84-10	biblios.ru	cb194@yandex.ru
341	Библиотека №12 семейного чтения	109380, г.Москва, ул. Головачева, д.3 корп.2	Юго-Восточный АО	Рязанский	109428, г.Москва, ул. Зарайская, д.56а	(499) 170-84-10	(499) 170-84-10	biblios.ru	cb194@yandex.ru
342	Библиотека №14 семейного чтения	109202, г.Москва, Орехово-Зуевский пр-д, д.22	Юго-Восточный АО	Рязанский	109428, г.Москва, ул. Зарайская, д.56а	(499) 170-84-10	(499) 170-84-10	biblios.ru	cb194@yandex.ru
343	Библиотека №15 семейного чтения	109145, г.Москва, ул. Привольная, д.21	Юго-Восточный АО	Рязанский	109428, г.Москва, ул. Зарайская, д.56а	(499) 170-84-10	(499) 170-84-10	biblios.ru	cb194@yandex.ru
344	Государственное бюджетное учреждение культуры города Москвы «ЦБС «Юго-Запад»	119311, г.Москва, ул. Строителей, д.8 корп.2	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
345	Библиотека №11 им. Л.Н.Толстого	117421, г.Москва, ул. Новаторов, д.14 корп.2	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
346	Библиотека №22	119421, г.Москва, ул. Новаторов, д.14 корп.1	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
347	Библиотека №93	117186, г.Москва, ул. Ремизова, д.10	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
348	Библиотека №95 им. Н.Рубцова	119333, г.Москва, ул. Дмитрия Ульянова, д.3	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
349	Библиотека №96 им. Н.В.Гоголя	119296, г.Москва, Университетский пр-т, д.9	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
350	Библиотека №99 им. А.Л.Борто	117036, г.Москва, ул. Дмитрия Ульянова, д.24	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
351	Библиотека №114	117261, г.Москва, ул. Вавилова, д.86	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
352	Библиотека №237, ИИЦ	117216, г.Москва, ул. Грина, д.11	Юго-Западный АО	Обручевский	119311, г.Москва, Ленинский пр-т, д.127	(495) 438-95-10			info.prospekt@gmail.com
353	Библиотека «Горизонт», ИИЦ	117041, г.Москва, ул. Адмирала Лазарева, д.61	Юго-Западный АО	Обручевский	119311, г.Москва, Ленинский пр-т, д.127	(495) 438-95-10			info.prospekt@gmail.com
354	Библиотека «Патриот», ИИЦ	117623, г.Москва, ул. Брусилова, д.27	Юго-Западный АО	Обручевский	119311, г.Москва, Ленинский пр-т, д.127	(495) 438-95-10			info.prospekt@gmail.com
355	Библиотека «Юность», ИИЦ	117623, г.Москва, ул. Маршала Савицкого, д.12 корп.1	Юго-Западный АО	Обручевский	119311, г.Москва, Ленинский пр-т, д.127	(495) 438-95-10			info.prospekt@gmail.com
356	Библиотека №248	117623, г.Москва, Вокзальная пл., д.2 стр.2	Юго-Западный АО	Обручевский	119311, г.Москва, Ленинский пр-т, д.127	(495) 438-95-10			info.prospekt@gmail.com
357	Библиотека №250	113042, г.Москва, б-р Адмирала Ушакова, д.11	Юго-Западный АО	Обручевский	119311, г.Москва, Ленинский пр-т, д.127	(495) 438-95-10			info.prospekt@gmail.com
358	Библиотека №26	117393, г.Москва, ул. Академика Пилюгина, д.14 корп.2	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
359	Библиотека №26, молодежный центр	117463, г.Москва, ул. Паустовского, д.2/34	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
360	Центральная детская библиотека №124	117485, г.Москва, ул. Профсоюзная, д.92	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
361	Библиотека №176, ИИЦ	117437, г.Москва, ул. Островитянова, д.19/22	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
362	Библиотека №178	117246, г.Москва, ул. Обручева, д.51	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
363	Библиотека №186	117452, г.Москва, ул. Азовская, д.33 корп.1	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
364	Библиотека №144	113209, г.Москва, ул. Болотниковская д.44 корп.1	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
365	Библиотека №161	113447, г.Москва, ул. Дмитрия Ульянова, д.43 корп.1	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
366	Библиотека №166	113186, г.Москва, Нагорный б-р, д.3	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
367	Библиотека №173 им. С.Есенина	117218, г.Москва, ул. Кржижановского, д.15 корп.5	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
368	Центральная библиотека №174 им. Данте Алигьери	119311, г.Москва, ул. Строителей, д.8 корп.2	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
369	Библиотека №177	117313, г.Москва, ул. Марии Ульяновой, д.3 корп.3	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
370	ИИЦ «Обручевский» «Азбука»	119421, г.Москва, ул. Обручева, д.24	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
371	Библиотека «Обручевский» Пункт выдачи №1	119333, г.Москва, Университетский пр-т, д.4	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
372	Библиотека «Обручевский» Пункт выдачи №2	119261, г.Москва, ул. Панферова, д.12	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
373	Библиотека «Наследие»	117452, г.Москва, Симферопольский б-р, д.24 корп.1	Юго-Западный АО	Гагаринский	119311, г.Москва, ул. Строителей, д.8 корп.2	(495) 930-98-27	(495) 930-00-02	cbs-uz.ru	lib174@cbs-uz.ru
374	Библиотека«Проспект», ИИЦ	117517, г.Москва, Ленинский пр-т, д.127	Юго-Западный АО	Обручевский	119311, г.Москва, Ленинский пр-т, д.127	(495) 438-95-10			info.prospekt@gmail.com
375	Библиотека №236, ИИЦ	117216, г.Москва, ул. Старобитцевская, д.23 корп.2	Юго-Западный АО	Обручевский	119311, г.Москва, Ленинский пр-т, д.127	(495) 438-95-10			info.prospekt@gmail.com
376	Библиотека №106 им. В.Бианки	121433, г.Москва, ул. Большая Филевская, д.43	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
377	Детская библиотека №111	121609, г.Москва, Рублевское ш., д.44/2	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
378	Детская библиотека №147	121353, г.Москва, ул. Беловежская, д.39/3	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
379	Библиотека №182	121500, г.Москва, Обводное ш., д.6	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
380	Библиотека семейного чтения №185	121108, г.Москва, ул. Кастанаевская, д.52	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
381	Библиотека №193 им. А.Ахматовой	121614, г.Москва, ул. Крылатские холмы, д.34	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
382	Юношеская библиотека №228 им.Н.Гумилева	121357, г.Москва, ул. Кременчугская, д.22	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
383	Библиотека №272 «Бестселлер»	121357, г.Москва, Аминьевское ш., д.24	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
384	Государственное бюджетное учреждение культуры города Москвы «ЦБС «Солнцево»	119619, г.Москва, ул. Авиаторов, д.7	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
385	Библиотека №33	119027, г.Москва, ул. Большая Внуковская, д.23	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
386	Центральная детская библиотека №163	119618, г.Москва, ул. Богданова, д.14	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
387	Библиотека №166	119634, г.Москва, Боровское ш., д.46	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
388	Библиотека №179	119297, г.Москва, ул. Родниковая, д.12 корп.1	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
389	Библиотека №158	123181, г.Москва, ул. Маршала Катукова, д.11 корп.2	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
390	Библиотека №221	123298, г.Москва, ул. Берзарина, д.6 корп.1	Северо-Западный АО	Хорошево-Мневники	123308, г.Москва, ул. Мневники, д.10 корп.1	(499) 196-46-51	(499) 191-63-10, (499) 720-43-17	horoshevo.ru	shapurina@mail.ru
391	Государственное бюджетное учреждение культуры города Москвы «ЦБС ЗелАО»	124489, г.Москва, Зеленоград, корп.607а	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
392	Центральная детская библиотека №2	124498, г.Москва, Зеленоград, корп.401	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
393	Библиотека-филиал №6	124482, г.Москва, Зеленоград, корп.232	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
394	Библиотека-филиал №68	124575, г.Москва, Зеленоград, корп.1004	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
395	Библиотека-филиал №116	124489, г.Москва, Зеленоград, корп.607а	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
396	Библиотека-филиал №157	124575, г.Москва, Зеленоград, корп.1004	Зеленоградский АО	Матушкино-Савелки	124489, г.Москва, Зеленоград, корп.607а	(499) 734-19-20, (499) 734-36-71	(499) 734-36-71	zelbiblio.ru	cbszel@yandex.ru
397	Государственное бюджетное учреждение культуры города Москвы «ЦБС «Кунцево»	121614, г.Москва, ул. Крылатские холмы, д.34	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
398	Центральная детская библиотека №17 им. Берестова	121614, г.Москва, ул. Крылатские холмы, д.34	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
399	Детская библиотека №20	121351, г.Москва, ул. Ив. Франко, д.32	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
400	Библиотека №22 им. И.Е.Забелина	121357, г.Москва, ул. Кременчугская, д.6	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
401	Библиотека №38 им. Б.Пастернака	121353, г.Москва, ул. Беловежская, д.53/2	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
402	Библиотека №40 им. Э.Багрицкого	121471, г.Москва, ул. Багрицкого, д.51	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
403	Библиотека №41 «Истоки»	121351, г.Москва, ул. Боженко, д.14 корп.4	Западный АО	Крылатское	121614, г.Москва, ул. Крылатские холмы, д.34	(495) 415-90-54	(495) 415-94-04	cls-kuntsevo.ru	info@kunlib.ru
404	Детская библиотека №87	115142, г.Москва, Коломенская наб., д.6	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
405	Детская библиотека №125	115093, г.Москва, 3-й Павловский пер., д.14	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
406	Библиотека №148 им. К.М. Симонова	115142, г.Москва, ул. Коломенская, д.9 стр.5	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
407	Детская библиотека №122	115470, г.Москва, пр-т Андропова, д.17	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
408	Библиотека №156 семейного чтения, ИИЦ	115407, г.Москва, ул. Якорная, д.5 корп.2	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
409	Библиотека №163 им. М.М. Володарского	117419, г.Москва, ул. Серпуховский вал, д.24 корп.2	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
410	Библиотека №171 им. 1-го Мая	119334, г.Москва, Ленинский пр-т, д.37а	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
411	Библиотека №172 «Просвящения трудящихся», ИИЦ	115419, г.Москва, ул. Шаболовка, д.36	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
412	Библиотека №204, ИИЦ	115487, г.Москва, пр-т Андропова, д.38	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
413	Библиотека №215 семейного чтения	115533, г.Москва, ул. Нагатинская, д.11	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
414	Библиотека №225	115533, г.Москва, Нагатинская наб., д.20 корп.2	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
415	Библиотека №269	113114, г.Москва, Даниловская наб., д.4а корп.2	Южный АО	Нагатинский затон	115142, г.Москва, ул. Коломенская, д.9 стр.5	(499) 615-15-85	(499) 615-15-85	cbs3-uao.ru	cbs3uao@rambler.ru
416	Государственное бюджетное учреждение культуры города Москвы «ЦБС «Черемушки»	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
417	Детская библиотека №9	117588, г.Москва, ул. Тарусская, д.14 корп.2	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
418	Детская библиотека №20	117588, г.Москва, ул. Тарусская, д.14 корп.2	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
419	Библиотека №9	117461, г.Москва, ул. Херсонская, д.1	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
420	Библиотека №91	117461, г.Москва, ул. Херсонская, д.1	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
421	Библиотека №12	117133, г.Москва, ул. Теплый Стан, д.4	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
422	Библиотека №244	119619, г.Москва, Боровский пр-д, д.6	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
423	Библиотека №262	119620, г.Москва, ул. Богданова, д.44	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
424	Библиотека «Внуково»	119027, г.Москва, ул. Большая Внуковская, д.6	Западный АО	Солнцево	119619, г.Москва, ул. Авиаторов, д.7	(495) 439-54-29	(495) 439-54-29	cbs-solncevo.ru	art-solncevo@yandex.ru
425	Государственное бюджетное учреждение культуры города Москвы «ЦБС «Киевская»	121165, г.Москва, ул. Дунаевского, д.4	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
426	Библиотека «Зеленый островок»	121096, г.Москва, ул. Кастанаевская, д.7	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
427	Библиотека «Пионер»	121151, г.Москва, ул. Большая Дорогомиловская, д.7	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
428	Детская библиотека «Академия чтения»	121170, г.Москва, ул. Генерала Ермолова, д.6	Западный АО	Дорогомилово	121165, г.Москва, ул. Дунаевского, д.4	(499) 249-38-61, (499) 249-29-75	(499) 249-29-75	cbskiev.ru	library@cbskiev.ru
429	Библиотека №203	117461, г.Москва, ул. Перекопская, д.36	Юго-Западный АО	Коньково	117647, г.Москва, ул. Профсоюзная, д.115 корп.1	(495) 420-05-37, (495) 429-05-55	(495) 429-05-55	cheremushky.ru	b219@cheremushky.ru
