№ строки	Название объекта	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
619	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 220	125124, г. Москва, пер. Расковой, дом 14А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 612-02-61; (495) 613-40-15	http://schs220.mskobr.ru/
620	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 272	127474, г. Москва, ул. Дубнинская, д. 41	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	480-61-12	http://school272.ucoz.ru/
621	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 596	125413, г. Москва, улица Флотская, дом 64	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	453-45-41	http://s596.ucoz.ru/
622	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1100	117630, г. Москва, улица Академика Челомея, дом 6а	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	936-30-95	http://school1100.ru
623	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2051 "Педагогический комплекс"	111674, г. Москва, проспект Защитников Москвы, д. 9, корп.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 783-83-14; (495) 967-86-21	http://dsuv2725
624	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1874	123098, г. Москва, ул. Маршала Новикова, д. 13	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	193-61-20	-
625	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 163	127238, г. Москва,  Линейный проезд, д. 11	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 488-70-10	
626	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 221	127083, г. Москва, Улица Верхняя Масловка, дом 26	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	612-62-01	http://sh221.ru/
627	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 224	125212, г. Москва Лениградское шоссе, дом 54	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 452-52-14	http://sh224.narod.ru/
628	Некоммерческое негосударственное образовательное учреждение Средняя общеобразовательная школа "Олимп плюс"	121552 Рублевское шоссе, 121	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 141-55-78,(499) 141-75-93	
629	Негосударственное образовательное частное учреждение средняя общеобразовательная Школа "Юджин Центр"	119454 Лобачевского улица, 72	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 431-09-03,(499) 133-62-92	
630	Негосударственное некоммерческое образовательное учреждение "Феникс - ВБ"	115054 4-й Монетчиковский переулок, дом 9 строение 1	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 128-58-29,(499) 120-32-74	
631	Негосударственное образовательное частное учреждение начальная общеобразовательная Православная школа во имя иконы Божией Матери "Скоропослушница"	117546 Булатниковский проезд, д. 8А	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 384-88-70	
632	Негосударственное образовательное учреждение средняя общеобразовательная школа "Ювенес"	123182 Сосновая улица, д.3	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 193-91-47	
633	Негосударственное образовательное учреждение – гимназия «Московская экономическая школа»	123022 Заморенова улица, 29	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 255-00-70,282-61-54	
634	Негосударственное общеобразовательное учреждение Частная школа "Золотое сечение"	119121 Бурденко улица, 21а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 248-03-96,(499) 248-31-94	
635	Негосударственное общеобразовательное учреждение "Школа сотрудничества"	109004 Солженицына улица, дом 9А	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 911-99-91	
636	Негосударственное общеобразовательное учреждение "Эрудит"	109544 Рабочая улица, д.35 к.2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 210-40-45	
637	Автономная некоммерческая организация Школа "Президент"	Большая Ордынка улица, д. 17, стр. 8	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа		
638	Негосударственное образовательное учреждение Церковно-приходская школа при Храме Всех Святых б. Ново-Алексеевского монастыря	107140 2-й Красносельский переулок, 5 стр. 1	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 264-55-74	
639	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №627	113054 г. Москва, ул. Дубининская, д. 42		Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 235-71-44; (495) 959-78-31	http://www.ds841.mskobr.ru
640	Негосударственное образовательное учреждение школа «Интеллект»	109387 Ставропольская улица, дом 16/12	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 350-43-00,(495) 350-37-72	
641	Частное учреждение средняя общеобразовательная школа «Данко»	117624 Скобелевская улица, дом 25 корпус 6	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 716-50-34	
642	Негосударственное образовательное учреждение Средняя общеобразовательная школа «Этикета и всестороннего развития»	125364 Лодочная улица, д. 31 стр. 4	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 493-40-82,(499) 492-80-90	
643	Автономная некоммерческое организация средняя образовательная школа "Школа "Феникс"	123458 Таллинская улица, д.12 к.5	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 758-10-75,(495) 750-50-36	
644	Негосударственное образовательное учреждение Средняя общеобразовательная школа "Школа Св.Георгия"	Ейская улица, 5/9	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 350-38-01,(495) 350-33-81	
645	Негосударственная образовательное учреждение средняя общеобразовательная школа Школа "Муми-Тролль"	125464 Пятницкое шоссе, д.6 корпус 4	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 158-62-66	
646	Негосударственное общеобразовательное учреждение «Школа Натальи Нестеровой»	Новопесчаная улица, 9а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 157-70-38,(495) 769-31-38	
647	Частное учреждение Средняя общеобразовательная школа "Надежда"	127560 Плещеева улица, д.8А	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 205-03-49,(964) 556-18-02	
648	Частное учреждение Средняя общеобразовательная школа "Потенциал"	127253 Псковская улица, дом 5 корпус 1	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 408-70-23	
649	Автономная некоммерческая организация Средняя общеобразовательная частная школа “Наследник”	115211 Борисовские пруды улица, д.19 корпус1 	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 340-43-80,(495) 341-80-69	
650	Негосударственное образовательное учреждение Международная школа завтрашнего дня	117208 Сумской проезд, д. 5а.	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 312-44-08	
651	Негосударственное образовательное частное учреждение Средняя общеобразовательная школа “Апогей”	109386 Таганрогская улица, д.14 а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 350-36-21,(495) 350-36-24	
652	Негосударственное образовательное частное учреждение средняя общеобразовательная школа "Москвич"	119331 Кравченко улица, 12	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 138-59-12	
653	Негосударственное образовательное учреждение Школа «Ника»	117403 Одесская улица, 21/29	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	332-18-47,332-68-70	
654	Негосударственное общеобразовательное учреждение Школа "Планета"	111395 Молдагуловой улица, д. 20а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 373-17-81	
655	Частное образовательное учреждение «Частная общеобразовательная школа «Ступени»	119361 Марии Поливановой улица, 12а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 430-26-79,437-92-65	
656	Негосударственное образовательное учреждение средняя общеобразовательная школа "Петровская школа"	127083 Юннатов улица, д.1	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	152-79-66,612-41-84	
657	Негосударственное образовательное учреждение Церковно-приходская школа "Косинская"	111622 Большая Косинская улица, 42	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 700-00-02	
658	Негосударственное образовательное учреждение средняя общеобразовательная школа «Живоносный источник»	115516 Солнечная улица, д.3	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 218-12-72	
659	Негосударственное образовательное учреждение "Британская международная школа "	127299 Большая Академическая улица, дом 24	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 421-21-49,(495) 421-82-11	
660	Автономная некоммерческая организация средняя общеобразовательная школа "ПРИОРИТЕТ"	Живописная улица, д. 46а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 193-85-61,(499) 193-85-22	
661	Частное учреждение Средняя общеобразовательная школа "Семейный лад"	123181 Кулакова улица, д.3 к.2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 750-28-98,942-80-20	
662	Негосударственное образовательное учреждение "Свято-Владимирская общеобразовательная Православная школа"	109028 Малый Ивановский переулок, д. 4 стр. 1 2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 624-82-94	
663	Негосударственное общеобразовательное учреждение детский воспитательно-образовательный комплекс “Пенаты”	129515 Кондратюка улица, дом 9 корпус 2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 201-18-11	
664	Негосударственное образовательное учреждение Школа индивидуального развития "Мыслитель"	Большая Тихоновская улица, 18	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 609-50-06	
665	Негосударственное образовательное учреждение "Классический пансион МГУ им. Ломоносова"	121351, Москва, ул. Инициативная, д. 1	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 504-68-00,443-94-68	
666	Негосударственное образовательное учреждение "Школа во имя апостола и евангелиста Иоанна Богослова"	121351 Партизанская улица, д.7 к.2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	416-41-93,416-41-96	
667	Негосударственное образовательное частное учреждение «Общеобразовательная Православная школа в Усадьбе Свиблово имени преподобного Сергия Радонежского»	129323 Лазоревый проезд, д.15 стр.1	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(915) 188-43-55	
668	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2005	125466, г. Москва, ул. Родионовская, д. 6/7,8		Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 401-85-98; (499) 401-85-99; (499) 401-86-00; (499) 401-86-01; (499) 401-86-02	http://kapitoshka.ucoz.com/
669	Негосударственное образовательное учреждение средняя общеобразовательная школа "Новая гуманитарная школа"	125319 Красноармейская улица, д. 30 Б	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 152-41-55,(499) 152-17-06	
670	Частное учреждение средняя общеобразовательная школа "Первая Школа"	125599 Бусиновская Горка улица, д. 7 корпус 1	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 486-50-18,(495) 486-76-52	
671	Негосударственное образовательное учреждение Общеобразовательная средняя школа "Разум-Л"	127642 Дежнева проезд, д. 11 корпус 2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 186-56-01,(495) 472-28-44	
672	Негосударственное общеобразовательное учреждение Центр образования "Татьянинская школа"	109202 3-я Карачаровская улица, д.10	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 170-40-06,171-43-71	
673	Негосударственное образовательное учреждение средняя общеобразовательная школа "Московская классическая гимназия"	123363 Новопоселковая улица, д.5а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 493-91-83	
674	Негосударственное образовательное учреждение Школа "Союз"	125363, Москва, ул. Фабрициуса, 32, корп.2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 714-59-73	
675	Негосударственное образовательное учреждение средняя общеобразовательная школа "Гармония"	124498 Зеленоград, - улица, корпус 421а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 734-27-59	
676	Автономная некоммерческая организация общеобразовательная средняя школа "Город солнца"	125047 3-я Тверская-Ямская улица, д. 52 стр. 1	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 728-30-30,(495) 978-02-46	
677	Частное учреждение Средняя общеобразовательная школа “Уна”	129221 Молодцова улица, д. 2б	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 472-09-00,(499) 798-04-64	
678	Некоммерческое образовательное учреждение частная гуманитарно-экономическая школа “Самсон”	115446 Академика Миллионщикова улица, 7 корпус 2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 730-50-90,(499) 618-66-96	
679	Автономная некоммерческая организация средняя общеобразовательная школа Учебный центр "Перспектива"	Сумской проезд, д. 2-а	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа	316-00-74,316-22-88	
680	Автономная некоммерческая организация "Средняя общеобразовательная школа "Премьер"	115563 Шипиловская улица, 40 корпус2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 393-08-18,(495) 393-07-11	
681	Негосударственное образовательное учреждение центр образования "Новое образование"	Верхняя Хохловка улица, 1/7	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 678-53-21,(495) 956-93-34	
682	Негосударственное образовательное учреждение Школа "Ренессанс"	117593 Айвазовского улица, 6 корпус3	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 514-74-67,(495) 934-60-00	
683	Автономная некоммерческая организация Средняя Общеобразовательная Школа «Колибри»	105425 Никитинская улица, 24а	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа	164-37-60	
684	Негосударственное образовательное учреждение Школа "Образование плюс ...1"	119501 Веерная улица, д.38 к.1	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	442-66-79	
685	Частное образовательное учреждение "Школа Бакалавр"	121165 Студенческая улица, д. 24	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 411-15-11,414-59-97	
686	Негосударственное общеобразовательное учреждение Лингвистическая школа Московского института иностранных языков	123317 2-й Красногвардейский пр-д проезд, 4А корп 1	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 264-90-64,(499) 264-10-51	
687	Негосударственное образовательное учреждение Средняя общеобразовательная "Пироговская школа"	119049 1-й Бабьегородский переулок, д.5/7 стр.9	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 238-40-12	
688	Автономная некоммерческая организация Средняя общеобразовательная школа "Виктория-2000"	119270 Хамовнический вал улица, д. 4	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 242-30-59,(985) 244-43-87	
689	Негосударственное образовательное учреждение средняя общеобразовательная школа "Современное образование"	107045 Малый Головин переулок, д.14/17	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 607-25-64,(495) 607-40-73	
690	Негосударственное некоммерческое образовательное учреждение "Школа при Андреевском монастыре"	117334 Андреевская набережная, 2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 135-71-00	
691	Негосударственное образовательное учреждение средняя общеобразовательная школа "Свет"	127083 8 Марта улица, д.6-г	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 614-29-36	
692	Негосударственное общеобразовательное учреждение Школа "Импульс"	111555 Молостовых улица, д. 10А	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 918-80-92,(495) 307-04-70	
693	Автономная некоммерческая образовательная организация Средняя общеобразовательная школа "Колледж - XXI"	119620 Солнцевский проспект, дом 7 корпус 3	Автономное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 439-41-55	
694	Некоммерческое партнерство "Телешкола"	115419 2-й Рощинский проезд, 8 стр.4	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 729-35-22,(495) 155-44-03	
695	Некоммерческая организация негосударственное образовательное учреждение православная Школа во имя святителя Филарета Московского	124681 Зеленоград, 1-го Мая улица, 5	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 717-32-32	
696	Негосударственное образовательное учреждение Средняя общеобразовательная школа "Эрудит"	115533 Высокая улица, 6	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 618-06-19,(499) 612-06-18	
697	Негосударственное некоммерческое образовательное учреждение «Общеобразовательная школа «ИНТЕГРАЛ»	Чертановская улица, д. 34-а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 315-31-56,(903) 765-12-68	
698	Негосударственное образовательное учреждение Школа «ЭПОС»	123056 Электрический переулок, 3/10	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 615-50-45	
699	Негосударственное некоммерческое образовательное учреждение общеобразовательная школа «Классика»	115516 Севанская улица, 25а	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	396-27-41	
700	Негосударственное образовательное учреждение средняя общеобразовательная школа “ВЫБОР”	117556 Симферопольский бульвар, 9	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 619-59-81	
701	Негосударственное образовательное учреждение Школа «XXI век»	109125 Волжский бульвар, квартал 95 к.2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 918-19-11,918-17-74	
702	Негосударственное некоммерческое образовательное учреждение Средняя общеобразовательная школа "Карьера"	109382 Краснодарская улица, д.11	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 350-09-25,(495) 350-00-00	
703	Негосударственное общеобразовательное учреждение Учебный центр «Наука-сервис»	109432 Трофимова улица, д.22 к.2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	679-26-45,677-68-84	
704	Негосударственное образовательное учреждение средняя общеобразовательная школа с углубленным изучением английского языка “Интеграция”	121609 Ельнинкая улица, д.18 к.3	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 141-75-89,(499) 141-80-00	
705	Негосударственное образовательное учреждение Институт международной торговли и права (школьное отделение)	121108 Кастанаевская улица, д. 59 к.2	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 144-01-25,(499) 144-01-14	
706	Негосударственное образовательное учреждение "Ломоносовская школа"	Аминьевское шоссе, д.18 корпус4	Негосударственное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 983-31-86	
707	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 717	125171 г. Москва, улица Зои и Александра Космодемьянских, дом 4-а	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 150-13-14	http://sch717.ucoz.ru
708	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 982	115304 Москва, ул.Кошкина, 13, к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 320-78-26	http://dou1408.edusite.ru
709	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1605	123423, г. Москва, ул. Народного Ополчения, д. 22, к.4	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(449) 191-20-11; (499) 191-60-26; (499) 946-31-88; (499) 946-26-33	-
710	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 494 имени Героя Российской Федерации А.Н. Рожкова	115088 г. Москва,ул. Лобанова,д.3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	679-34-97	http://schu494.mskobr.ru/
711	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1425	125464, г. Москва, ул. Митинская, д.14	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 948-8405, (495) 949-6642	http://www.co1425.mskobr.ru
712	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №821	125476, г.Москва, Светлогорский пр., д.7, корп.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 949-23-98; (495) 493-43-60	http://www.dskv2284.mskobr.ru
713	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа "Школа здоровья" № 896	115583 г.Москва, ул. Воронежская д.26,к.4	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 398-50-34; (495) 398-50-89; (495) 398-50-86; (495) 398-11-98; (495) 398-50-16; (495) 398-83-34	http://dou1274.narod.ru
714	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2056	115432 2-й Южнопортовый проезд, д.11 стр.1,2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	677-73-02,677-73-18	http://www.co1804.ru
715	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским)компонентом образования № 998	115408 г. Москва,Борисовские пруды,д.36,к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 342-96-94; (495) 342-04-56	http://www.dou1579.edusite.ru
716	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1062	125222, г. Москва, улица Дубравная, дом 41, корпус 4.	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 794-85-05; (495) 794-83-84	http://school1062.ru
717	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 830	125362, г. Москва, ул. Большая Набережная, 23	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 491-30-04; (495) 491-51-23; (495) 491-72-89; (495) 491-68-62	-
718	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  №2077	123060 Берзарина улица, 24	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	194-04-76,194-13-22,194-84-00	
719	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №654 имени А.Д. Фридмана	109129, г. Москва, ул. Юных Ленинцев, д. 35, к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 179-76-51; (499) 179-57-06	http://www.school458.ucoz.ru
720	Государственное бюджетное образовательное учреждение города Москвы центр образования "Школа здоровья" № 2000	115522 г. Москва, ул. Кантемировская, д. 22, к. 6	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 324-61-45; (499) 324-52-57	http://dou800.edusite.ru
721	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2045	124365, г. Москва, Зеленоград, корп. 2031	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 729-20-90	http://d2654.zouo.ru
722	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2054	127051 г.Москва, Трубная ул., д.36	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	608-33-05	http://schc2054.mskobr.ru/
723	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97	Ватутина ул., 12к 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 445-06-64	http://ds799.mskzapad.ru
724	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1920	125310, г. Москва, Пятницкое ш., д. 42, к. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	794-30-14	http://dskv2355.mskobr.ru
