"0_UIDNFTN";"1_Название";"0_LABEL";"1_Адрес";"0_X";"0_Y";"0_BUI_NO_BTI";"0_CAD_NO";"0_STREET_BTI";"0_HOUSE_BTI";"0_HADD_BTI";"1_Ведомство";"1_Телефон";"1_Сайт";"1_Электронная почта";"1_Административный округ";"1_Район";"0_TIP_ZONY"
"12172";"Дворовая площадка";"Дворовая площадка";"Батайский проезд, дом 49";"15160,4007999999";"-2473,97839999944";"31854";;;;;"Муниципалитет";"(495) 658-63-93";"marino-mncpl.ru";"info@marino-mncp.ru";"ЮВАО";"Марьино";"дворовые спортивные площадки"
"12173";"Дворовая площадка";"Дворовая площадка";"Батайский проезд, дом 9";"13496,0329999998";"-2539,89599999972";"1508";;;;;"Муниципалитет";"(495) 658-63-93";"marino-mncpl.ru";"info@marino-mncp.ru";"ЮВАО";"Марьино";"дворовые спортивные площадки"
"12176";"Дворовая площадка";"Дворовая площадка";"Бережковская набережная, дом 12";"4156,96999999974";"7910,9411999993";"72055";;;;;"Муниципалитет";"(499) 249-07-67";"dorogomilovo.info";"dorogomilovomun@yandex.ru";"ЗАО";"Дорогомилово";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"12178";"Дворовая площадка";"Дворовая площадка";"Берингов проезд, дом 3";"10009,2545999996";"21088,1271000002";"1895";;;;;"Муниципалитет";"(495) 471-04-07";"vmosviblovo.ru";;"СВАО";"Свиблово";"дворовые спортивные площадки"
"12529";"Дворовая площадка";"Дворовая площадка";"Зыковскиий проезд, дом 3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 747-71-55";"aer.sao.mos.ru";;"САО";"Аэропорт";"дворовые спортивные площадки"
"12533";"Дворовая площадка";"Дворовая площадка";"Измайловский бульвар, дом 12/31";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 165-99-83";"izmaylovo-vao.ru";;"ВАО";"Измайлово";"дворовые спортивные площадки"
"12534";"Дворовая площадка";"Дворовая площадка";"Измайловский бульвар, дом 31А";"18622,2763999999";"14570,8706";"2502724";;;;;"Муниципалитет";"(499) 165-99-83";"izmaylovo-vao.ru";;"ВАО";"Измайлово";"дворовые спортивные площадки"
"12535";"Дворовая площадка";"Дворовая площадка";"Измайловский бульвар, дом 60/10";"19817,0673000002";"14470,4269999992";"8636";;;;;"Муниципалитет";"(495) 965-57-64";"vostizm.ru";;"ВАО";"Восточное Измайлово";"дворовые спортивные площадки"
"10377";"Военно-спортивный клуб ""ОЛИМП""";"Военно-спортивный клуб ""ОЛИМП""";"Зеленоград, корпус 514А, помещение 1, комнаты 3-6, помещение 2, комнаты 4-16";"-16438,7582999999";"36910,9804999996";"2106457";;;;;"Департамент имущества города Москвы";"8 (964) 524-20-00";"vskolimp.ru";"kmsb-olimp@mail.ru";"ЗелАО";"Савелки";"спортивные залы"
"10380";"Волейбольная площадка";"Волейбольная площадка";"улица Дубосековская, дома 5-7";"-77,3453999999911";"15992,8781000003";"7251";;;;;"Федеральная";;"mai.ru";"mai@mai.ru";"САО";"Сокол";"ВУЗ"
"10381";"ВСК ""Буревестник""";"ВСК ""Буревестник""";"улица Летная, дом 99А";"-5205,05759999994";"17550,4242000002";"2103210";;;;;"частная";"(495) 491-41-37";"burevest.ru";"pkpantey@mtu-net.ru";"СЗАО";"Покровское-Стрешнево";"физкультурно-оздоровительные комплексы"
"10397";"ГБОУ ""МССУОР № 4 им. А.Я. Гомельского"" Москомспорта";"ГБОУ ""МССУОР № 4 им. А.Я. Гомельского"" Москомспорта";"улица Белозерская, дом 14";"7463,77950000018";"25392,9638999999";"2305380";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 707-05-51";"uorgomelski.ru";"uor4@mossport.ru";"СВАО ";"Бибирево";"центры дополнительного образования"
"10398";"ГБОУ ""МССУОР № 4 им. А.Я. Гомельского"" Москомспорта";"ГБОУ ""МССУОР № 4 им. А.Я. Гомельского"" Москомспорта";"улица Коненкова, дом 10Б";"7304,16940000001";"24951,5445000008";"2308176";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 902-49-07 (499) 902-49-29";"uorgomelski.ru";"uor4@mossport.ru";"СВАО ";"Бибирево";"учреждения начального профессионального образования"
"10573";"ГБОУ ДОДСН ДЮСШ № 7 ""Радужный""";"ГБОУ ДОДСН ДЮСШ № 7 ""Радужный""";"улица Чоботовская, дом 4";"-9116,93699999992";"-2401,62160000019";"3101450";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 733-38-88";;;"ЗАО";"Ново-Переделкино";"центры дополнительного образования"
"10574";"ГБОУ ДОДСН ДЮСШ № 7 ""Радужный""";"ГБОУ ДОДСН ДЮСШ № 7 ""Радужный""";"улица Чоботовская, дом 4, корпус 1";"-9143,59399999958";"-2278,10830000043";"4101358";;;;;"Департамент физической культуры и спорта города Москвы";;;;"ЗАО";"Ново-Переделкино";"центры дополнительного образования"
"10575";"ГБОУ ДОДСН ДЮСШ № 7 ""Радужный""";"ГБОУ ДОДСН ДЮСШ № 7 ""Радужный""";"улица Чоботовская, дом 6";"-9241,30470000021";"-2332,5178999994";"3100828";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 733-03-69";;;"ЗАО";"Ново-Переделкино";"центры дополнительного образования"
"10576";"ГБОУ ДОДСН ДЮСШ № 80";"ГБОУ ДОДСН ДЮСШ № 80";"улица Корнейчука, дом 28, корпус 2";"7492,59250000026";"25810,5103999991";"2303401";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 707-05-82";"dush80-svao.ru";"S80@mossport.ru";"СВАО";"Бибирево";"центры дополнительного образования"
"12973";"Дворовая площадка";"Дворовая площадка";"Ореховый проезд, дом 43";"15348,3222000003";"-5827,63289999962";"2123470";;;;;"Муниципалитет";"(495) 396-15-76";"zyablikovo-mos.ru";;"ЮАО";"Зябликово";"дворовые спортивные площадки"
"12974";"Дворовая площадка";"Дворовая площадка";"Орлово-Давыдовский переулок, дом 3";"8819,08559999987";"13094,3958000001";"31294";;;;;"Муниципалитет";"(495) 607-33-20";"meschanka.info";;"ЦАО";"Мещанский";"дворовые спортивные площадки"
"12977";"Дворовая площадка";"Дворовая площадка";"Осенний бульвар, дом 10, корпус 1";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Крылатское";"дворовые спортивные площадки"
"12978";"Дворовая площадка";"Дворовая площадка";"Осенний бульвар, дом 12, корпус 10";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Крылатское";"дворовые спортивные площадки"
"12979";"Дворовая площадка";"Дворовая площадка";"Осенний бульвар, дом 12, корпус 3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Крылатское";"дворовые спортивные площадки"
"12980";"Дворовая площадка";"Дворовая площадка";"Осенний бульвар, дом 16, корпус 1";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Крылатское";"дворовые спортивные площадки"
"12981";"Дворовая площадка";"Дворовая площадка";"Осенний бульвар, дом 20, корпус 2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Крылатское";"дворовые спортивные площадки"
"12982";"Дворовая площадка";"Дворовая площадка";"Осенний бульвар, дом 3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Крылатское";"дворовые спортивные площадки"
"12983";"Дворовая площадка";"Дворовая площадка";"Осенний бульвар, дом 5, корпус 1";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Крылатское";"дворовые спортивные площадки"
"12984";"Дворовая площадка";"Дворовая площадка";"Осенний бульвар, дом 5, корпус 2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Крылатское";"дворовые спортивные площадки"
"12992";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 17, корпус 11";"15923,6542999996";"17508,6670999993";"18095";;;;;"Муниципалитет";"(499) 966-72-18";;;"ВАО";"Метрогородок";"дворовые спортивные площадки"
"12993";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 17, корпус 5";"15909,2860000003";"17274,7078000009";"18088";;;;;"Муниципалитет";"(499) 966-72-18";;;"ВАО";"Метрогородок";"дворовые спортивные площадки"
"12994";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 17, корпус 9";"15815,9826999996";"17424,4567000009";"18093";;;;;"Муниципалитет";"(499) 966-72-18";;;"ВАО";"Метрогородок";"дворовые спортивные площадки"
"12995";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 19, корпус 3";"15729,4611";"17553,3476";"18100";;;;;"Муниципалитет";"(499) 966-72-18";;;"ВАО";"Метрогородок";"дворовые спортивные площадки"
"12996";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 2, корпус 6";"14475,2736999998";"15589,3583000004";"18042";;;;;"Муниципалитет";"(495) 168-60-77";;;"ВАО";"Преображенское";"дворовые спортивные площадки"
"12997";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 21, корпус2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 966-72-18";;;"ВАО";"Метрогородок";"дворовые спортивные площадки"
"12182";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 11, корпус 3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67 ";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12183";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 16А";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12184";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 23";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12185";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 28,корпус 1";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12186";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 29";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12187";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 30, корпус 3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12188";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 40, корпус 2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12189";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 46";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"12190";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 48, корпус 7";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12191";"Дворовая площадка";"Дворовая площадка";"Бескудниковский бульвар, дом 55, корпус 2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 656-36-67";"mobesk.ru";"info@mobesk.ru ";"САО";"Бескудниковский";"дворовые спортивные площадки"
"12204";"Дворовая площадка";"Дворовая площадка";"Большая Переяславская улица, дом 17";"8871,42640000023";"13457,0401000008";"19407";;;;;"Муниципалитет";"(495) 607-33-20";"meschanka.info";;"ЦАО";"Мещанский";"дворовые спортивные площадки"
"12205";"Дворовая площадка";"Дворовая площадка";"Большая Серпуховская улица, дом 31, корпус 6";"8207,10950000025";"6293,45450000092";"23440";;;;;"Муниципалитет";"(495) 620-28-15";"zmsk.ru";"mz@pochta.ru";"ЦАО";"Замоскворечье";"дворовые спортивные площадки"
"12208";"Дворовая площадка";"Дворовая площадка";"Большой Волоколамский проезд, дом 1";"-170,609400000423";"14803,3025000002";"4633";;;;;"Муниципалитет";"(499) 194-99-01";"shukino.ru";;"СЗАО";"Щукино";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"12209";"Дворовая площадка";"Дворовая площадка";"Большой Каретный переулок, дом 17, корпус 1";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 250-38-84 (499) 707-24-79";"tveruprava.ru sportcentrmsk.ru";"bazhenoff@inbox.ru";"ЦАО";"Тверской";"дворовые спортивные площадки"
"12536";"Дворовая площадка";"Дворовая площадка";"Измайловский бульвар, дом 67, корпус 1";"19910,3909999998";"14562,1425999999";"8641";;;;;"Муниципалитет";"(495) 965-57-64";"vostizm.ru";;"ВАО";"Восточное Измайлово";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"12540";"Дворовая площадка";"Дворовая площадка";"Измайловский проезд, дом 16, корпус 2";"17036,2671999997";"14521,1690999996";"8670";;;;;"Муниципалитет";"(499) 165-99-83";"izmaylovo-vao.ru";;"ВАО";"Измайлово";"дворовые спортивные площадки"
"12541";"Дворовая площадка";"Дворовая площадка";"Измайловский проезд, дом 20, корпус 2";"17069,3799999999";"14773,9749999996";"8674";;;;;"Муниципалитет";"(499) 165-99-83";"izmaylovo-vao.ru";;"ВАО";"Измайлово";"дворовые спортивные площадки"
"12542";"Дворовая площадка";"Дворовая площадка";"Измайловский проезд, дом 5, корпус 1";"16928,9577000001";"14394,1352999993";"8657";;;;;"Муниципалитет";"(499) 165-99-83";"izmaylovo-vao.ru";;"ВАО";"Измайлово";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"12544";"Дворовая площадка";"Дворовая площадка";"Измайловское шоссе, дом 15, корпус 1";"14208,7352999998";"12623,7169000003";"8717";;;;;"Муниципалитет";"(499) 785-02-91";"mosg.ru";"sgora@mail.ru";"ВАО";"Соколиная гора";"дворовые спортивные площадки"
"12545";"Дворовая площадка";"Дворовая площадка";"Измайловское шоссе, дом 55";"15022,1753000002";"12688,9724000003";"8731";;;;;"Муниципалитет";"(499) 785-02-91";"mosg.ru";"sgora@mail.ru";"ВАО";"Соколиная гора";"дворовые спортивные площадки"
"12547";"Дворовая площадка";"Дворовая площадка";"Кавказский бульвар, дом 34, корпус 2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 321-48-33";"mcaric.ru";;"ЮАО";"Царицыно";"дворовые спортивные площадки"
"12548";"Дворовая площадка";"Дворовая площадка";"Кавказский бульвар, дом 41, корпуса 1-2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 321-48-33";"mcaric.ru";;"ЮАО";"Царицыно";"дворовые спортивные площадки"
"12549";"Дворовая площадка";"Дворовая площадка";"Кавказский бульвар, дом 44, корпус 2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 321-48-33";"mcaric.ru";;"ЮАО";"Царицыно";"дворовые спортивные площадки"
"12550";"Дворовая площадка";"Дворовая площадка";"Кавказский бульвар, дом 8";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 321-48-33";"mcaric.ru";;"ЮАО";"Царицыно";"дворовые спортивные площадки"
"12558";"Дворовая площадка";"Дворовая площадка";"Карельский бульвар, дом 4, корпус 3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 486-70-96";"dmitrovsky.ru";;"САО";"Дмитровский";"дворовые спортивные площадки"
"12559";"Дворовая площадка";"Дворовая площадка";"Карельский бульвар, дом 5";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 486-70-96";"dmitrovsky.ru";;"САО";"Дмитровский";"дворовые спортивные площадки"
"12563";"Дворовая площадка";"Дворовая площадка";"Каширский проезд, дом 9, корпус 1";"7948,77950000018";"-856,582599999383";"9786";;;;;"Муниципалитет";"(499) 612-98-13";"n-sadovniki.ru";;"ЮАО";"Нагатино-Садовники";"дворовые спортивные площадки"
"12576";"Дворовая площадка";"Дворовая площадка";"Каширское шоссе, дом 128, корпус 2";"13830,3756999997";"-7103,42390000075";"9915";;;;;"Муниципалитет";"(499) 725-76-39";"mu-obu.ru";;"ЮАО";"Орехово-Борисово Южное";"дворовые спортивные площадки"
"10579";"ГБОУ ДОДСН ДЮСШ №2";"ГБОУ ДОДСН ДЮСШ №2";"улица Заповедная, дом 1";"8382,5421000002";"22261,7489";"2302765";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 790-30-77";"skmedvedkovo.ru";"s2@mossport.ru";"СВАО";"Южное Медведково";"физкультурно-оздоровительные комплексы"
"10580";"ГБОУ ДОДСН ДЮСШ №2";"ГБОУ ДОДСН ДЮСШ №2";"улица Заповедная, дом 3";"8459,82320000045";"22212,2575000003";"2301408";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 790-30-77";"skmedvedkovo.ru";"s2@mossport.ru";"СВАО";"Южное Медведково";"физкультурно-оздоровительные комплексы"
"10581";"ГБОУ ДОДСН ДЮСШ №23";"ГБОУ ДОДСН ДЮСШ №23";"Рязанский проспект, дом 7,корпус 3";"15056,0308999997";"7242,70979999937";"2710162";;;;;"Департамент физической культуры и спорта города Москвы";"(499)784-48-70";;"2508729@mail.ru";"ЮВАО";"Нижегородский";"физкультурно-оздоровительные комплексы"
"10582";"ГБОУ ДОДСН ДЮСШ №82";"ГБОУ ДОДСН ДЮСШ №82";"улица Инженерная, дом 5, корпус 1";"5008,58359999955";"23635,2566999998";"2304127";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 900-90-18";"dussh82.ru";"s82@mossport.ru";"СВАО";"Алтуфьево";"центры дополнительного образования"
"10583";"ГБОУ ДОДСН ДЮСШ №84";"ГБОУ ДОДСН ДЮСШ №84";"Ясный проезд, дом 24, корпус 4";"7896,27089999989";"23396,9756000005";"2103661";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 473-65-09";;"s84@mossport.ru";"СВАО";"Южное Медведково";"центры дополнительного образования"
"10584";"ГБОУ ДОДСН ДЮСШ №86";"ГБОУ ДОДСН ДЮСШ №86";"улица Яблочкова, дом 3";"5228,99749999959";"16391,2795000002";"2103765";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 610-78-05";;"dyush86@yandex.ru, s86@mossport.ru";"СВАО";"Бутырский";"центры дополнительного образования"
"10585";"ГБОУ ДОДСН СДЮСШОР № 61";"ГБОУ ДОДСН СДЮСШОР № 61";"1-я улица Машиностроения, дом 16";"11070,0267000003";"5324,44129999913";"2124703";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 675-40-97 (495) 675-76-69";;"s61@mossport.ru";"ЮВАО";"Южнопортовый";"центры дополнительного образования"
"10586";"ГБОУ ДОДСН СДЮСШОР № 64";"ГБОУ ДОДСН СДЮСШОР № 64";"Есенинский бульвар, дом 9, корпус 2";"17768,9926000005";"3822,53830000013";;;;;;"Департамент физической культуры и спорта города Москвы";"(499) 175-54-12 (499) 746-96-20";;;"ЮВАО";"Кузьминки";"центры дополнительного образования"
"10587";"ГБОУ ДОДСН СДЮСШОР № 65 ""Ника""";"ГБОУ ДОДСН СДЮСШОР № 65 ""Ника""";"2-й Южнопортовый проезд, дом 19, корпус 1";"11858,1743999999";"3813,06269999966";"2124024";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 172-67-33";"sdushor65nika.ru";"sdushor65nika@yandex.ru";"ЮВАО";"Южнопортовый";"центры дополнительного образования"
"10588";"ГБОУ ДОДСН СДЮСШОР № 85";"ГБОУ ДОДСН СДЮСШОР № 85";"улица Бестужевых, дом 9Б";"6353,78980000038";"22750,4866000004";"2306214";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 904-78-71,                 (499) 904-75-83";;"s85@mossport.ru";"СВАО";"Отрадное";"центры дополнительного образования"
"10589";"ГБОУ ДОДСН СДЮШОР  № 95";"ГБОУ ДОДСН СДЮШОР  № 95";"улица Большая Филевская, дом 6";"725,486999999732";"9520,16999999993";"2127883";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 145-03-14";;;"ЗАО";"Филёвский парк";"центры дополнительного образования"
"10590";"ГБОУ ДОДСН СДЮШОР  № 95";"ГБОУ ДОДСН СДЮШОР  № 95";"улица Большая Филевская, дом 6, корпус 1";"801,591000000015";"9539,17080000043";"3203609";;;;;"Департамент физической культуры и спорта города Москвы";;;;"ЗАО";"Филёвский парк";"центры дополнительного образования"
"12998";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 23, корпус 4";"15844,7747";"17660,1689999998";"240030";;;;;"Муниципалитет";"(499) 966-72-18";;;"ВАО";"Метрогородок";"дворовые спортивные площадки"
"12999";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 28, корпус 6";"17014,6177000003";"17840,0858999994";"18179";;;;;"Муниципалитет";"(499) 966-72-18";;;"ВАО";"Метрогородок";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"13000";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 5, корпус 10";"14642,5000999998";"16429,5176999997";"18067";;;;;"Муниципалитет";"(495) 603-27-01";"mu-bogorodskoe.ru";;"ВАО";"Богородское";"дворовые спортивные площадки"
"13001";"Дворовая площадка";"Дворовая площадка";"Открытое шоссе, дом 5, корпус 7";"14635,6502";"16311,8573000003";"18064";;;;;"Муниципалитет";"(495) 603-27-01";"mu-bogorodskoe.ru";;"ВАО";"Богородское";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"13096";"Дворовая площадка";"Дворовая площадка";"проспект 40 лет Октября, дом 4, корпус 1";"15465,4512";"1823,65110000037";"24386";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"13097";"Дворовая площадка";"Дворовая площадка";"проспект 40 лет Октября, дом 40";"15600,0289000003";"552,471999999136";"24402";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"13098";"Дворовая площадка";"Дворовая площадка";"проспект 60-летия Октября, дом 29, корпус 1";"4865,85979999974";"2479,04399999976";"29463";;;;;"Муниципалитет";"(499) 125-91-92";"akadem.uzaomos.ru";"Akadem@uzao.mos.ru ";"ЮЗАО";"Академический";"дворовые спортивные площадки"
"13099";"Дворовая площадка";"Дворовая площадка";"проспект 60-летия Октября, дом 5, корпус 2";"5205,5";"4183,85040000081";"29439";;;;;"Муниципалитет";"(495) 651-27-45";"gagarinskoe.com";"info@gagarinskoe.com";"ЮЗАО";"Гагаринский";"дворовые спортивные площадки"
"13100";"Дворовая площадка";"Дворовая площадка";"проспект Андропова, дом 17, корпус 2";"10691,3572000004";"1815,46990000084";"698";;;;;"Муниципалитет";"(499) 616-57-13";"nzaton.ru";"munnz@mail.ru";"ЮАО";"Нагатинский Затон";"дворовые спортивные площадки"
"13101";"Дворовая площадка";"Дворовая площадка";"проспект Андропова, дом 31, корпус 1";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 616-57-13";"nzaton.ru";"munnz@mail.ru";"ЮАО";"Нагатинский Затон";"дворовые спортивные площадки"
"13102";"Дворовая площадка";"Дворовая площадка";"проспект Андропова, дом 38, корпус 2";"10154,4959000004";"844,373900000006";"721";;;;;"Муниципалитет";"(499) 612-98-13";"n-sadovniki.ru";;"ЮАО";"Нагатино-Садовники";"дворовые спортивные площадки"
"13103";"Дворовая площадка";"Дворовая площадка";"проспект Андропова, дом 46";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 612-98-13";"n-sadovniki.ru";;"ЮАО";"Нагатино-Садовники";"дворовые спортивные площадки"
"13104";"Дворовая площадка";"Дворовая площадка";"проспект Андропова, дом 50, корпуса 1-2-3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 612-98-13";"n-sadovniki.ru";;"ЮАО";"Нагатино-Садовники";"дворовые спортивные площадки"
"13105";"Дворовая площадка";"Дворовая площадка";"проспект Буденного, дом 1, корпус 1";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 785-02-91";"mosg.ru";"sgora@mail.ru";"ВАО";"Соколиная гора";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"12210";"Дворовая площадка";"Дворовая площадка";"Большой Купавенский проезд, дом 10";"20224,9057999998";"12325,6959000006";"12178";;;;;"Муниципалитет";"(495) 300-62-56";"ivanovskoe-vostok.ru";;"ВАО";"Ивановское";"дворовые спортивные площадки"
"12211";"Дворовая площадка";"Дворовая площадка";"Большой Матросский переулок, дом 1";"12552,5503000002";"13583,0715999994";"14031";;;;;"Муниципалитет";"(495) 603-31-92";"mu-sokolniki.ru";;"ВАО";"Сокольники";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"12212";"Дворовая площадка";"Дворовая площадка";"Большой Овчинниковский переулок, дом 11";"8426,20010000002";"8528,78810000047";"3000317";;;;;"Муниципалитет";"(495) 620-28-15";"zmsk.ru";;"ЦАО";"Замоскворечье";"дворовые спортивные площадки"
"12213";"Дворовая площадка";"Дворовая площадка";"Большой Патриарший переулок, дом 12";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 259-08-10 (495) 707-24-79";"presnya.cao.mos.ru sportcentrmsk.ru";"bazhenoff@inbox.ru";"ЦАО";"Пресненский";"дворовые спортивные площадки"
"12214";"Дворовая площадка";"Дворовая площадка";"Большой Тишинский переулок, дом 26, корпус 14";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(499) 259-08-10 (495) 707-24-79";"presnya.cao.mos.ru sportcentrmsk.ru";"bazhenoff@inbox.ru";"ЦАО";"Пресненский";"дворовые спортивные площадки"
"12222";"Дворовая площадка";"Дворовая площадка";"Борисовский проезд, дом 1, корпус 2";"13516,8753000004";"-4550,3861999996";"2545";;;;;"Муниципалитет";"(495) 343-43-31";"mo-bs.ru";;"ЮАО";"Орехово-Борисово Северное";"дворовые спортивные площадки"
"12223";"Дворовая площадка";"Дворовая площадка";"Борисовский проезд, дом 11, корпус 2";"14062,2779000001";"-4374,66300000064";"2556";;;;;"Муниципалитет";"(495) 343-43-31";"mo-bs.ru";;"ЮАО";"Орехово-Борисово Северное";"дворовые спортивные площадки"
"12224";"Дворовая площадка";"Дворовая площадка";"Борисовский проезд, дом 15, корпус 2";"14399,6381999999";"-4468,69370000064";"2559";;;;;"Муниципалитет";"(495) 343-43-31";"mo-bs.ru";;"ЮАО";"Орехово-Борисово Северное";"дворовые спортивные площадки"
"12225";"Дворовая площадка";"Дворовая площадка";"Борисовский проезд, дом 20";"14336,1146";"-4611,54050000012";"2563";;;;;"Муниципалитет";"(495) 343-43-31";"mo-bs.ru";;"ЮАО";"Орехово-Борисово Северное";"дворовые спортивные площадки"
"12226";"Дворовая площадка";"Дворовая площадка";"Борисовский проезд, дом 24";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 343-43-31";"mo-bs.ru";;"ЮАО";"Орехово-Борисово Северное";"дворовые спортивные площадки"
"12227";"Дворовая площадка";"Дворовая площадка";"Борисовский проезд, дом 3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 343-43-31";"mo-bs.ru";;"ЮАО";"Орехово-Борисово Северное";"дворовые спортивные площадки"
