0_Код;1_Название;1_Адрес;1_Телефон;1_Режим работы;0_Доп.компания;0_Тип;0_Тип Выходного;0_Доп информация
4327;ООО ЭДТ - 1;115211, город Москва, Симоновский вал улица, дом 26, корпус 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;10340,7884;5746,4641
431;ЗАО Аптеки 36.6 - 97;111250, город Москва, Толбухина улица, дом 9, корпус 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;-6133,2545;6063,7718
56;Аптечный пункт. Филиал № 3 Государственное бюджетное учреждениеЗ города Москвы Городская поликлиника № 68 ДЗМ;127238, город Москва, Фрунзенская набережная, дом 38/1;(499)616-22-11;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00; Вс 09:00 - 16:00";ООО БИОТЭК;Аптечный пункт;5365,6951;6019,2794
791;ОАО Торговая сеть АПТЕЧКА - 35;129515, город Москва, Паперника улица, дом 7, корпус 2;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;18074,1761;6032,0254
448;ЗАО Аптеки 36.6 - 114;111250, город Москва, Славянский Бульвар, дом 13, корпус 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-2162,587;6516,6418
3276;ООО Лестрада;121471, город Москва, Загорьевская улица, дом 15;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;11991,8644;-9619,4329
4697;ООО Амагер ОФ;117535, город Москва, Бирюлевская улица, дом 49, корпус 4, строение 2;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;11237,3477;-9219,8088
565;ЗАО ЭРКАФАРМ - 51;107005, город Москва, Лебедянская улица, дом 28, корпус 2;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;12112,2736;-9217,1052
794;ОАО Торговая сеть АПТЕЧКА - 38;129515, город Москва, Харьковская улица, дом 2;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;9748,5338;-8810,7822
507;ООО АПТЕКА;107078, город Москва, Гримау улица, дом 10А, строение 2;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;5033,2921;2585,2837
5058;ГУП Столичные аптеки - 3;125239, город Москва, Нагатинская набережная, дом 64, корпус 2;(495)343-35-55;Пн-Пт 9.00-20.00. сб 10.00-18.00. вс-выходной;нет информации;Аптека;12124,4002;2610,4502
2075;ООО Информ-КС;109548, город Москва, Шоссейная улица, дом 1/2, строение 2;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;14444,3478;2707,3974
2460;ЗАО РАДОНЕЖ-М;127560, город Москва, Фестивальная улица, дом 2А;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-1393,8591;20814,6933
2778;ООО СТИЛЬ-МАКСИМА;111123, город Москва, 1-я Квесисская улица, дом 18;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;5033,3747;14154,2965
4255;ООО ДОЛГОЛЕТ-1 - 10;125430, город Москва, Флотская улица, дом 13, корпус 3, строение 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;284,0324;21090,5543
2415;ООО ДОЛГОЛЕТ-1 - 6;125430, город Москва, Локомотивный проезд, дом 6, строение 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;4762,8362;19892,162
4114;ООО ЛОКАТЕЛ - 1;129085, город Москва, Ленинградское шоссе, дом 16А, строение 2;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;19,8688;17222,4854
2999;ООО Солнышко Центр;125499, город Москва, Адмирала Макарова улица, дом 45, строение 3;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-727,6566;19158,0657
5201;Государственное бюджетное учреждениеЗ ЦЛО и КК ДЗ г. Москвы - 45;127018, город Москва, Академика Скрябина улица, дом 16, корпус 1, строение 2;(495)343-35-55;ПН-ПТ 08.00-20.00. СБ 10.00-18.00. ВС-выходной;нет информации;Аптека;18631,3475;4912,6425
5204;ГУП Столичные аптеки - 95;125239, город Москва, Бауманская улица, дом 66/11, строение 1;(495)343-35-55;"Пн-Пт 08.00-20.00; Сб. 10.00-18.00. Вс. - выходной";нет информации;Аптека;11396,4686;10995,3101
47;Аптечный пункт. Филиал №3 Государственное бюджетное учреждение здравоохранения города Москвы Городская поликлиника № 220 ДЗМ;127238, город Москва, Расторгуевский переулок, дом 3;(495)343-35-55;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 08:00 - 18:00; Вс 09:00 - 16:00";ООО БИОТЭК;Аптечный пункт;4277,8364;10941,4389
2752;ЗАО Первое марта;119192, город Москва, Зоологическая улица, дом 12, корпус 2;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;5270,8561;10855,2842
29;Аптечный пункт. Филиал № 1 Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 5 ДЗ города Москвы»;127238, город Москва, Жуковского улица, дом 3/4;(495)343-35-55;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00; Вс 09:00 - 16:00";ООО БИОТЭК;Аптечный пункт;9224,6626;10804,922
222;Аптечный пункт. Филиал № 3 Государственное бюджетное учреждениеЗ города Москвы «Городская поликлиника № 107 ДЗМ»;127473, город Москва, Полярная улица, дом 28;(499)404-92-70;отсутствует;"ЗАО ""Вилард""";Аптечный пункт;8898,86;23928,1742
5498;ЗАО Первая помощь - 21;196233, город Москва, Черкизовская улица, дом 6;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;13880,6743;14405,4516
4435;ООО ЛАТИС-ТОРГ - 1;119331, город Москва, Кулакова улица, дом 14;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-6441,2011;15799,6644
5490;ЗАО Первая помощь - 13;196233, город Москва, Кулакова улица, дом 10, корпус 1;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-6329,8787;16118,8444
802;ОАО Торговая сеть АПТЕЧКА - 46;129515, город Москва, Вавилова улица, дом 69/75;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;3312,8512;1715,6001
5502;ЗАО Первая помощь - 29;196233, город Москва, Шоссейная улица, дом 34, строение 1;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;14129,6469;1773,3189
2894;ООО Альфа;111020, город Москва, Текстильщиков 8-я улица, дом 11, строение 2;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;15486,4541;4055,7897
5324;Общество с ограниченной ответственностью Ригла - 7;115201, город Москва, Маросейка улица, дом 2/15, строение 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;8417,5305;10046,26
741;ЗАО Группа компаний Медси - 8;123056, город Москва, Грузинский переулок, дом 3А;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;5083,7866;11665,1187
3537;ООО СИТИФАРМ - 3;107140, город Москва, Космонавтов улица, дом 24, строение 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный киоск;10200,2315;17109,0586
3551;ООО АСКЛЕПИЙ;127572, город Москва, Северный Бульвар, дом 14А;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;7690,2606;22424,6851
3552;ООО Забота и Здоровье - 1;115612, город Москва, Нижние Котлы ж. д.станция , дом;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;7644,6356;1817,7778
1255;ООО Диамед-клиник;0, город Москва, Шереметьевская улица, дом 27;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;7287,6214;15183,8363
2528;ООО Фарм-Бутик;117303, город Москва, Рубцовская набережная, дом 4, корпус 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;12490,6769;12032,2499
4793;ООО КАТИФАРМ - 2;119454, город Москва, Василия Петушкова улица, дом 11;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-5974,4308;19039,9919
838;ОАО Торговая сеть АПТЕЧКА - 82;129515, город Москва, Яна Райниса Бульвар, дом 26, корпус 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-5358,1737;20478,5758
2367;ООО Здоровые Люди Москва - 2;119002, город Москва, Милашенкова улица, дом 8;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;5420,6084;17636,6959
2333;ООО Фармастар - 2;115035, город Москва, Уральская улица, дом 11;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;18758,9794;16805,2687
2812;ООО Компания ИРБИС;123363, город Москва, Сходненская улица, дом 52, корпус 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-3595,4002;20226,2218
3198;ООО МИДАС и К;117588, город Москва, Литовский Бульвар, дом 8;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;1841,7628;-6272,3893
5195;Государственное бюджетное учреждениеЗ ЦЛО и КК ДЗ г. Москвы - 44;127018, город Москва, Профсоюзная улица, дом 128, корпус 3;(495)343-35-55;ПН-ПТ 08.00-20.00. СБ 10.00-18.00. ВС-выходной;нет информации;Аптека;1037,1331;-4057,1071
4553;ООО АПТЕЧНЫЙ ТОРГОВЫЙ ДОМ СЕРДЕЧКО - 1;115093, город Москва, Туристская улица, дом 13, корпус 2;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;-4768,1079;20371,2968
5193;ГУП Столичные аптеки - 87;125239, город Москва, Нагорный Бульвар, дом 16;(499)404-92-70;пн-пт 9.00-20.00. сб 10.00-18.00. вс-выходной;нет информации;Аптека;6237,1714;524,6973
4389;ООО СА-Фарма;107061, город Москва, Пырьева улица, дом 5А;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;1770,6358;6517,686
2677;ООО Омега;109052, город Москва, Солдатская улица, дом 6А;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;12746,4751;10904,1118
2962;ООО Аш-Два-О;129346, город Москва, 1905 года улица, дом 19;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;3799,9407;11079,2117
738;ЗАО Группа компаний Медси - 5;123056, город Москва, Благовещенский переулок, дом 6, строение 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;6222,3321;11103,0611
734;ЗАО Группа компаний Медси;123056, город Москва, Благовещенский переулок, дом 2/16, строение 1;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;6155,6383;11050,1741
5338;Общество с ограниченной ответственностью Ригла - 21;115201, город Москва, Первомайская улица, дом 91/19;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;19225,7633;14131,898
5342;Общество с ограниченной ответственностью Ригла - 25;115201, город Москва, Сокольническая площадь, дом 4;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;11309,8967;13706,6434
5349;Общество с ограниченной ответственностью Ригла - 32;115201, город Москва, Дубининская улица, дом 11/17, строение 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;8760,3432;6758,8023
172;Аптечный пункт. Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 12 ДЗМ»;127473, город Москва, Комарова Академика улица, дом 5, корпус 1;(495)343-35-55;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00; Сб 09:00 - 18:00; Вс 09:00 - 16:00";"ЗАО ""Вилард""";Аптечный пункт;6079,2628;18116,2227
5105;ГУП Столичные аптеки - 34;125239, город Москва, Черепановых проезд, дом 6, строение 1;(499)616-22-11;"Пн-Пт 08.00-21.00; Сб. 10.00-18.00. Вс. - выходной";нет информации;отсутствует;890,1272;18482,5624
5387;Общество с ограниченной ответственностью Ригла - 70;115201, город Москва, Пятницкое шоссе, дом 3;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-7049,655;18812,273
4981;ООО МИЦАР-Н - 10;109145, город Москва, Новотушинский проезд, дом 10;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;-7484,2406;19155,2868
3561;ООО ФОРТЕ - 5;119361, город Москва, Ярцевская улица, дом 27А;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-5123,4763;8327,7257
3562;ООО ФОРТЕ - 6;119361, город Москва, блевское шоссе, дом 4, корпус 4;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;-3262,9396;7255,3229
3719;ООО АКРОНИКС;0, город Москва, Измайловское шоссе, дом 71, корпус 3;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;15604,7405;13774,3779
3720;ООО САЛУС - 2;125565, город Москва, Чичерина улица, дом 4;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;10034,4655;22038,3375
3723;ООО Эндевр;109004, город Москва, Земляной Вал улица, дом 62, строение 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;9837,0794;8877,1711
3726;ООО КСК-ЮНН;124365, город Зеленоград,  , дом 1627;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-21601,3516;33875,6191
3737;ООО Пилюлькин Плюс;115432, город Москва, Трофимова улица, дом 23, строение 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;11279,2811;4024,8143
3740;ООО ИКА - 1;127411, город Москва, Фомичевой улица, дом 4, строение 2;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-3247,0329;21389,437
584;ООО Протон;105203, город Москва, Бескудниковский Бульвар, дом 24;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;3740,9002;22373,4368
2871;ООО Фармсистемс;105037, город Москва, Декабристов улица, дом 2Б;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;5717,0166;22472,0142
305;ООО Аптечная сеть Оз - 1;105064, город Москва, Енисейская улица, дом 19, корпус 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;10319,0554;22533,5204
961;ОАО Торговая сеть АПТЕЧКА - 205;129515, город Москва, Алтуфьевское шоссе, дом 40Д;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;5815,4344;22721,7674
3155;ООО ФАРМАТОН;129323, город Москва, Менжинского улица, дом 36;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;10329,4746;22654,7056
4759;ООО Анастасия;105215, город Москва, 9-я Парковая улица, дом 68, корпус 4;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;18879,2332;15786,0358
2873;ООО Фолтер Трейд - 2;125430, город Москва, Пятницкое шоссе, дом 37;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;-8823,0636;20855,4162
74;Аптечный пункт. Филиал № 5 Государственное бюджетное учреждениеЗ города Москвы Городская поликлиника № 22 ДЗМ;125009, город Москва, Вавилова улица, дом 71, строение 1;(499)616-22-11;"Пн 08:00 - 20:00; Вт 08:00 - 20:00; Ср 08:00 - 20:00; Чт 08:00 - 20:00; Пт 08:00 - 20:00";ОАО Фармимекс;Аптечный пункт;3264,7552;1638,7886
1192;ООО 03 АПТЕКА - 21;105066, город Москва, Саянская улица, дом 4Б;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;20570,3462;11194,1079
1909;ООО Апшерон;129327, город Москва, Снежная улица, дом 27;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;9723,5529;21092,5998
5370;Общество с ограниченной ответственностью Ригла - 53;115201, город Москва, Земляной Вал улица, дом 29;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;10194,8089;10093,7315
4313;ООО Гиппократ;115408, город Москва, Волгоградский Проспект, дом 53;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;14735,217;4817,688
4963;ООО Грань+ - 1;121471, город Москва, Багрицкого улица, дом 8, строение 1;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный киоск;-3895,5636;6236,6605
3368;ООО ИнтерСтелс - 3;123056, город Москва, Хорошевское шоссе, дом 25, строение 25;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный киоск;1710,5954;12280,0608
5070;ГУП Столичные аптеки - 13;125239, город Москва, Инициативная улица, дом 5, строение 2;(499)616-22-11;пн-пт 8.00 -20.00. сб 10.00-20.00.вс - выходной;нет информации;Аптека;-2467,0619;5475,0445
4159;ООО ИТЦ-Лусин - 1;127287, город Москва, Старый Петровско-Разумовский проезд, дом 1/23, строение 2;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;4067,6908;14877,5786
1112;ООО Витим и Ко - 43;115201, город Москва, Макарова Адмирала улица, дом 45, строение 3;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;-732,7246;19163,1964
4998;ООО НАТАЛЛИ ЛГ - 5;103051, город Москва, 3-йМитинский переулок, дом 3;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-9318,1189;20117,5153
4146;ООО СКФ;125466, город Москва, Митинская улица, дом 39;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-9033,4284;20266,4177
4906;ООО НЕО-ФАРМ - 25;117246, город Москва, Пятницкое шоссе, дом 29;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-8371,8565;20454,897
4248;ООО ОЛЬГА ФАРМ - 4;123458, город Москва, Планерная улица, дом 6, корпус 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-3884,7732;21427,1734
4657;ООО Астарта - 1;119634, город Москва, Мусоргского улица, дом 1Б;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;7626,4322;21756,3003
5004;ООО ПОС-ХОЛДИНГ - 5;121609, город Москва, Ярославское шоссе, дом 54;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный киоск;12936,2391;22118,3993
1652;ООО Авиафарм - 6;111539, город Москва, Волгоградский Проспект, дом 152, строение 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;18414,9761;3859,4113
2341;ООО Фармастар - 10;115035, город Москва, Верхние поля улица, дом 9, корпус 2, строение 4;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;15719,8603;-137,0367
299;ООО Радуга Здоровья - 5;109387, город Москва, Тихая улица, дом 28;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;15618,306;2011,1595
4924;ООО ВИТКОМ;125362, город Москва, Волгоградский Проспект, дом 1, строение 2;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;10839,7746;7488,5949
3954;ООО Гронингем - 8;127254, город Москва, Воронцовская улица, дом 1/3, строение 2;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;9876,1175;8234,3192
4868;ООО Желаем Здоровья - 16;117105, город Москва, МКАД 73-й км , дом 7;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-4760,2546;23321,9364
2592;ООО Галея Фарм;107143, город Москва, Сухонская улица, дом 9А;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;9606,1447;23425,0786
515;ЗАО ЭРКАФАРМ;107005, город Москва, Дмитровское шоссе, дом 108Б, строение 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;2843,7562;24443,2571
457;ЗАО Аптеки 36.6 - 123;111250, город Москва, Лобненская улица, дом 4А;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;2465,6905;24813,3228
1244;ООО МедЦентр;127543, город Москва, Корнейчука улица, дом 53;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;8017,5866;25097,8771
401;ЗАО Аптеки 36.6 - 67;111250, город Зеленоград, Крюковская площадь, дом 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-20179,9791;35192,8154
4144;ООО Аптека-225 - 1;125581, город Зеленоград, Савелкинский проезд, дом 4;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-17527,0334;36125,0598
823;ОАО Торговая сеть АПТЕЧКА - 67;129515, город Зеленоград, Панфиловский Проспект, дом 6А;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-18614,5066;38101,8595
5080;ГУП Столичные аптеки - 20;125239, город Москва, 2 Владимирская улица, дом 41538;(495)343-35-55;"Пн-Пт 08.00-20.00; Сб. 10.00-18.00. Вс. - выходной";нет информации;Аптека;17994,2656;9486,7714
5095;ГУП Столичные аптеки - 28;125239, город Москва, Большая Спасская улица, дом А;(499)616-22-11;"Пн-Пт 08.00-20.00; Сб.- Вс. - выходной";нет информации;Аптека;9080,0627;12105,3892
5100;ГУП Столичные аптеки - 32;127018, город Москва, Кольская улица, дом 2, корпус 3, строение 1;(495)343-35-55;отсутствует;нет информации;Аптечный пункт;9729,6245;21283,8487
5101;Государственное бюджетное учреждениеЗ ЦЛО и КК ДЗ г. Москвы - 11;127018, город Зеленоград,  , дом 812;(499)404-92-70;ПН-ПТ 08.00-21.00. СБ 09.00-19.00. ВС 10.00-18.00;нет информации;Аптека;-19371,6553;34611,6347
5221;ГУП Столичные аптеки - 107;127018, город Зеленоград,  , дом 1801А;(499)404-92-70;отсутствует;нет информации;Аптечный пункт;-20824,1458;34684,0399
3856;ООО АВЕСТА - 3;121096, город Москва, Измайловский Бульвар, дом 31;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;18558,2058;14546,3168
5340;Общество с ограниченной ответственностью Ригла - 23;115201, город Москва, Строгинский Бульвар, дом 21;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;-5761,3466;15222,8594
2659;ООО Альянс - 1;103031, город Москва, Летчика Бабушкина улица, дом 30, строение 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;11180,6282;22639,9573
976;ОАО Торговая сеть АПТЕЧКА - 220;129515, город Москва, Воздвиженка улица, дом 10;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;6785,6708;9604,0872
3502;ООО АВАНТ;109544, город Москва, Профсоюзная улица, дом 118, корпус 1;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;1400,1995;-3376,7024
3282;ООО Аптека №6. Фармаком;117393, город Москва, Кировоградская улица, дом 9, корпус 2;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;7113,3254;-4873,9772
4070;Закрытое акционерное общество Сеть поликлиник Семейный доктор - 9;129090, город Москва, Мичуринский Проспект, дом 34;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;32,4692;3518,8634
3250;ООО ЭКОСЯ ПЛЮС;121471, город Москва, Рублевское шоссе, дом 83, корпус 1;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;-4226,6032;8022,4738
284;Филиал № 4 Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 191 ДЗМ»;127473, город Москва, Амурская улица, дом 36;(499)404-92-70;отсутствует;"ЗАО ""Вилард""";Аптечный пункт;17639,7621;16232,1892
5489;ЗАО Первая помощь - 12;196233, город Москва, Дмитровское шоссе, дом 42;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;4532,9426;19513,1532
5360;Общество с ограниченной ответственностью Ригла - 43;115201, город Москва, Авиаконструктора Миля улица, дом 4, корпус 1;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека;22168,0955;2154,3688
739;ЗАО Группа компаний Медси - 6;123056, город Москва, Солянка улица, дом 12, строение 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;8795,3943;9473,0071
2077;ООО Клиника Современных Медицинских Технологий - 1;109004, город Москва, Товарищеский переулок, дом 1, строение 2;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптека готовых лек-ных форм;10027,6895;8305,4099
2340;ООО Фармастар - 9;115035, город Москва, Зелёный Проспект, дом 13;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;17624,0513;9313,5907
996;ОАО Торговая сеть АПТЕЧКА - 240;129515, город Москва, Липецкая улица, дом 7А;(495)343-35-55;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;11653,111;-9270,9538
3574;ЗАО ТОРГОВАЯ КОМПАНИЯ КАПРИЗ-М - 2;119048, город Москва, Россошанская улица, дом 2, строение 1;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;6782,4536;-8084,4673
5011;ООО СОЦИУМ-ФАРМА;125057, город Москва, Новопесчаная улица, дом 11/6, строение 1;(499)404-92-70;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;1147,8331;14787,4535
5012;ООО ФАРМАС - 1;115088, город Москва, метро Братиславская , дом;(499)616-22-11;режим работы устанавливается юридическим лицом самостоятельно;нет информации;Аптечный пункт;15791,1572;-814,4689
5210;Государственное бюджетное учреждениеЗ ЦЛО и КК ДЗ г. Москвы - 49;127018, город Москва, Комсомольский Проспект, дом 9А, строение 3;(495)343-35-55;ПН-ПТ 08.00-21.00. СБ-ВС-выходной;нет информации;Аптека;5836,6094;7120,3861
