0_ID;1_Полное наименование;1_Краткое наименование;1_Номер;1_Тип учреждения;1_Вид учреждения;0_INN;0_OGRN;0_KPP;0_Учредитель;0_Тип собственности;1_Организационно-правовая форма;1_Подчинение;0_Директор;1_Юридический адрес;1_Телефон;1_Адрес электронной почты;1_Сайт учреждения
11654; Государственное бюджетное учреждение города Москвы Центр информационных технологий и учебного оборудования; ГБУ ЦИТУО; —; Структура управления образования; Центр (структуры управления образования); 7705793104; 77 №012109008; 770501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение ДОгМ (для гор центров); Булин-Соколова Елена Игоревна; 109004 г. Москва ул. Нижняя Радищевская, д. 10, стр. 3;915-13-94; center@school.edu.ru; 9151394.ru/
11657; Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) общеобразовательная школа VIII вида № 162 имени Героя Советского Союза Е.Г. Ларикова; ГБОУ СКОШ № 162; 162; Специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья; Специальная (коррекционная) общеобразовательная школа; 7743024389; 2097747456992; 774301001; Департамент образования города Москвы; Государственное; Бюджетное; Северное окружное управление образования; Рядченко Сергей Иванович; 125252, г. Москва, 2-я Песчаная ул., д.4 А;(499) 157-10-66; 162-77@mail.ru;" korschool162.babyhost.ru; schsk162.mskobr.ru"
11658;" Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Колледж полиции"""; ГБОУ СПО Колледж полиции; —; Образовательное учреждение среднего профессионального образования; Колледж; 7733020995; 079.462; 773301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Дашевский Юрий Васильевич; 125363, г. Москва, улица Фабрициуса, дом 26;(499) 492-70-01;" police.coll@yandex.ru; 81@prof.educom.ru"; college-police.ru
11659;" Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Юридический колледж"""; ГБОУ СПО Юридический колледж; —; Образовательное учреждение среднего профессионального образования; Колледж; 7737066359; серия 77 №014209801; 772401001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Самойлов Георгий Владимирович; 115569, Москва, Шипиловская ул., д. 17, к. 1, стр. 1;(495) 392-72-44;" se@lawcol.ru; adm@lawcol.ru; 82@prof.educom.ru"; юридическийколледж.рф
11660; Государственное бюджетное образовательное учреждение города Москвы детский сад №996; ГБОУ детский сад №996; 996; Дошкольное образовательное учреждение; Детский сад; —; —;0; Департамент образования города Москвы; Государственное; Бюджетное; Западное окружное управление образования; —; Мичуринский проспект, квартал 5-6, д. 24;#Н/Д; —; —
11680; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 2; ГБОУ СПО ПК № 2; 2; Образовательное учреждение среднего профессионального образования; Колледж; 7704271031; 1057704012574; 770401001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Петрушкевич Алексей Вадимович; 119121 г. Москва, ул.Тимура Фрунзе, д. 28;(499) 246-36-40;" 02@prof.educom.ru; direktor@pk02.ru"; pk02.ru/
11681; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж сферы услуг № 3; ГБОУ СПО КСУ № 3; 3; Образовательное учреждение среднего профессионального образования; Колледж; 7709438340; 1057709052290; 770901001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Корчагина Маргарита Ивановна; 109029 г. Москва, ул. Б.Калитниковская, д. 36, стр. 1;(495) 911-93-58; 03@prof.educom.ru;" k03.profedu.ru; college3.ru; http://колледж3.рф/"
11682; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж малого бизнеса № 4; ГБОУ СПО КМБ № 4; 4; Образовательное учреждение среднего профессионального образования; Колледж; 7705513678; 1057705001970; 770501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Суворова Елена Владимировна; 115054 г. Москва, ул. Дубининская, д. 25, стр. 1;(499) 235-46-57; 04@prof.educom.ru;" k04.mskcollege.ru; kmb4.ru"
11683; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж легкой промышленности № 5; ГБОУ СПО КЛП № 5; 5; Образовательное учреждение среднего профессионального образования; Колледж; 7707329480; 1057707018192; 770701001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Прохорова Татьяна Викторовна; 127051, г. Москва, 3-ий Колобовский пер., д. 8, стр. 2;(495) 608-80-56; 05@prof.educom.ru; klp5.ru
11684; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Коммерческо-банковский колледж № 6; ГБОУ СПО КБК № 6; 6; Образовательное учреждение среднего профессионального образования; Колледж; 7708044657; 1027739521480; 770301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Аверьянова Лариса Васильевна; 123557 г. Москва, ул. Пресненский Вал, д. 15, стр. 1;(499) 253-59-31; 06@prof.educom.ru; k06.mskcollege.ru
11685; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж архитектуры и строительства № 7; ГБОУ СПО КАС № 7; 7; Образовательное учреждение среднего профессионального образования; Колледж; 7743085720; серия 77 № 001868691; 774301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Корсаков Сергей Владимирович; 125315, г. Москва, ул. Усиевича, д. 31;(499) 151-49-07;" 65@prof.educom.ru; 07@prof.educom.ru; 70@prof.educom.ru";" mpet.mskcollege.ru; kas-7.ru/; mkmp.mskcollege.ru; k07.mskcollege.ru/; http://mkmp.su"
11686; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автомобильного транспорта № 9; ГБОУ КАТ № 9; 9; Образовательное учреждение среднего профессионального образования; Колледж; 7713385719; 9117747322277; 771301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Шишлов Александр Николаевич; 127591 г. Москва, Керамический пр-д, д.59;(499) 901-48-00; 09@prof.educom.ru; k09.mskcollege.ru
11687; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж сферы услуг № 10; ГБОУ СПО КСУ № 10; 10; Образовательное учреждение среднего профессионального образования; Колледж; 7713385726; 77 011821333; 771301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Дерюгина Марина Юрьевна; 127434, г. Москва, Дмитровское шоссе, д. 11 А;(499) 198-70-43; 10@prof.educom.ru; k10.mskcollege.ru/
11688; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 12; ГБОУ СПО СК № 12; 12; Образовательное учреждение среднего профессионального образования; Колледж; 7716237691; 1057716005676; 771601001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Лунькин Александр Николаевич; 129337 г. Москва. Хибинский проезд, д. 10;(495) 544-03-51; 12@prof.educom.ru; sk12.ru
11689; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический Колледж №14; ГБОУ СПО ТК №14; 14; Образовательное учреждение среднего профессионального образования; Колледж; 7716237684; 012125806; 771501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Мироненко Юрий Дмитриевич; 129226, г. Москва, ул. Тихомирова, д. 10, к. 1;(495) 689-41-88; 14@prof.educom.ru; artcollege.ru/
11690; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж предпринимательства № 15; ГБОУ СПО Колледж предпринимательства № 15; 15; Образовательное учреждение среднего профессионального образования; Колледж; 7716237638; 77 № 003523196; 771601001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Дарузе Елена Егоровна; 129281 г. Москва, Староватутинский проезд, д. 6;(499) 184-21-27; 15@prof.educom.ru; college15.ru
11691; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж по подготовке социальных работников № 16; ГБОУ КПСР № 16; 16; Образовательное учреждение среднего профессионального образования; Колледж; 7715029811; 77№ 011928337; 771501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Логвинов Алексей Андреевич; 127015 г. Москва, улица Большая Новодмитровская, дом 63;(499) 760-89-97;" 16@prof.educom.ru; colledge16@mail.ru"; college16.ru/
11692; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж архитектуры и менеджмента в строительстве № 17; ГБОУ СПО КАМС № 17; 17; Образовательное учреждение среднего профессионального образования; Колледж; 7719286055; 1057719022877; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Ариончик Любовь Ивановна; 105203, город Москва, 12-я Парковая улица, дом 13/96 стр. 1-2;0; 17@prof.educom.ru;" kamc17.ru/; камс17.рф"
11693; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж ландшафтного дизайна № 18; ГБОУ СПО КЛД № 18; 18; Образовательное учреждение среднего профессионального образования; Колледж; 7719286048; 1057719020644; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Жильцова Людмила Дмитриевна; 105568, г. Москва, ул. Чечулина, д. 3, корп. 1;(499) 308-23-20; 18@prof.educom.ru; k18.mskcollege.ru
11694; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 19; ГБОУ СПО ПК № 19; 19; Образовательное учреждение среднего профессионального образования; Колледж; 7720285017; 0102200577002808618; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Ходас Игорь Сальянсович; 111555, г. Москва, Напольный пр-д, д. 9;(495) 300-76-50; 19@prof.educom.ru; k19.mskcollege.ru/
11695; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автомотизации и информационных технологий № 20; ГБОУ СПО КАИТ № 20; 20; Образовательное учреждение среднего профессионального образования; Колледж; 7719286104; 1057719027013; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Поляков Виктор Леонидович; 105037, г. Москва, ул. 1-я Парковая, д. 12;(499) 163-40-83; 20@prof.educom.ru; junior.ru/
11696; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 21; ГБОУ СПО ТК № 21; 21; Образовательное учреждение среднего профессионального образования; Колледж; 7718261587; 1057718036144; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Раздобаров Николай Дорофеевич; 107143 г. Москва, ул. Вербная, д. 4, стр. 1;(499) 167-11-09; 21@prof.educom.ru;" k21.mskcollege.ru; тк21.рф/"
11697; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Экономико-технологический Колледж № 22; ГБОУ СПО ЭТК № 22; 22; Образовательное учреждение среднего профессионального образования; Колледж; 7719285936; 1057719014583; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Яновская Людмила Александровна; 105203, г. Москва, улица 14-я Парковая, д. 4 Б;(495) 465-15-03;" 22@prof.educom.ru; k22-zam@mail.ru"; etk22.ru
11698; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж индустрии гостеприимства и менеджмента № 23; ГБОУ КИГМ № 23; 23; Образовательное учреждение среднего профессионального образования; Колледж; 7718261509; 2077746525624; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Данилова Зоя Георгиевна; 107564, г. Москва, Погонный проезд, д. 5;963-15-53; 23@prof.educom.ru; kigm.ru
11699; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26; ГБОУ СПО СК № 26; 26; Образовательное учреждение среднего профессионального образования; Колледж; 7723356160; 1057723001731; 772301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Афонин Константин Юрьевич; 109559, г. Москва, ул. Цимлянская, д. 7, стр. 1;(499) 171-07-75; 26@prof.educom.ru;" 26kadr.ru/; k26.mskcollege.ru/"
11700; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж автоматизации и радиоэлектроники № 27 имени П.М.Вострухина; ГБОУ СПО КАиР № 27; 27; Образовательное учреждение среднего профессионального образования; Колледж; 7721027611; 1027739716883; 772101001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Татару Николай Дионисьевич; 109428, г. Москва, Рязанский проспект, д. 8, стр. 1, стр. 2;(499) 170-49-01; 27@prof.educom.ru;" kair27.ru; k27.mskcollege.ru/"
11701; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 30; ГБОУ СПО СК № 30; 30; Образовательное учреждение среднего профессионального образования; Колледж; 7725247657; 1057725014137; 772501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Востриков Сергей Петрович; 115419 г. Москва, ул. Петровского Академика д.10;(499) 236-73-46; stroko_30@rambler.ru;" ck-30.ru/; k30.mskcollege.ru"
11702; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 31; ГБОУ ПК 31; 31; Образовательное учреждение среднего профессионального образования; Колледж; 7725247576; 1057725012322; 772501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Бодров Александр Николаевич; 115280 г. Москва, ул. Автозаводская д. 25;(495) 954-40-02;" sch1318@ou.mosuzedu.ru; 31@prof.educom.ru";" k31.mskcollege.ru/; sch1318.ou.mosuzedu.ru; schuuz1318.mskobr.ru"
11703; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж сферы услуг № 32; ГБОУ СПО КСУ № 32; 32; Образовательное учреждение среднего профессионального образования; Колледж; 7725247752; 1057725015644; 772501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Орлова Валентина Николаевна; 119071 г. Москва, ул. Орджоникидзе, д. 15, стр. 1;(499) 236-72-46; 32@prof.educom.ru; k32.mskcollege.ru
11704; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Пищевой колледж № 33; ГБОУ СПО ПК № 33; 33; Образовательное учреждение среднего профессионального образования; Колледж; 7737132026; 77 001116171; 772401001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Молчанов Павел Викторович; 115404 г. Москва, ул. 6-ая Радиальная, д. 10;(495) 389-17-27; 33@prof.educom.ru; k33.mskcollege.ru/
11705; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 34; ГБОУ СПО ТК № 34; 34; Образовательное учреждение среднего профессионального образования; Колледж; 7724295383; 1057724024115; 772401001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Воронкова Нина Александровна; 115230 г. Москва, ул. Нагатинская д. 4, к. 1;(495) 633-29-08; 34@prof.educom.ru; tk34.info
11706; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Финансовый колледж № 35; ГБОУ СПО ФК № 35; 35; Образовательное учреждение среднего профессионального образования; Колледж; 7737014368; 9117747535314; 772401001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Северина Тамара Степановна; 115404 г. Москва, ул. Липецкая, д. 2, корп. 13;(495) 327-50-91;" 35@prof.educom.ru; 35@credcol.ru"; credcol.ru
11707; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж декоративно-прикладного искусства № 36 имени Карла Фаберже; ГБОУ СПО КДПИ № 36 им. Карла Фаберже; 36; Образовательное учреждение среднего профессионального образования; Колледж; 7725247640; 1057725014445; 772501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Никулаева Мария Ивановна; 115407 г. Москва, ул. Якорная д. 6, стр. 1;(499) 618-01-29; 36@prof.educom.ru; k36.mskcollege.ru/
11708;" Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж гостиничного хозяйства ""Царицыно"" № 37";" ГБОУ СПО Колледж ""Царицыно"" № 37"; 37; Образовательное учреждение среднего профессионального образования; Колледж; 7737057354; 1037739222070; 772401001; Департамент Образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Седова Наталья Николаевна; 115569 г. Москва, пр. Шипиловский, д. 37, к. 1;(495) 391-23-33;" 37@prof.educom.ru; tsaritsyno@bk.ru"; collegetsaritsyno.ru
11709; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 38; ГБОУ СПО СК № 38; 38; Образовательное учреждение среднего профессионального образования; Колледж; 7728312262; 1057728022252; 772801001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Марков Юрий Мануилович; 117321, г. Москва, ул. Профсоюзная, д. 154, корпус 7;(495) 339-07-55; 38@prof.educom.ru; msk38.ru
11710; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 39; ГБОУ СПО ПК № 39; 39; Образовательное учреждение среднего профессионального образования; Колледж; 7727270740; 1057728022582; 772701001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Мадилов Сергей Павлович; 117036, город Москва, улица Дмитрия Ульянова, дом 26;(499) 129-20-55; 39@prof.educom.ru; college39.ru
11715; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 41; ГБОУ СК № 41; 41; Образовательное учреждение среднего профессионального образования; Колледж; 7731281039; 1057731005672; 773101001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Кулаков Андрей Викторович; 121351 г. Москва ул. Бобруйская д. 7;(495) 417-07-24;" 41@prof.educom.ru; 43@prof.educom.ru";" k41.mskcollege.ru/; tk43.ru/"
11716; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 42; ГБОУ ПК № 42; 42; Образовательное учреждение среднего профессионального образования; Колледж; 7731281046; 1057731005452; 773101001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Бокатюк Наталья Алексеевна; 121471 г. Москва, ул. Гродненская д. 5;(495)443-19-74; 42@prof.educom.ru; pk42.ru/
11718; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж сферы услуг № 44; ГБОУ СПО КСУ № 44; 44; Образовательное учреждение среднего профессионального образования; Колледж; 7729434070; 1057729005443; 772901001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; и.о. Козина Ирина Анатольевна; 119607, г. Москва, ул. Раменки, д. 4;(499) 140-85-52;" 66@prof.educom.ru; 45@prof.educom.ru; bk-45@mail.ru; Ramenki@ksu44.ru; Kuntsevo@ksu44.ru; Ochakovo@ksu44.ru; Molodezhnoe@ksu44.ru; 44-3@prof.educom.ru; 44@prof.educom.ru";" ksu44.ru; bk45.ru; kpi66.ru/"
11720; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 47 имени В.Г. Федорова; ГБОУ СПО ПК № 47; 47; Образовательное учреждение среднего профессионального образования; Колледж; 7733536758; 1057746107308; 773301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Сынгаевский Дмитрий Алексеевич; 125371, г. Москва, Волоколамское шоссе, дом 112, корп. 3;(495) 491-65-10; 47@prof.educom.ru; k47.mskcollege.ru/
11721; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж малого бизнеса № 48; ГБОУ СПО КМБ № 48; 48; Образовательное учреждение среднего профессионального образования; Колледж; 7734521970; 1057746123159; 773401001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Радов Виктор Петрович; 123308, г. Москва, ул. Мневники, д. 4;(499) 191-95-94; 48@prof.educom.ru; college48.ru
11722; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 49; ГБОУ СПО ТК № 49; 49; Образовательное учреждение среднего профессионального образования; Колледж; 7735128031; 1057735005680; 773501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Копейкин Юрий Константинович; 124527, г. Москва, Зеленоград, корп. 855;(499) 732-92-88; 49@prof.educom.ru; k49.mskcollege.ru
11723; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический Колледж № 50; ГБОУ СПО ПК № 50; 50; Образовательное учреждение среднего профессионального образования; Колледж; 7735128049; 1057735006130; 773501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Бучкин Андрей Владимирович; 124460, г. Москва, Зеленоград, 3-й Западный пр-д, д. 4;(499) 736-56-03; 50@prof.educom.ru; k50.mskcollege.ru
11724; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Железнодорожный колледж № 52; ГБОУ СПО ЖК № 52; 52; Образовательное учреждение среднего профессионального образования; Колледж; 7708235066; 1057708035417; 770801001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Запорожченко Михаил Николаевич; 129090 г. Москва, ул. Каланчевская, д. 26, стр. 1;(495) 680-34-21; 52@prof.educom.ru; k52.mskcollege.ru/
11725; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж метростроя № 53 имени Героя Советского Союза М.Ф. Панова; ГБОУ СПО ТМ № 53; 53; Образовательное учреждение среднего профессионального образования; Колледж; 7716237701; 1057716005885; 771601001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Артюхина Светлана Викторовна; 129336, г. Москва, Стартовая ул., д. 1, корп. 2;(095) 123-45-67; 53@prof.educom.ru; k53.mskcollege.ru/
11726; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Колледж связи № 54; ГБОУ СПО КС № 54; 54; Образовательное учреждение среднего профессионального образования; Колледж; 7705513734; 004544848; 770501001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Павлюк Иван Андреевич; 115172 г. Москва, ул. Большие Каменщики, д. 7;(495) 358-90-07; 54@prof.educom.ru; ks54.ru
11727; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Московский строительный техникум; ГБОУ СПО МСТ; —; Образовательное учреждение среднего профессионального образования; Техникум; 7723030899; 002454493; 772301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Довгань Владимир Владимирович; 109263, г. Москва, ул. Шкулева, д. 13/25, корп. 2;(499) 178-56-61; 71@prof.educom.ru; mst.mskcollege.ru
11728; Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Электромеханический колледж № 55; ГБОУ СПО ЭК № 55; 55; Образовательное учреждение среднего профессионального образования; Колледж; 7709438372; 9117747543905; 774301001; Департамент образования города Москвы; Государственное; Бюджетное; Городское подчинение: Управление профессионального образования; Курлаев Юрий Андреевич; 125438 г. Москва, ул. Михалковская, д. 52;(495) 601-46-80;  55@prof.educom.ru; ek55.ru
