0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
562;POINT (4173554.9155 7532580.311300002);8651.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2020;ГБОУ СОШ № 2020;125475 г. Москва, ул. Клинская, д. 20а;-409.60147835;22599.2909296;3404346.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 451-01-90; (495) 451-02-56";http://schs2020.mskobr.ru/
563;POINT (4196902.151700001 7482999.7082);9054.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 937 имени Героя Российской Федерации А.В. Перова;ГБОУ СОШ № 937;115569 г. Москва, ул. Маршала Захарова,д.25,к.2;12800.7209;-5294.70866625;2123172.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;393-61-55;http://dou1503@sinergi.edusite.ru
564;POINT (4186979.8988000005 7485554.571999997);3844.0;"Негосударственное образовательное учреждение ""Доверие"" (средняя общеобразовательная школа)";"НОУ ""Доверие""";117587 Кировоградская улица, д. 2;7182.63795;-3864.67031357;31314.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 128-58-29,(499) 120-32-74;
565;POINT (4209351.809500001 7504974.087399997);3867.0;"Негосударственное общеобразовательное учреждение Школа ""Ирида""";НОУ Школа Ирида;Юности улица, 5/1;19791.125;7124.07392996;2502190.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 374-71-82,(499) 374-68-78;
566;POINT (4164708.9345000014 7511200.259499997);3880.0;"Частное учреждение средняя общеобразовательная школа ""Вита""";НОУ Медико-биологическая школа ita;121614 Крылатские холмы улица, д. 45 к.1;-5399.610225;10588.4047996;2127007.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 413-86-65,(499) 726-61-21;
567;POINT (4177693.1077000014 7488839.179399997);2066.0;"Некоммерческое образовательное учреждение средняя общеобразовательная школа ""Наши Пенаты""";Некоммерческое образовательное учреждение СОШ Наши Пенаты;117485 Профсоюзная улица, 92;1927.5065000000002;-2015.92095706;21021.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 335-00-62,(495) 336-32-11;
568;POINT (4142128.3233999982 7557373.278700002);227.0;"Некоммерческое партнерство Международная школа ""Глобус"" (НП МШ ""Глобус"")";Некоммерческое партнерство Международная школа Глобус (НП МШ Глобус);Зеленоград, - улица, корпус 430а;-18024.1432;36528.4680188;2106721.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 735-03-85;
569;POINT (4182961.977600001 7515777.2853000015);3727.0;"Негосударственное образовательное учреждение Средняя общеобразовательная школа ""Виктория""";НОУ СОШ Виктория;125124 Правды улица, д.7/9 стр.1 А;4890.833325;13162.2374068;20721.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 605-69-17;
570;POINT (4177611.971999999 7525987.0331000015);3772.0;"Негосударственное образовательное учреждение Средняя общеобразовательная школа ""Знайка""";НОУ СОШ Знайка;Матроса Железняка бульвар, 29а;1873.38822982;18898.0616006;2108711.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 154-43-91,(499) 154-52-96;
571;POINT (4184507.892099999 7537125.0414);3785.0;Негосударственное общеобразовательное учреждение школа “Лотос”;НОУ СОШ “Лотос” ;127349 Шенкурский проезд, д. 5;5746.64153183;25152.4729112;2114155.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 909-57-74,(499) 909-95-36;
572;POINT (4183645.5791000016 7523550.745399997);3786.0;Некоммерческая организация «Негосударственное (частная) образовательное учреждение Финансово-экономическая школа»;Некоммерческая организация «Негосударственное (частная) образовательное учреждение Финансово-экономическая школа»;127322 Милашенкова улица, д.11а;5270.962125;17532.177861;2111090.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 610-40-82,(495) 610-49-92;
573;POINT (4189326.7344000004 7516486.403999999);3791.0;Негосударственная средняя общеобразовательная школа “ВЕНДА”;Негосударственная СОШ“ВЕНДА”;129110 Гиляровского улица, дом 68 стр. 1;8477.15341396;13566.3978546;2126861.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 615-00-03,(495) 616-99-06;
574;POINT (4181809.5438 7531128.6664);8573.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 231;ГБОУ СОШ № 231;127474, г. Москва, улица Дубнинская, дом 23;4233.246425;21786.4652899;2109710.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 480-08-10;http://school-231.my1.ru/
575;POINT (4173395.969700001 7532963.6686);8578.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 425;ГБОУ СОШ № 425;125475, г. Москва, ул. Клинская, д.24;-498.95345;22814.4273146;2111990.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;451-20-71;http://sch425.edusite.ru/
576;POINT (4175129.9866999984 7517916.115000002);8602.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 739;ГБОУ СОШ № 739;125252, г. Москва, улица Сальвадора Альенде, дом 6;476.75005;14362.3640324;2111986.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 198-26-03; (499) 198-37-11";http://school739.net
577;POINT (4174351.8603000008 7492511.556699999);8867.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2053;ГБОУ СОШ № 2053;111674, г. Москва, улица Покровская, дом 35;37.919013;55.70578;2710691.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 753-19-21; (499) 753-19-22";
578;POINT (4158038.2304 7527871.455799997);9326.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1747;ГБОУ СОШ № 1747;125368, г. Москва, 3-й Митинский переулок, д. 12, корп. 1;-9141.2535;19965.9608;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 751-90-20; (495) 741-41-61; (495) 794-09-44";http://www.dskvp2319.mskobr.ru
579;POINT (4180740.4913000017 7533323.9098000005);8554.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 183;ГБОУ СОШ № 183;127474, г. Москва, Дубнинская улица, дом 59;3630.9543000000003;23017.9049708;2109677.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;488-12-25;http://school183.ucoz.ru/main.htm
580;POINT (4177002.2282 7535362.110399999);8574.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 236;ГБОУ СОШ № 236;125412, г. Москва, ул. Клязьминская , дом 8а;1528.54245;24160.2518971;2109673.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;906-75-77;http://school236.edu.ru
581;POINT (4179197.3583999984 7532950.248800002);8575.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 244;ГБОУ СОШ № 244;127486, г. Москва, Бескудниковский бульвар, д. 53;2763.36545;22807.6252148;2109670.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;488-00-73;http://schs244.mskobr.ru
582;POINT (4175353.7652000003 7529325.281400003);8585.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 651;ГБОУ СОШ № 651;125413 г. Москва, ул. Флотская, д. 60;602.186375;20772.2640857;2112070.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;453-44-25;http://www.schl651.ucoz.ru
583;POINT (4175416.541700002 7518641.674400002);8597.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа  № 706;ГБОУ СОШ № 706;125252, г. Москва, Песчаный пер., д. 6;638.15915;14770.2924691;2111987.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;198-17-31;http://sch706.edusite.ru/
584;POINT (4137607.474800002 7554338.075400002);8879.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 229 имени Бауыржана Момышулы;ГБОУ СОШ № 229;124681, г. Москва, Зеленоград, ул. 2-я Пятилетка, д. 18А;-20566.4835255;34841.7493362;3700014.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 731-55-30;http://s229.zouo.ru
585;POINT (4163101.485800002 7521889.973899998);9611.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №69 имени Б.Ш. Окуджавы;ГБОУ СОШ № 69;123181, г. Москва, ул. Кулакова, д. 2, к. 2;-6297.1405;16600.8198;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;750-10-10;
586;POINT (4181433.4723000005 7534895.7836000025);8568.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 222;ГБОУ СОШ № 222;127591, г. Москва, улица 800-летия Москвы, дом 7а;4019.83755;23900.1496418;2109666.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;480-53-11;http://mos222.ru/
587;POINT (4180842.5146000013 7531182.249200001);8560.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 208;ГБОУ СОШ № 208;127474, г. Москва, Бескудниковский переулок, дом 4 А;3689.3001000000004;21816.0636314;2109686.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 487-94-13; (495) 488-45-85";http://www.school208.ru
588;POINT (4179163.835499998 7526990.044);8562.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 212;ГБОУ СОШ № 212;125183, г. Москва,  4-й Новомихалковский проезд, дом 9А;2746.506125;19461.7960725;2103154.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;154-74-91;http://school212.org
589;POINT (4177520.504900001 7525854.608199999);8564.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 215;ГБОУ СОШ № 215;125239, г. Москва, 3-й Михалковский переулок, дом 16;1821.9351000000001;18823.6648859;2108732.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 154-63-81;http://edu.of.ru/School215/
590;POINT (4181240.3104999997 7520382.446999997);8565.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 216;ГБОУ СОШ № 216;127206, г. Москва, ул. Вучетича, д.6;3918.28935;15750.4062453;2109702.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 611-32-30; (495) 611-00-43; (495) 611-06-48";http://souo-mos.ru/~sch216/
591;POINT (4177161.0485999994 7523651.399899997);8583.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 603 имени Героя Советского Союза Н.И. Кузнецова;ГБОУ СОШ № 603;125130 г. Москва, ул. Зои и Александра Космодемьянских, дом 33;1620.0298;17585.9682015;2108731.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 156-10-19;http://souo-mos.ru/~sch603/
592;POINT (4177207.658599999 7536407.062399998);8590.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 683;ГБОУ СОШ № 683;127644, г. Москва, улица Клязьминская, дом 7, корпус 4;1643.8267;24746.4363858;2109664.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;486-37-75;http://school-sou-683.narod.ru/
593;POINT (4181231.021299999 7535738.1391);8613.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1120;ГБОУ СОШ № 1120;127591, г. Москва, улица Дубнинская, дом 36А;3905.612975;24372.5880527;2109706.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;485-78-54;http://school1120.ru
594;POINT (4170526.0502999984 7514984.477600001);9328.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 138;ГБОУ СОШ № 138;123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2;-2118.1096000000002;12714.3791;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 199-27-22; (499) 199-09-79";http://sch160@szouo.ru
595;POINT (4188043.7036000006 7505893.093500003);8535.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1974;ГБОУ СОШ № 1974;119017 г.Москва, 1-ый Казачий пер., д.8/10, стр.1;7764.52824785;7604.01737878;48928.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;238-14-01;http://1974sch.rusedu.net/
596;POINT (4178414.4032999985 7518877.949299999);8547.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 152;ГБОУ СОШ № 152;125319, г. Москва, 1-ая Аэропортовская улица, дом 1;2327.018725;14903.6318847;3407089.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;151-02-16;http://sch152.sao.mskobr.ru/
597;POINT (4170631.4272000007 7533266.372599997);8548.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 153;ГБОУ СОШ № 153;125445, г. Москва, Прибрежный проезд, д.12;-2053.4612;22984.8011934;2112000.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;458-22-91;http://souo-mos.ru/~sch153/
598;POINT (4178707.6323000006 7537626.684699997);8555.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 184;ГБОУ СОШ № 184;127411, г. Москва Карельский бульвар, дом 20;2486.56905;25430.8312841;2109713.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;485-89-00;http://school-184.ru/
599;POINT (4176145.778900001 7523598.461000003);8571.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования № 225;ГБОУ СОШ № 225;125130, г. Москва, улица Клары Цеткин, дом 27;1048.427075;17556.0721176;2112008.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;450-01-73;http://souo-mos.ru
600;POINT (4176055.1220999993 7534399.825499997);8576.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 251;ГБОУ СОШ № 251;125635, г. Москва, улица Базовская, дом 20А, строение 2;996.22195;23620.2710732;2108748.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 906-68-54; (499) 906-23-10; (499) 905-23-59";http://schs251mskobr.ru
601;POINT (4179122.2608000003 7519476.086599998);8582.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 601;ГБОУ СОШ № 601;125319, г. Москва, ул. Академика Ильюшина, д. 8;2725.598725;15240.0861128;8800.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 152-18-57;http://sch601.ru/
602;POINT (4175626.6854000017 7531006.5211);8599.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 725;ГБОУ СОШ № 725;125414, г. Москва ул. Фестивальная, д. 42;755.6022;21716.0384929;2108738.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;453-91-03;http://725schools.ucoz.ru/
603;POINT (4180463.0282000005 7527553.011600003);8608.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 848;ГБОУ СОШ № 848;125183, г. Москва,ул.Б. Академическая улица, дом 77 А;3477.409175;19778.4299822;2108740.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;482-59-01;http://school848.ru
604;POINT (4174351.2430000007 7492511.782300003);8609.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 885;ГБОУ СОШ № 885;127550, г. Москва, Дмитровское шоссе, д. 45А;37.570074;55.833113;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 976-98-24;http://schs885.mskobr.ru
605;POINT (4182023.332899999 7523460.536399998);8610.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 929;ГБОУ СОШ № 929;127434, г. Москва, улица Немчинова, дом 8;4357.655925;17480.5176591;2109665.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;977-00-11;http://sch929.sao.mskobr.ru/
606;POINT (4187208.9970999993 7484087.635899998);9149.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1623;ГБОУ СОШ № 1623;117587 г. Москва, Варшавское шоссе, дом 126-а;7313.6140000000005;-4692.73845139;2107301.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;315-37-19;http://www.sch1623.edusite.ru/p1aa1.html
607;POINT (4166719.4805999994 7528022.351599999);9325.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1058;ГБОУ СОШ № 1058;125363, г. Москва, ул. Аэродромная, д. 9;-4256.1934;20042.9603;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;948-66-19;http://schzsz1058.mskobr.ru
608;POINT (4169172.6279999986 7520135.733800001);9608.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1005 ""Алые паруса""";ГБОУ СОШ № 1005;123182, г. Москва, ул. Авиационная, д.71, корп. 3;-2878.9286;15611.181700000001;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 190-25-20;http://sch1005.mskobr.ru/
609;POINT (4184876.091499999 7534775.635700002);8465.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 961;ГБОУ СОШ № 961;127549, г. Москва, ул. Бибиревская, д.5;5955.3423;23834.9004;2103653.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;902-94-65;http://www.sch961.svao.mskobr.ru
610;POINT (4174351.4246999994 7492511.57);8497.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 513;ГБОУ СОШ № 513;115088, г. Москва, ул. Машиностроения 2-я, д. 3;37.672793999999996;55.713331999999994;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 675-29-09;http://school-513.clan.su/
611;POINT (4181223.4124 7521216.856700003);8559.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 207;ГБОУ СОШ № 207;127206 г. Москва, Астрадамский проезд, д. 5;3908.367325;16219.3556839;2109712.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;611-13-29;http://shkola207.ucoz.ru
612;POINT (4176245.6953000017 7520249.128300004);8591.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 684;ГБОУ СОШ № 684;125315, г. Москва, улица Усиевича, дом 31 А;1105.089284;15673.9530211;2112023.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;151-24-81;http://sch684.narod.ru/
613;POINT (4182959.5962000005 7519883.687899999);8594.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 694;ГБОУ СОШ № 694;103287, г. Москва, 2-ая Хуторская улица, дом 15/17;4886.98135875;15471.0128398;2112621.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;760-95-65;http://694.ru/
614;POINT (4173487.907299999 7524477.824299999);8604.0;Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 744 имени Петра Николаевича Еремеева;ГБОУ СОШ № 744 им. П.Н. Еремеева;125212, г. Москва, Ленинградское шоссе, д. 30;-447.92626465;18050.0418921;2111995.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;159-75-73;http://www.shk744.narod.ru
615;POINT (4179147.298799999 7533654.3923999965);8614.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная  школа № 1121;ГБОУ СОШ № 1121;127247, г. Москва, Бескудниковский бульвар, дом 50-б;2734.980875;23202.716368;2109668.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;483-35-86;http://1121school.ru/
616;POINT (4207028.558400001 7508295.887999997);9303.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2072;ГБОУ СОШ № 2072;111394, г.Москва, ул.Утренняя, д.12;18472.08625;8988.69323567;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 306-00-21; (495) 368-00-44; (495) 306-02-30";http://cov2072.mskobr.ru
617;POINT (4178413.5216999985 7525931.884599999);8556.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 185;ГБОУ СОШ № 185;125008, г. Москва, ул. Михалковская, д. 3;2324.549;18867.2887052;2108729.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 154-43-61; (499) 154-44-41; (499) 153-12-01; (499) 153-12-71";http://school-185.ru/
618;POINT (4182664.477400001 7518302.697099999);8561.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 211;ГБОУ СОШ № 211;127287, г. Москва, ул. Писцовая, д. 14-а;4721.6773;14582.0862408;2112620.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 685-75-55; (495) 685-78-47";http://школа211.рф
619;POINT (4174351.2542000003 7492511.6998);8566.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 220;ГБОУ СОШ № 220;125124, г. Москва, пер. Расковой, дом 14А;37.576350999999995;55.786457999999996;21640.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 612-02-61; (495) 613-40-15";http://schs220.mskobr.ru/
620;POINT (4181387.5760999992 7532292.138800003);8577.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 272;ГБОУ СОШ № 272;127474, г. Москва, ул. Дубнинская, д. 41;3995.3264000000004;22439.2288347;2109678.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;480-61-12;http://school272.ucoz.ru/
621;POINT (4175367.5025000013 7529557.689800002);8580.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 596;ГБОУ СОШ № 596;125413, г. Москва, улица Флотская, дом 64;609.90155;20902.738376;2111992.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;453-45-41;http://s596.ucoz.ru/
622;POINT (4174351.1761000007 7492511.480800003);9033.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1100;ГБОУ СОШ № 1100;117630, г. Москва, улица Академика Челомея, дом 6а;37.532340999999995;55.662907999999995;2108172.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;936-30-95;http://school1100.ru
623;POINT (4221079.124000002 7499314.250100002);9230.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2051 ""Педагогический комплекс""";ГБОУ СОШ № 2051;111674, г. Москва, проспект Защитников Москвы, д. 9, корп.2;26428.8655;3970.3409;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 783-83-14; (495) 967-86-21";http://dsuv2725
624;POINT (4170399.4800000004 7519336.503399998);9601.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1874;ГБОУ ЦО № 1874;123098, г. Москва, ул. Маршала Новикова, д. 13;-2188.1255;15161.504700000001;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;193-61-20;-
625;POINT (4182645.712099999 7527075.831200004);8552.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 163;ГБОУ СОШ № 163;127238, г. Москва,  Линейный проезд, д. 11;4705.94545;19511.580533;2109661.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 488-70-10;
626;POINT (4174351.2250000015 7492511.7206000015);8567.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 221;ГБОУ СОШ № 221;127083, г. Москва, Улица Верхняя Масловка, дом 26;37.559889999999996;55.798154;2112622.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;612-62-01;http://sh221.ru/
627;POINT (4172740.1209000014 7526196.7751);8570.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 224;ГБОУ СОШ № 224;125212, г. Москва Лениградское шоссе, дом 54;-868.66387897;19015.6477167;2112027.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 452-52-14;http://sh224.narod.ru/
628;POINT (4164677.4877999984 7508303.038699999);3895.0;"Некоммерческое негосударственное образовательное учреждение Средняя общеобразовательная школа ""Олимп плюс""";ННОУ ШколаОлимп-Плюс;121552 Рублевское шоссе, 121;-5419.43487455;8957.80316357;2126559.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 141-55-78,(499) 141-75-93;
629;POINT (4173497.6992999986 7493813.133299999);3905.0;"Негосударственное образовательное частное учреждение средняя общеобразовательная Школа ""Юджин Центр""";Негосударственное образовательное частное учреждение СОШ Юджин Центр;119454 Лобачевского улица, 72;-444.82163794;789.8702238;2116894.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 431-09-03,(499) 133-62-92;
630;POINT (4188931.104800001 7505398.966300003);4146.0;"Негосударственное некоммерческое образовательное учреждение ""Феникс - ВБ""";Негосударственное некоммерческое образовательное учреждение Феникс - ВБ;115054 4-й Монетчиковский переулок, дом 9 строение 1;8265.81151749;7326.66674559;15167.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 128-58-29,(499) 120-32-74;
631;POINT (4191359.8548999988 7477210.345899999);10211.0;"Негосударственное образовательное частное учреждение начальная общеобразовательная Православная школа во имя иконы Божией Матери ""Скоропослушница""";"НОЧУ ""Школа""";117546 Булатниковский проезд, д. 8А;9671.0123102;-8573.48262909;2131713.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 384-88-70;
632;POINT (4172572.368900001 7520025.388099998);2024.0;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Ювенес""";НОУ СОШ Ювенес;123182 Сосновая улица, д.3;-963.979825;15548.2395916;2114852.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 193-91-47;
633;POINT (4181868.9847999997 7510974.496100001);4979.0;Негосударственное образовательное учреждение – гимназия «Московская экономическая школа»;НОУ гимназия «Московская экономическая школа»;123022 Заморенова улица, 29;4277.39303031;10459.7493541;4300294.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 255-00-70,282-61-54;
634;POINT (4183058.518199999 7506508.272500001);4983.0;"Негосударственное общеобразовательное учреждение Частная школа ""Золотое сечение""";НОУ Частная школа Золотое сечение;119121 Бурденко улица, 21а;4950.97706761;7946.41225146;2120933.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 248-03-96,(499) 248-31-94;
635;POINT (4191908.4329999983 7507429.885899998);4987.0;"Негосударственное общеобразовательное учреждение ""Школа сотрудничества""";НОУ Школа сотрудничества;109004 Солженицына улица, дом 9А;9943.47385904;8473.65527684;2130766.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 911-99-91;
