"1_Номер разрешения";"1_Номер ТС";"1_Наименование";"1_Номер бланка разрешения";"1_Марка, модель ТС";"1_ИНН";"1_ОГРН"
"25454";"О468ЕР97";"ООО Хорошее Такси";"МСК 027725";"FORD TOURNEO BUS";"7730636680";"5107746054125"
"25459";"Е388ММ97";"Мсхиладзе Ираклий Тенгизович";"МСК 027718";"Hyundai Elanta 1.6 GLSAT";"771879716301";"313774602100941"
"25470";"Т763КМ123";"ПИГУНОВ СЕРГЕЙ НИКОЛАЕВИЧ";"МСК 027734";"FORD MONDEO";"232900480319";"312236824200016"
"25479";"О663ЕР97";"ООО Амиго Транс";"МСК 027743";"RENAULT LOGAN";"7717692380";"1117746075402"
"25498";"Е210СВ199";"МАЛХОЗОВ РУСЛАН МАРКОВИЧ";"МСК 027763";"HYUNDAI TUCSON 2.0GLSMT";"771312917060";"313774602101253"
"25506";"Х216СО197";"Тягунова Елена Александровна";"МСК 027788";"Mercedes-Benz E-klasse E 200";"771376639900";"313774603000377"
"25517";"С580УВ199";"ООО ПРЕСТИЖ";"МСК 027779";"Dodge Stratus SKHT";"7721773257";"1127747081659"
"25522";"ЕН70677";"ООО ТрансКар";"МСК 027792";"RENAULT FLUENCE";"7720692870";"1107746622136"
"25527";"ЕН70077";"ООО ТрансКар";"МСК 027797";"RENAULT FLUENCE";"7720692870";"1107746622136"
"25542";"Р798ТР26";"Термиянц Арнольд Эдуардович";"МСК 027803";"Chevrolet KLAN (J200/CHEVROLET";"774309060662";"312774615100134"
"25562";"К822НК77";"ООО Сити Кар";"МСК 027839";"DAEWOO NEXIA";"7733826440";"1127747259628"
"25570";"Р634АЕ197";"Алексеенко Денис Юрьевич";"МСК 027851";"Chevrolet Cruze";"772027456528";"313774602400591"
"25578";"В332НМ77";"ООО Олимпиус";"МСК 027858";"CHEVROLET LACETTI KLANJ200";"7736626047";"5107746037251"
"25583";"Р995ОЕ77";"ООО Ритм жизни";"МСК 027863";"Ford Focus";"7714636130";"1067746273198"
"25593";"Р681МУ199";"ООО Спецавтопрокат";"МСК 027877";"RENAULT LOGAN SR";"7734685880";"1127746652197"
"25598";"Н251РВ69";"ООО СИРИУС";"МСК 027882";"VAZ 21104";"7724805179";"1117746743113"
"25620";"О995КР123";"Дегтяров Владимир Борисович";"МСК 027911";"CHEVROLET KL 1J CRUZE";"234502925523";"313237202900061"
"25627";"Е722ММ177";"Иванов Павел Владимирович";"МСК 027918";"MERCEDES-BENZ E200";"772970231234";"311774614600227"
"25632";"О769ЕР97";"ООО Арион Парк";"МСК 027925";"Skoda Octavia";"7720705367";"5107746054720"
"25637";"С047ТР77";"ООО Евротранссервис";"МСК 027938";"Audi A6";"7726527583";"1057748223653"
"25642";"С087ТР77";"ООО Евротранссервис";"МСК 027943";"Audi A6";"7726527583";"1057748223653"
"25647";"С097ТР77";"ООО Евротранссервис";"МСК 027948";"Audi A6";"7726527583";"1057748223653"
"25652";"С150ТР77";"ООО Евротранссервис";"МСК 027953";"Mercedes-Benz E200";"7726527583";"1057748223653"
"25657";"С149ТР77";"ООО Евротранссервис";"МСК 027958";"Mercedes-Benz E200";"7726527583";"1057748223653"
"25662";"С229ТР77";"ООО Третий Элемент";"МСК 027964";"Renault FLUENCE";"7726557161";"1067761452692"
"25667";"С200ТР77";"ООО Третий Элемент";"МСК 027969";"Renault FLUENCE";"7726557161";"1067761452692"
"25674";"У351МС77";"ООО Реал";"МСК 027976";"Kia Rio";"7726699254";"1127746471104"
"25681";"М317СТ77";"ГОНЧАРОВ КАРЕН ЕВГЕНЬЕВИЧ";"МСК 027984";"SKODA OCTAVIA";"771200581446";"306770000352303"
"25688";"М316СТ77";"ГОНЧАРОВ КАРЕН ЕВГЕНЬЕВИЧ";"МСК 027991";"SKODA OCTAVIA";"771200581446";"306770000352303"
"25695";"К154ОЕ190";"АНТОНОВА ОЛЬГА ОЛЕГОВНА";"МСК 028010";"volkswagen polo";"500344843443";"310500327300064"
"25702";"В182АР77";"АЛИЕВ ВАГИФ АХЛИМАН ОГЛЫ";"МСК 028012";"AUDI 80";"550500448861";"313774601701091"
"25710";"К440ХС190";"ШПАКОВ ВИКТОР ВИКТОРОВИЧ";"МСК 028006";"AUDI 80";"500308224335";"311500333300077"
"25717";"Р635ТС77";"ЛЕВАШОВ ИГОРЬ ВЛАДИМИРОВИЧ";"МСК 028021";"RENAULT SR";"434540210592";"311500335400012"
"25724";"А706НС197";"МУРОМСКИЙ АЛЕКСАНДР ПЕТРОВИЧ";"МСК 028030";"RENAULT SR";"505395600504";"313774603500509"
"25731";"Н349УВ197";"БАБАЕВ РАУФ БАХЛУЛ ОГЛЫ";"МСК 028037";"RENAULT MEGANE";"772480760415";"312774633200491"
"25740";"У340ХО197";"Мамытов Адылбек Сатыбалдыевич";"МСК 028054";"Volkswagen Passat";"771682333485";"313690601500012"
"25747";"А117ЕМ199";"Бабадей Вадим Сергеевич";"МСК 028061";"Skoda Octavia";"772773589969";"313774600900075"
"25759";"Е589ОЕ197";"ТАВЛУЙ АЛЕКСАНДР АЛЕКСАНДРОВИЧ";"МСК 028073";"HONDA CIVIC";"772152886824";"312774616001242"
"25764";"В210УЕ197";"Заболуева Виктория Николаевна";"МСК 028080";"Hyundai Grand Starex";"771802940011";"310774602900851"
"25780";"А516УУ197";"ВИРАБЯН РОМИК МЕЛИКОВИЧ";"МСК 028117";"TOYOTA COROLLA SPACIO";"772425670432";"312774629100811"
"25802";"У151ММ197";"ООО ЮВ ТРАНС";"МСК 028098";"FORD MONDEO";"7723626730";"1077759723997"
"25807";"К029ТХ197";"ООО Стандарт Авто";"МСК 028125";"MERCEDES BENZ C180";"7717718493";"1127746098842"
"25812";"У877ОЕ77";"ООО Автопартнер";"МСК 028130";"NISSAN TEANA";"7716709457";"1127746105684"
"25817";"О393УО197";"ООО Автопартнер";"МСК 028135";"NISSAN TEANA";"7716709457";"1127746105684"
"25826";"В150ОА77";"ООО Бретон";"МСК 028145";"Chevrolet KLAN J200/LACETTI";"7728725340";"1107746066493"
"25831";"В120ОА77";"ООО Бретон";"МСК 028150";"Chevrolet KLAN J200/CHEVROLETL";"7728725340";"1107746066493"
"25842";"Е146РУ152";"Аббасов Джавад Лутву оглы";"МСК 028161";"Ford Focus";"524710132929";"313524703000016"
"25880";"М641КА60";"СЛЕПКОВ АЛЕКСАНДР ВИКТОРОВИЧ";"МСК 028205";"ШЕВРОЛЕ CRUZE";"602716122458";"305602734300046"
"25888";"О733СЕ77";"САДЫГОВ МУСТАФА ИБНИЯМИН ОГЛЫ";"МСК 028211";"HYUNDAI ACCENT";"773136424373";"312774616600129"
"25895";"Н056МН197";"АСАИЛОВ ЭДУАРД ХЕВРУНОВИЧ";"МСК 028240";"RENAULT SR";"615308911696";"312618617300049"
"25900";"О794ЕР97";"ООО Арион Парк";"МСК 028219";"Skoda Octavia";"7720705367";"5107746054720"
"25905";"О789ЕР97";"ООО Арион Парк";"МСК 028224";"Skoda Octavia";"7720705367";"5107746054720"
"25915";"Х274КМ190";"ООО ИК Большой город";"МСК 028238";"Renault SR";"7720749854";"1127746357496"
"25920";"М682ОС77";"ГУП Мосгортранс";"МСК 028254";"VOLKSWAGEN 2K CADDYMAXI";"7705002602";"1037739376223"
"25925";"С755ТР77";"ООО Третий Элемент";"МСК 028259";"Renault FLUENCE";"7726557161";"1067761452692"
"25932";"В962ОЕ77";"ЗАО Темп-Клининг";"МСК 028268";"Hyundai Solaris";"7707658365";"1087746370029"
"25939";"Х993УК64";"Скуратович Евгений Валентинович";"МСК 028275";"Chevrolet KLAN (J200)";"643909028579";"304643928000211"
"25959";"С920ТР77";"ОООСтиль-Моторс";"МСК 028295";"TOYOTA CAMRY";"7727235350";"1037727000893"
"25964";"С886ТР77";"ОООСтиль-Моторс";"МСК 028300";"TOYOTA CAMRY";"7727235350";"1037727000893"
"25969";"Р083МХ77";"ООО ХК";"МСК 028314";"Skoda Octavia";"7714839034";"1117746345650"
"25977";"Р439МХ77";"ООО ХК";"МСК 028322";"Skoda Octavia";"7714839034";"1117746345650"
"26004";"У043МС77";"ООО ХК";"МСК 028349";"Skoda Octavia";"7714839034";"1117746345650"
"26009";"К574МН77";"ООО ДаМиНа-АВТО";"МСК 028305";"CHEVROLET KLAN (J200/LACETTI)";"7730672819";"1127747012227"
"26014";"А323ТО77";"ООО «ППФ»";"МСК 028310";"Skoda Octavia";"7720753346";"1127746455880"
"26021";"У406ЕХ77";"ООО АКТИВ ИНВЕСТ БИЗНЕС";"МСК 028356";"SKODA OCTAVIA";"7705943350";"1117746168550"
"26026";"А322УС177";"ООО ПРЕСТИЖ";"МСК 028363";"NISSAN TIIDA";"7721773257";"1127747081659"
"26031";"В012НР197";"ООО ПРЕСТИЖ";"МСК 028368";"HYUNDAI SOLARIS";"7721773257";"1127747081659"
"26036";"А470РМ73";"ООО ПРЕСТИЖ";"МСК 028373";"VAZ 219000 LADA GRANTA";"7721773257";"1127747081659"
"26042";"Н642КУ197";"ООО ЛКРКЛ";"МСК 028378";"Skoda Octavia";"7726639801";"1097746683099"
"26053";"Р161РН197";"ШМАЧКОВ ЕГОР АНДРЕЕВИЧ";"МСК 028393";"CHEVROLET LACETTI";"772746242703";"313774604301049"
"26055";"С877МО77";"ООО ТАКСИ-М";"МСК 028394";"SKODA OCTAVIA";"7723820150";"1117746960495"
"26064";"Р065ОХ77";"Митин Валентин Андреевич";"МСК 028413";"Ford Mondeo";"771547322663";"311774622300722"
"26069";"Н848НР77";"ШКУТ ВИТАЛИЙ ЮРЬЕВИЧ";"МСК 028408";"RENAULT SANDERO STAPWAY";"773371428811";"313774604300441"
"21156";"С086РС199";"АЛИЕВ ЯШАР АКИФ ОГЛЫ";"МСК022529";"MAZDA 6";"772983747805";"312774628901410"
"21159";"У150ХС197";"Бойкин Сергей Викторович";"МСК022532";"Opel Astra";"132300348002";"312132321400012"
"21164";"Е821ХХ197";"ООО Ритм жизни";"МСК 022538";"RENAULT LOGAN";"7714636130";"1067746273198"
"21169";"Е879ХХ197";"ООО Ритм жизни";"МСК 022543";"FORD FOCUS";"7714636130";"1067746273198"
"21174";"ЕН60777";"ООО ТрансКар";"МСК022549";"RENAULT FLUENCE";"7720692870";"1107746622136"
"21178";"Е529СА57";"РЫБАКОВ АНДРЕЙ АЛЕКСАНДРОВИЧ";"МСК022553";"TOYOTA PRIUS";"575305920296";"309575309600020"
"21181";"Х402УО197";"НАНАВА НУКРИ ТЕМУРИЕВИЧ";"МСК 022556";"HONDA CIVIC";"771575871440";"312774628500902"
"21185";"Х637УО197";"Третьяков Павел Владимирович";"МСК 022560";"MITSUBISHI COLT 1.3";"773711922403";"312774608800519"
"21188";"Н064ТХ197";"ДАШКЕВИЧ НАТАЛЬЯ ВЛАДИМИРОВНА";"МСК 022563";"SKODA SUPERB";"500306443966";"312774628400229"
"21200";"Е411СА197";"ШЕРМАЗАНАШВИЛИ ДЖАМБУЛ";"МСК022576";"KIA RIO";"772851313713";"312774629001112"
"21203";"О949УО197";"ООО Даурия";"МСК022580";"SKODA OCTAVIA TOUR";"7718590133";"1067746705883"
"21208";"Т251ХК197";"ООО Даурия";"МСК022585";"HYUNDAI ACCENT";"7718590133";"1067746705883"
"21213";"С339ММ199";"ООО Консул";"МСК 022592";"HYUNDAI SOLARIS";"7704807957";"1127746391783"
"21216";"Х083РТ197";"МАКАРОВ ЮРИЙ БОРИСОВИЧ";"МСК022596";"HYUNDAI SOLARIS";"771600114566";"312774627800907"
"21220";"А579ХУ197";"КУЗНЕЦОВ АНДРЕЙ ЮРЬЕВИЧ";"МСК022600";"RENAULT LOGAN";"772870392125";"312774623600596"
"21223";"К622ХУ197";"ХЕЦУРИАНИ ГИА ГЕОРГИЕВИЧ";"МСК022603";"FORD FOCUS";"774333434929";"312774628200906"
"21227";"Т706РВ62";"НАЗИРОВ ГАНИЖОН АБДУМУТАЛОВИЧ";"МСК022609";"HYUNDAI SOLARIS";"620200249322";"312621929000022"
"21230";"Р399УР197";"ЯНЧЕНКО СЕРГЕЙ АНАТОЛЬЕВИЧ";"МСК022612";"VOLKSWAGEN POLO";"773409270862";"312774624100673"
"21237";"ЕО63677";"ООО ТК Альянс";"МСК022618";"SKODA OCTAVIA";"7743831544";"1117746796595"
"21242";"ЕО64177";"ООО ТК Альянс";"МСК022623";"SKODA OCTAVIA";"7743831544";"1117746796595"
"21247";"ЕО64677";"ООО ТК Альянс";"МСК022628";"SKODA OCTAVIA";"7743831544";"1117746796595"
"21250";"У963ТТ197";"ФОМЕНКО РОМАН ВИКТОРОВИЧ";"МСК022632";"MAZDA 3";"772324308040";"312774626800740"
"21258";"Е238ММ99";"ООО С-Холдинг";"МСК 022642";"Chevrolet Klan J200 Lacetti";"7724768939";"1107746959737"
"21262";"Х109НС197";"ООО БумТранс";"МСК022646";"NISSAN TEANA";"7705714511";"1067746269150"
"21266";"Х563ММ199";"ЕВЛОЕВ АСЛАН ОСМАНОВИЧ";"МСК 022653";"CHEVROLET KLAN J200/CHEVROLETL";"772159471804";"312774610000331"
"21270";"Х034ММ199";"ООО Атлантис группа-2001";"МСК022672";"SKODA OCTAVIA";"7723150681";"1037739010264"
"21274";"Н761СН197";"КАЗАРЦЕВ АЛЕКСАНДР СЕРГЕЕВИЧ";"МСК 022679";"NISSAN MAXIMA";"773500990323";"309774632801240"
"21277";"В896СО197";"ШАРИПОВА ГУЛБАХОР САИДМУРОДОВНА";"МСК022681";"LADA 217020";"773376236101";"312774615900210"
"21290";"С581ММ199";"ООО КМК";"МСК 022667";"FORD FOCUS";"7704814866";"1127746658808"
"21296";"А340ВО199";"ООО Звезда";"МСК022698";"Chevrolet KAPTIVA";"7715836798";"1107746915100"
"21299";"Е741РН177";"ЛЕТУНОВСКИЙ ЕВГЕНИЙ ВЛАДИМИРОВИЧ";"МСК022703";"VOLKSWAGEN PASSAT";"400401901130";"312400426300010"
"21303";"Т538ЕР97";"Баканов Алексей Валентинович";"МСК 027627";"Renault SR";"504706983924";"312774618801104"
"21306";"А030УН197";"Мудрик Дмитрий Григорьевич";"МСК022693";"Hyundai Grand Starex";"772022246358";"306770000567802"
"21310";"Н308ХУ197";"Дронов Игорь Владимирович";"МСК 022687";"RENAULT FLUENCE";"771606033000";"310774609701303"
"21318";"Е996ХХ197";"ООО Ритм жизни";"МСК022711";"RENAULT LOGAN";"7714636130";"1067746273198"
"21324";"К941ВМ197";"Бортников Владимир Николаевич";"МСК022719";"Chevrolet KLAN (J200/LACETTI)";"507100159418";"310500416100022"
"21331";"Х857СХ190";"ИСАКИН НИКОЛАЙ НИКОЛАЕВИЧ";"МСК 022726";"TOYOTA VERSO";"622808850107";"312623417300015"
"21337";"Р992ММ199";"ООО СМТ";"МСК022733";"VOLKSWAGEN POLO";"7714700265";"5077746965654"
"21342";"Т319СЕ77";"ООО Транспортная компания Командир";"МСК 026538";"MERCEDES BENZ E200";"7730640126";"1117746173962"
"21344";"Т158СЕ77";"ООО Транспортная компания Командир";"МСК 026452";"MERCEDES BENZ E200";"7730640126";"1117746173962"
"21347";"Е577НА197";"ЗАИКА СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК 022742";"RENAULT SR";"771811208580";"312774629001424"
"21352";"Х782ММ199";"ООО Компания АВТОГАРАНТ";"МСК022748";"FORD MONDEO";"7721514333";"1047796618473"
"21357";"В360РЕ197";"ФЕЗИЛОБЕКОВ УМЕД НУРИЛОБЕКОВИЧ";"МСК022753";"NISSAN TEANA 2.3LUXURY";"695203575705";"312333826800018"
"21361";"Р439ОА197";"ЕЖОВ ВАДИМ АНАТОЛЬЕВИЧ";"МСК022758";"NISSAN PRIMERA 1.8ELEGANCE";"771879939153";"311774622301399"
"21364";"Х760ТО199";"КИРЧЕВ СЕРГЕЙ ИВАНОВИЧ";"МСК022899";"MITSUBISHI LANSER 2.0STW";"070500323607";"312774629100354"
"21368";"С798ВС199";"Мартиросян Роберт Мартинович";"МСК 022766";"Chevrolet Lanos";"672605860101";"311672617900020"
"21372";"Р515РМ190";"НИКИТИН АНТОН ВЛАДИМИРОВИЧ";"МСК 022770";"VOLKSWAGEN PASSAT";"503108517805";"312503128300037"
"21387";"Е336ММ99";"ООО ВИАДУК АВТО";"МСК022788";"Hyundai solaris";"7724775703";"1117746044481"
"21388";"У033ХС197";"КОЖУРИН ИГОРЬ ВАЛЕРЬЕВИЧ";"МСК022789";"CHEVROLET CRUZE KL 1J";"772002216210";"312774628901272"
"21394";"Е188ХО197";"Шаравин Артем Владимирович";"МСК022796";"HYUNDAI SONATA 2.0AT";"772070239960";"306770000305711"
"21395";"О765РМ199";"ЖУКОВ СЕРГЕЙ НИКОЛАЕВИЧ";"МСК022797";"KIA GE MAGENTIS/OPTIMA/MG";"773411624646";"307770000006300"
"21401";"Р320ТТ64";"МЭЛЭХУД ИВАН ВАЛЕРЬЕВИЧ";"МСК 022805";"KIA ED CEED";"644108287630";"312644127700018"
"21402";"Х611ММ177";"ООО Ритм жизни";"МСК 022813";"RENAULT LOGAN";"7714636130";"1067746273198"
"21406";"Х615ММ197";"ООО Ритм жизни";"МСК022817";"RENAULT LOGAN";"7714636130";"1067746273198"
"21407";"С125ХУ197";"ООО Новая Волна ТМ";"МСК 022806";"Hyundai solaris";"7720739285";"1127746013559"
"21411";"С142ХУ197";"ООО Новая Волна ТМ";"МСК 022810";"Hyundai solaris";"7720739285";"1127746013559"
"21412";"С143ХУ197";"ООО Новая Волна ТМ";"МСК 022811";"Hyundai solaris";"7720739285";"1127746013559"
"21419";"О524ММ199";"ООО МИСТАС";"МСК022824";"Chevrolet Orlando";"7715773259";"1097746533774"
"21420";"О542ММ199";"ООО МИСТАС";"МСК022825";"Chevrolet Orlando";"7715773259";"1097746533774"
"21424";"В694РС197";"АЛЕКСЕЕВ ДМИТРИЙ АЛЕКСАНДРОВИЧ";"МСК022829";"HONDA CIVIC";"772109987456";"312774628600753"
"21426";"У317ХН197";"ООО Дилеон";"МСК022831";"FORD FOCUS";"7716586974";"1077760564364"
"21429";"У310ХН197";"ООО Дилеон";"МСК022834";"FORD FOCUS";"7716586974";"1077760564364"
"21431";"У311ХН197";"ООО Дилеон";"МСК022836";"FORD FOCUS";"7716586974";"1077760564364"
"21466";"К182ХХ197";"СЛОБОДКИН СЕРГЕЙ БОРИСОВИЧ";"МСК 022927";"VOLKSWAGEN BORA";"504600539349";"312774620600750"
"21469";"Т683УХ197";"ООО Зеленоградское такси";"МСК 022930";"Hyundai SOLARIS";"7735106398";"1027700586484"
"21471";"Т684УХ197";"ООО Зеленоградское такси";"МСК 022932";"Hyundai SOLARIS";"7735106398";"1027700586484"
"21476";"А461ХК197";"ТАТАРКИН ИВАН АЛЕКСАНДРОВИЧ";"МСК 022937";"CHEVROLET CRUZE";"774307999601";"307770000088905"
"21498";"С184ХС197";"ООО Ласточка";"МСК 022845";"Volkswagen Polo";"7726692080";"1127746125044"
"21499";"С236ХС197";"ООО Ласточка";"МСК 022846";"Volkswagen Polo";"7726692080";"1127746125044"
"21502";"С129ХС197";"ООО Ласточка";"МСК 022849";"Volkswagen Polo";"7726692080";"1127746125044"
"21507";"С226ХС197";"ООО Ласточка";"МСК 022854";"Volkswagen Polo";"7726692080";"1127746125044"
"21512";"С042ХС197";"ООО Ласточка";"Неопределено";"Volkswagen Polo";"7726692080";"1127746125044"
"21515";"С234ХС197";"ООО Ласточка";"МСК 022862";"Volkswagen Polo";"7726692080";"1127746125044"
"21520";"С073ХС197";"ООО Ласточка";"МСК 022867";"Volkswagen Polo";"7726692080";"1127746125044"
"21525";"С181ХС197";"ООО Ласточка";"МСК 022871";"Volkswagen Polo";"7726692080";"1127746125044"
"21530";"С034ХС197";"ООО Ласточка";"МСК 022876";"Volkswagen Polo";"7726692080";"1127746125044"
"21535";"О874ХМ197";"ООО Ласточка";"МСК 022881";"Volkswagen Polo";"7726692080";"1127746125044"
"21540";"С167ХС197";"ООО Ласточка";"МСК 022886";"Volkswagen Polo";"7726692080";"1127746125044"
"21545";"Е957ММ197";"ЭРХИМ АНДРЕЙ ВЯЧЕСЛАВОВИЧ";"МСК 022958";"CHEVROLET LACETTI";"212912044804";"312213028400185"
"21550";"У585СЕ93";"ТАРАБРИН ВИКТОР АЛЕКСАНДРОВИЧ";"МСК022963";"НИССАН ТЕАНА";"230110026648";"312230124100050"
"21552";"К447СХ197";"Чернов Дмитрий Петрович";"МСК 022968";"Nissan Teana";"774309732882";"312774629700512"
"21557";"Е478ММ99";"ООО Агент-Сити";"МСК 022973";"Toyota Corolla";"7726672446";"1117746202023"
"21562";"Е316ММ99";"ООО Агент-Сити";"МСК 022978";"Toyota Corolla";"7726672446";"1117746202023"
"21567";"Е347ММ99";"ООО Агент-Сити";"МСК 022983";"Toyota Corolla";"7726672446";"1117746202023"
"21572";"Е318ММ99";"ООО Агент-Сити";"МСК 022987";"Toyota Corolla";"7726672446";"1117746202023"
"21577";"Е317ММ99";"ООО Агент-Сити";"МСК 022992";"Toyota Corolla";"7726672446";"1117746202023"
"21582";"Е435ММ99";"ООО Агент-Сити";"МСК 022997";"Toyota Corolla";"7726672446";"1117746202023"
"21587";"Е315ММ99";"ООО Агент-Сити";"МСК 023002";"Toyota Corolla";"7726672446";"1117746202023"
"21594";"К650ХО197";"ООО ГорТранс";"МСК 023009";"RENAULT LOGAN";"7704784964";"1117746477551"
"21599";"К755ХО197";"ООО ГорТранс";"МСК 023014";"RENAULT LOGAN";"7704784964";"1117746477551"
"21604";"О856ММ199";"ООО МИСТАС";"МСК 023019";"Chevrolet Orlando";"7715773259";"1097746533774"
"21610";"Т166НА199";"Семочкин Афанасий Викторович";"МСК023027";"Hyundai MATRIKS 1.6 GL";"771572687330";"312774629600290"
"21617";"О215ХХ197";"СЕДЕЛЬНИКОВ СЕРГЕЙ ЮРЬЕВИЧ";"МСК023032";"DAEWOO NEXIA";"772375420829";"312774629601820"
"21624";"У233ММ97";"Картавцева Евгения Борисовна";"МСК023040";"Toyota Camry";"772023821106";"312774629000830"
"21631";"Е634ММ197";"Зефиров Роман Витальевич";"МСК 023049";"DAEWOO NEXIA";"771919560244";"311774620100732"
"21638";"В832РК177";"ЗАО Ф.Каргоэнд Кастомз Сервисез";"МСК 023056";"MERCEDES BENZ E220 T CDI";"7729347123";"1027700163710"
"21639";"В789УО199";"ЗАО Ф.Каргоэнд Кастомз Сервисез";"МСК 023057";"MERCEDES BENZ E220T CDI";"7729347123";"1027700163710"
"21661";"А553ОУ197";"Бажинов Евгений Игоревич";"МСК023090";"Hyundai Elantra 1.6 GLSHB";"772665160629";"310774611200311"
"21665";"Н522НН197";"ООО Ритм жизни";"МСК 023094";"RENAULT LOGAN";"7714636130";"1067746273198"
"21670";"М062ОТ197";"АХМЕТЖАНОВ АДЕЛЬША";"МСК 023099";"FORD FOCUS";"771517704320";"312774628400022"
"21675";"Р375РС197";"ООО МС-ГРУПП";"МСК023104";"CHEVROLET AVEO KLIT";"7715876575";"1117746581512"
"21680";"У014СУ197";"ООО МС-ГРУПП";"МСК023109";"FORD FOCUS";"7715876575";"1117746581512"
"21684";"А613ХК197";"Шелков Валерий Юрьевич";"МСК 023113";"Skoda Octavia";"612704208241";"312618628400033"
"21687";"Р165МХ197";"КОНОРЕВ ИГОРЬ ВИКТОРОВИЧ";"МСК 023116";"HYUNDAI SOLARIS";"771920179266";"312774627700191"
"21691";"Х023ХТ197";"РАДУ СЕРДЖИУ МИХАЙЛОВИЧ";"МСК 023120";"SSANG YONG ACTYON";"461304478618";"312461329600011"
"21694";"В839АМ197";"ГАСЫМОВ ОКТАЙ ДЖАМИЛ  ОГЛЫ";"МСК 023123";"VAZ 21102";"773379206377";"312774629700055"
"21698";"Р057РК62";"МУСАЕВ ЭМИН БИЛМАН ОГЛЫ";"МСК 023127";"TOYOTA CAMRY";"622003251421";"311621534900044"
"21701";"В880СМ199";"КЛЮШКИН МИХАИЛ АЛЕКСЕЕВИЧ";"МСК 023245";"CHEVROLET ORLANDO KL1Y";"772700266003";"309774602800423"
"21705";"М387ОА177";"Воробьев Иван Михайлович";"МСК 023134";"BMW 525 IA";"772703030359";"312774629201420"
"21708";"В839УТ197";"ШНЫРКОВ ИГОРЬ ВИКТОРОВИЧ";"МСК 023137";"RENAULT SCENIC DCI";"772508513151";"309774627100208"
"21712";"Т007УМ177";"СТРУНИЛИН АНДРЕЙ ПАВЛОВИЧ";"МСК 023143";"BMW 318I";"771975156684";"312774629201342"
"21716";"С174ХУ197";"ООО Стандарт Авто";"МСК 023147";"SKODA OCTAVIA";"7717718493";"1127746098842"
"21721";"А048УЕ197";"ТИХОМИРОВ ДМИТРИЙ СЕРГЕЕВИЧ";"МСК 023152";"AUDI A3";"773115437692";"312774629700672"
"21726";"К621ММ197";"ООО ТАКСИ-212";"МСК 023159";"Ford Mondeo";"7715919684";"1127746398515"
"21731";"К277ТЕ197";"Подлесных Александр Алексеевич";"МСК 023164";"Volkswagen Passat VARIANT TDI";"773765017039";"305770000126793"
"21733";"Т401ХЕ197";"НАБИЕВ КАМРАН ДУРСУН ОГЛЫ";"МСК023154";"TOYOTA YARIS";"772448651404";"312774630000972"
"21739";"В629ТМ190";"ПОГОСЯН КАРЕН ВОЛОДЯЕВИЧ";"МСК 023175";"CHEVROLET LACETTI";"500400094991";"304500420500045"
"21741";"У435УС197";"ТАБЕЛЬНОВ АЛЕКСЕЙ ЮРЬЕВИЧ";"МСК023177";"TOYOTA PRIUS";"771680216320";"312774630000920"
"21746";"О109ММ99";"ООО Эл";"МСК 023184";"Daewoo Nexia";"7718905922";"1127747049352"
"21749";"Н849ТВ190";"ООО ИК Большой город";"МСК 023188";"Nissan Teana 2.5 ELEGANCE";"7720749854";"1127746357496"
"21755";"Р140НС177";"ООО Вояж";"МСК 023194";"Chevrolet Evanda";"7735558637";"1097746151502"
"21760";"У147ММ99";"ООО Вояж";"МСК 023199";"Hyundai Solaris";"7735558637";"1097746151502"
"21765";"У402ММ99";"ООО Вояж";"МСК 023204";"Hyundai Solaris";"7735558637";"1097746151502"
"21770";"Е437ЕХ197";"ООО СИРИУС";"МСК023209";"Opel Vectra GL";"772401001";"1117746743113"
"21781";"Х765ММ177";"ООО АВТОКОМ";"МСК023224";"PEUGEOT 408";"7713621941";"5077746857304"
"21786";"С604РР197";"НИЯЗОВ АБДУМАХИД АБДУГАНИЕВИЧ";"МСК023233";"SKODA OCTAVIA";"772167708285";"312774612301431"
"21789";"Х817УС197";"КУЗНЕЦОВ НИКОЛАЙ АНДРЕЕВИЧ";"МСК023236";"TOYOTA CAMRY";"770900511957";"312774630300265"
"21793";"А606ХУ197";"АВАД ХАНИ ШАФИК АБДАЛЛА";"МСК023242";"MITSUBISHI LANCER 1.6";"772784561789";"312774629900883"
"21796";"У110НА177";"Воронцов Илья Юрьевич";"МСК 023247";"Ford Focus";"774333340406";"312774630300191"
"21805";"Т559ХК197";"КУЧУМОВ ВЛАДИМИР ВЛАДИМИРОВИЧ";"МСК 023256";"AUDI 100 2.3E";"771881621270";"312774629600572"
"21812";"У409МС77";"ООО ТАКСИ";"МСК 028049";"Renault Logan";"7714526095";"1037789018849"
"21817";"У266ХМ197";"ООО АЛЬТ";"МСК 023271";"CHEVROLET KLAN J200/CHEVROLETL";"7737530490";"1087746543290"
"21822";"У451ХМ197";"ООО АЛЬТ";"МСК 023276";"CHEVROLET KLAN J200/CHEVROLETL";"7737530490";"1087746543290"
"21825";"О029ММ199";"БАРСЕГЯН ТИГРАН АРАМАИСОВИЧ";"МСК023279";"RENAULT LOGAN";"771500469893";"311774636000122"
"21832";"Е179НУ33";"ШИВЕ АЛЕКСЕЙ РИХАРДОВИЧ";"МСК023286";"NISSAN TIIDA 1.6 ELEGANCE";"772210247058";"312774629600152"
