№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
630	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2523 " Академия детства"	119192 г.Москва, Мичуринский проспект, д. 5, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 544-53-85; (495) 641-35-17	http://ds2523.mskzapad.ru
631	Государственное бюджетное образовательное учреждение города Москвы детский сад № 363	115162 г.Москва, ул.Хавская, д.10	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 236-04-66	http:/ds363.ru
632	Государственное бюджетное образовательное учреждение города Москвы детский сад № 854	117535 г. Москва, ул. Россошанская, д.2 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 388-80-00; (495) 388-78-27	http://vshkole.info/shool/list/347
633	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1411	117405 г.Москва, Варшавское шоссе, д.154 б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 386-31-83	
634	Государственное бюджетное образовательное учреждение города Москвы детский сад № 447	125171, г. Москва, ул. Зои и Александра Космодемьянских, дом 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	150-06-44	http://souo-mos.ru/
635	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2095	124460 г.Москва, Зеленоград корп. 1141	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 710-72-20	http://d2095.zouo.ru
636	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1941	109518 Москва улица Грайвороновская дом 10, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	173-47-72	http://www.ds1941.uvuo.ru
637	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2119	109428, Москва, Рязанский проспект, дом 45, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)171-22-11,(499) 171-22-11	-
638	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1613	109428,г. Москва, 2-ая Институтская улица, 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 171-26-86; (499) 171-24-90	http://www.ds1613.uvuo.ru
639	Государственное бюджетное образовательное учреждение города Москвы детский сад № 310	117403 г. Москва,Востряковский пр-д,д.19б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 383-85-11	http://www.dou902.edusite.ru
640	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1512	117556 г. Москва,Болотниковская ул. д.2,к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 613-62-69	http://dou1512.edusite.ru
641	Государственное бюджетное образовательное учреждение города Москвы детский сад №996	Мичуринский проспект, квартал 5-6, д. 24	Бюджетное	Дошкольное образовательное учреждение	Детский сад		
642	Государственное бюджетное образовательное учреждение города Москвы детский сад № 478	117546 г. Москва, ул. Медынская, 12 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	383-86-74	http:dou478/edusite.ru
643	Государственное бюджетное образовательное учреждение города Москвы детский сад № 833	117403 г. Москва, Булатниковская ул. д.9,корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 383-89-66	http://dou833.edusite.ru
644	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1092	115551 г.Москва, Ореховый б-р, д.5, к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	392-01-09	http://ds1092.ucoz.ru/
645	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1712	117556 г. Москва, Фруктовая ул., д.8, к.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 794-75-40	http://dou1712.edusite.ru/
646	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1824	115408 г. Москва,ул. Алма-Атинская, д.5,к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	341-83-77	http://www.dou1824.edusite.ru
647	Государственное бюджетное образовательное учреждение города Москвы детский сад №1815	119633  г.Москва, ул.Приречная, дом 7,корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	733-54-12	http://nschdskvp1815.mskzapad.ru
648	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1080	109125, Москва, Волжский б-р, дом 18 к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	177-39-12	http://ds1080.ru; dskuv1080.mskobr.ru
649	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2629	117639 г. Москва, Варшавское ш., д. 106, к. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 794-45-36; (499) 794-47-63; (499) 794-49-72	http://dou2629.edusite.ru
650	Государственное бюджетное образовательное учреждение города Москвы детский сад № 48	117556 г. Москва,Чонгарский бульвар,д.8 корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 794-48-72	http://www.dou48.edusite.ru
651	Государственное бюджетное образовательное учреждение города Москвы детский сад № 686	117208 г.Москва, Чертановская ул. 8-А, 4 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 312-74-36	http://dou686.edusite.ru
652	Государственное бюджетное образовательное учреждение города Москвы детский сад № 738	115470 г. Москва, Нагатинская наб., д.46, к.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 616-53-44	http://dou738.edusite.ru
653	Государственное бюджетное образовательное учреждение города Москвы детский сад № 853	117208 г.Москва, Сумской пр-д, д.2а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 232-61-81	http://dou853.edusite.ru
654	Государственное бюджетное образовательное учреждение города Москвы детский сад № 884	117546 г.Москва, Востряковский пр-д, д.3б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	383-88-74	http://www.ds884.uvuo.ru
655	Государственное бюджетное образовательное учреждение города Москвы детский сад № 898	117587 г.Москва, ул. Кировоградская, д.20,к.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 314-81-49	http://dou898.ru
656	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1049	117403 г. Москва. Востряковский пр., 19-а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 383-66-01	http://dou1049.edusite.ru
657	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1554	115612 г. Москва, ул.Ключевая, д.8, к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	342-51-51	http://dou1554.edusite.ru
658	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1588	117152 г. Москва, Загородное ш,д.6 к.6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 952-94-79; (495) 952-94-77	http://dou1588.edusite.ru
659	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1966	115573 г.Москва, Ореховый пр., д.37, к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	393-17-22	http://dou1966.edusite.ru
660	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1635	115569 г. Москва,ул. Шипиловская 11,к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	391-01-11	http://www.dou1635.edusite.ru
661	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1797	109144, Новочеркасский бульвар, д.34	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 356-25-17; (499) 357-45-54	http://ds1797.uvuo.ru
662	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2358	121165 г.Москва, Кутузовский проспект, д. 33	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 249-60-21	http://www.ds2358.mskzapad.ru
663	Государственное бюджетное образовательное учреждение города Москвы детский сад № 245	115419 г.Москва, ул.Орджоникидзе, д.6, к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 954-64-82; (495) 954-41-85	http://dou708.edusite.ru
664	Государственное бюджетное образовательное учреждение города Москвы детский сад № 486	117546 г. Москва, ул. Медынская, д.2 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 383-94-33	http://www .dou486.edusite.ru
665	Государственное бюджетное образовательное учреждение города Москвы детский сад № 654	115142 г.Москва, ул.Затонная, д.10, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 615-89-72	http://dou654.edusite.ru
666	Государственное бюджетное образовательное учреждение города Москвы детский сад № 895	115551 г. Москва, ул. Домодедовская, д.22, к.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	391-29-11	http://www.dou895.edusite.ru
667	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1021	115582 г.Москва, Шипиловский пр-д, д.61, к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	391-79-00	http://www.ds1021.mskobr.ru
668	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1437	117519 г.Москва, Варшавское ш., д.142а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	387-45-77	http://dou1437.narod.ru
669	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1834	117587 г. Москва, ул.Кировоградская, д.9а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	313-02-59	http://www/dou1834.caduk.ru
670	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2240	117525 г.Москва, ул.Днепропетровская, д.5а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 315-01-03	http://detsad2240.narod.ru
671	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1717	119620, г.Москва, ул. Авиаторов, д. 18, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 710-33-02; (499) 710-47-20	http://www.ds1717.mskobr.ru
672	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2223	109145, г.Москва ул. Пронская, д.4, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	705-54-29	http://ovsinnickova.gou2223
673	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1946	111020, г. Москва Лонгиновская ул., д. 10а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	360-28-23	http://dsuv1946.mskobr.ru
674	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1498	111024, г. Москва, ул. Красноказарменная, д.23	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 362-57-38	http://vshkole.info/school/list/456
675	Государственное бюджетное образовательное учреждение города Москвы детский сад № 464	109390, г. Москва, ул. Малышева, д. 18, к. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 178-78-91; (495) 709-64-43	http://www.dskuv464.mskobr.ru
676	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2501	117452 г. Москва, Чонгарский б-р.д.13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 610-04-22	http://ds2501.ru
677	Государственное бюджетное образовательное учреждение города Москвы детский сад № 129	115230 г. Москва, Каширское ш., д.8, к. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 613-82-22	http://www.detsad129.ru
678	Государственное бюджетное образовательное учреждение города Москвы детский сад № 364	115419 г.Москва, 2-й Верхний Михайловский пр-д, д.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	952-04-67	http://gou364.edusite.ru
679	Государственное бюджетное образовательное учреждение города Москвы детский сад № 422	115404 г. Москва, Липецкая ул., д.20-2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 326-98-44	http://dou422.ucoz.ru
680	Негосударственное дошкольное образовательное учреждение Детский сад №37 открытого акционерного общества "Российские железные дороги"	129272 Трифоновская улица, д. 51А стр. 1	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 684-40-74	
681	Негосударственное дошкольное образовательное учреждение Детский сад №33 открытого акционерного общества "Российские железные дороги"	Новорогожская улица, 26	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 154-65-09	
682	Детский сад №2024 ООО "ПК-Соцкультсервис"	Монетчиковский переулок, д.12 стр.1	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 953-10-69,(495) 953-10-39	
683	Негосударственное дошкольное образовательное учреждение Детский сад №34 открытого акционерного общества "Российские железные дороги"	129344 Летчика Бабушкина улица, 8а	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 470-99-09	
684	Негосударственное дошкольное образовательное учреждение Детский сад № 36 Открытого акционерного общества "Российские железные дороги"	107113 1-й Лучевой просек улица, 12	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(499) 268-62-96	
685	Негосударственное образовательное учреждение - детский сад "Маленький гений"	119633 Боровское шоссе, 33	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(499) 610-97-10,(926) 111-46-40	
686	Негосударственное образовательное учреждение Детский сад "Белоснежка"	125466 Куркинское шоссе, д.42, корп.3	Негосударственное	Дошкольное образовательное учреждение	Детский сад		
687	Детский сад №1019	123060 Маршала Соколовского улица, 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 194-48-55	
688	Негосударственное общеобразовательное учреждение детский сад “Топ-топ”	125047 2-я Миусская улица, д. 9	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(499) 251-45-32	
689	Негосударственное образовательное частное учреждение Образовательный центр «Класс»	Средняя Первомайская улица, 30	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 465-47-00	
690	Некоммерческое Образовательное Учреждение Детский сад "ИНТЕГРАЛ"	117525 Чертановская улица, д. 34а	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 312-47-29,(925) 881-49-17	
691	Негосударственное образовательное учреждение Центр интеллектуально-эстетического развития детей "Антошка"	Кондратюка улица, 6a	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 686-16-84	
692	Государственное бюджетное образовательное учреждение города Москвы детский сад № 655	127349, город Москва, Алтуфьевское шоссе, дом 98, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 908-06-96	http://ds1516.mskobr.ru
693	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1880	129642, г.Москва, проезд Дежнева, дом 8, корпус 1.	Бюджетное	Дошкольное образовательное учреждение	Детский сад	477-14-18	http://www.ds1880.mskobr.ru
694	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1963	129345, город Москва,  улица Осташковская, дом 7	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 185-06-90; (499) 185-48-38	http://www.ds1963.mskobr.ru
695	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2701	127495, город Москва, Дмитровское шоссе, дом 165 Д, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 661-10-54; (499) 661-10-56; (499) 661-10-57; (499) 661-10-58	http;//ds2701.umihost.info
696	Государственное образовательное учреждение детский сад № 84	109052 Смирновская улица, д.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 361-00-20	
697	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2713 "Винни-Пух"	123298 Тепличный переулок, д. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 198-83-65	http://www.ds803.mskobr.ru
698	Государственное бюджетное образовательное учреждение города Москвы Детский сад №14	105264 5-я Парковая улица, д. 37А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 485-26-16	
699	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2691	117513, г. Москва, Ленинский проспект, дом 127А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)737-29-52,(499) 737-29-52	http://dou2691.narod2.ru/
700	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2724	109125 Волжский бульвар, д. 18, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	178-00-05	
701	Государственное бюджетное образовательное учреждение города  Москвы детский сад №573	105037, г. Москва, ул Первомайская, дом 3 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 166-45-01	http://www.ds573.mskobr.ru
702	Государственное бюджетное образовательное учреждение города Москвы детский сад №1518	111141 Перовская улица, д. 47	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 309-36-60; (495) 304-87-20	http://www.ds1518.mskobr.ru
703	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2443	105173 Главная улица, д. 5А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 780-77-43	http://www.ds2443.mskobr.ru
704	Государственное бюджетное образовательное учреждение города Москвы детский сад № 982	117209, г.Москва, Перекопская ул., дом 32	Бюджетное	Дошкольное образовательное учреждение	Детский сад	331-69-21	http://doukinder982.narod.ru/
705	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2481	117209, г. Москва, Севастопольский проспект, дом 28, корпус 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	718-23-50	http://ds2481.ru
706	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2509	119421, г. Москва, ул. Обручева, дом 15, корпус 2, строение 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 739-84-89	http://www.detsad2509.ru
707	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2514	117303, г.Москва, улица Одесская, дом 16, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 794-37-18	http://sad2514.narod.ru
708	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1539	129226, город Москва, улица Докукина, дом 7	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 187-78-88; (499) 187-70-94	http://www.ds1539.mskobr.ru
709	Государственное бюджетное образовательное учреждение города Москвы детский сад №1277	129090 г. Москва, ул. Мещанская, д. 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 681-53-46	http://www.ds1277.mskobr.ru
710	Государственное бюджетное образовательное учреждение города Москвы детский сад № 676	119048 г. Москва, ул. Кооперативная, д. 2, корп. 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 245-49-45	http://www.dsovp1515.mskobr.ru
711	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1122	123557 Большой Тишинский переулок, д.26, к.13-14	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 253-79-92	http://www.ds1122.mskobr.ru
712	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1374	105094 г. Москва, Гольяновская улица дом 1А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	360-16-68	http://detsad1374.ru
713	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1929	123290 Москва, Шелепихинское шоссе, д.13, корп.2 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	259-04-09	http://www.ds1929.mskobr.ru
714	Государственное бюджетное образовательное учреждение города Москвы детский сад № 694	109388 Шоссейная улица, 31	Бюджетное	Дошкольное образовательное учреждение	Детский сад	353-69-54	http://dsuv694.mskobr.ru/
715	Государственное бюджетное образовательное учреждение города Москвы детский сад № 401	119296, г.Москва, Ломоносовский проспект, дом 14	Бюджетное	Дошкольное образовательное учреждение	Детский сад	938-08-05	http://ds1123.ru/
716	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1321	115088, г. Москва, ул. Шарикоподшипниковская, дом 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	674-34-13	http://ds1321.uvuo.ru
717	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2194	117556 Варшавское шоссе, д. 86 корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 619-59-59	http://dou2194edusite.ru
718	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2740	125502, г. Москва, улица Лавочкина, дом 54, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 459-58-57; (499) 457-62-59	http://souo-mos.ru
719	Государственное  бюджетное образовательное учреждение города Москвы детский сад № 1734	109472, Москва, улица Ташкентская д. 27, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 376-73-56	http://www.ds1734.mskobr.ru
720	Государственное бюджетное образовательное учреждение города Москвы детский сад № 359	115201 Каширский проезд, 1/1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	113-96-96	http://dou1026.ru
721	Государственное бюджетное образовательное учреждение города Москвы детский сад № 229	115280 Автозаводская улица, д. 4 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 675-64-26; (495) 675-43-61; (499) 764-19-67	http://dou229@edusite.ru
722	Государственное бюджетное образовательное учреждение города Москвы детский сад № 532	115470 Новинки улица, 11	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 615-64-23	http://www.dou532.ru/
723	Государственное бюджетное образовательное учреждение города Москвы детский сад № 163	115304 г. Москва, ул. Медиков, д.18, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 320-48-27; (499) 320-09-77	http://www.dou163.ru
724	Государственное бюджетное образовательное учреждение города Москвы детский сад № 785	115404 г. Москва, ул. Бирюлевская, д.30, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 326-81-33	http://www.dou785.ru
725	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1950	111116 Авиамоторная улица, д. 4, корп. 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 362-07-41	http://www.ds1950.uvuo.ru
726	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1865	105082 Москва, 2-й Ирининский пер., д. 7	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 261-84-44	http://dsc1865.mskobr.ru
727	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2352	119425 Погодинская улица, 20/3, стр.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 246-41-88	http://ds2352.mskobr.ru
728	Негосударственное образовательное учреждение детский сад №199	121552 Ельнинская улица, д. 18 корпус 3	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(499) 141-75-89	
729	Автономная негосударственная организация Центр развития детей "Мир детства" д/с № 626 ФИЛИАЛ "Жемчужинка"	111625 Златоустовская улица, 1	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 700-01-36	
730	Негосударственное образовательное учреждение Детский сад "МИР ЧУДЕС"	119192 Винницкая улица, д. 5а	Негосударственное	Дошкольное образовательное учреждение	Детский сад	932-78-11,982-51-16	
731	Автономная некоммерческая организация дошкольного образования Детский сад "В гостях у сказки"	115184 2-й Новокузнецкий переулок, д. 10 с. 2	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 953-29-47	
732	Дошкольное образовательное учреждение №1369 "Умники" при Московской финансово-юридической академии	127560 Плещеева улица, д. 16А	Негосударственное	Дошкольное образовательное учреждение	Детский сад		
733	Негосударственное образовательное частное учреждение детский сад "Апельсин"	121069 Большая Никитская улица, д. 47 стр. 2	Негосударственное	Дошкольное образовательное учреждение	Детский сад	(495) 787-45-60	
734	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1979	105094 Госпитальный вал улица, д. 5,с.20	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 787-04-49	http.www. ds 1979. mskobr.ru
735	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2505	105568 Челябинская улица, д. 26	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 308-29-22; (499) 308-95-19	http://www.ds2505.mskobr.ru
736	Государственное бюджетное образовательное учреждение города Москвы детский сад №377	109437, г. Москва, Волгоградский пр-т, д.137 корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 172-78-24	http://www.ds377.uvuo.ru
737	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1942	109029 Талалихина улица, д. 7	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 670-95-62	http://www.ds1942.mskobr.ru
738	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2172	119146 3-я Фрунзенская улица, 14/37	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 242-50-98	http://ds1108.mskobr.ru/
739	Государственное бюджетное образовательное учреждение города Москвы детский сад № 535	107150 Бойцовая улица, д. 18А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	160-12-13	http://www.ds535.mskobr.ru
740	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1442	117574 Новоясеневский проспект, 16 к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	423-27-22	http://ds1442.ru
741	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2685	117148, город Москва, улица Маршала Савицкого, дом 26, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 232-49-36,(499) 232-49-27	
742	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2692	117041, г. Москва, ул. Академика Семенова, дом 85	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 793-70-10	
743	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1693	111672 Салтыковская улица, д. 29	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 702-06-25; (495) 702-07-16	http://сад1693.рф
744	Государственное бюджетное образовательное учреждение города Москвы детский сад № 657	121354, г.Москва, ул. Неделина, д. 16, к. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	447-36-16	http://ds657.mskzapad.ru
745	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1853	119415, г. Москва, ул. Удальцова, д. 10	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 131-61-83	http://www.ds1853.mskzapad.ru
746	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1359	119146 г. Москва, ул. 3-я Фрунзенская, д. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 242-01-89	http://www.ds1359.mskobr.ru
747	Государственное бюджетное образовательное учреждение города Москвы детский сад № 6	107066 Новорязанская улица, 30	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 556-21-79	http://www.ds6.mskobr.ru
