streetname,areaid,okrug,area
4-й Люберецкий проезд,111,ЮВАО,Район Выхино-Жулебино
улица Авиаконструктора Миля,111,ЮВАО,Район Выхино-Жулебино
Моршанская улица,111,ЮВАО,Район Выхино-Жулебино
Московская Кольцевая Автодорога,111,ЮВАО,Район Выхино-Жулебино
Новорязанское шоссе,111,ЮВАО,Район Выхино-Жулебино
улица Маршала Полубоярова,111,ЮВАО,Район Выхино-Жулебино
Привольная улица,111,ЮВАО,Район Выхино-Жулебино
Привольный проезд,111,ЮВАО,Район Выхино-Жулебино
Пронская улица,111,ЮВАО,Район Выхино-Жулебино
мост Богдана Хмельницкого,20,ЦАО,Район Хамовники
Рязанский проспект,111,ЮВАО,Район Выхино-Жулебино
Самаркандский бульвар,111,ЮВАО,Район Выхино-Жулебино
квартал Самаркандский Бульвар 134а,111,ЮВАО,Район Выхино-Жулебино
квартал Самаркандский Бульвар 137а,111,ЮВАО,Район Выхино-Жулебино
Саранская улица,111,ЮВАО,Район Выхино-Жулебино
улица Академика Скрябина,111,ЮВАО,Район Выхино-Жулебино
Сормовская улица,111,ЮВАО,Район Выхино-Жулебино
Сормовский проезд,111,ЮВАО,Район Выхино-Жулебино
Сурский проезд,111,ЮВАО,Район Выхино-Жулебино
Тарханская улица,111,ЮВАО,Район Выхино-Жулебино
улица Лужники,20,ЦАО,Район Хамовники
Ташкентская улица,111,ЮВАО,Район Выхино-Жулебино
Ташкентский переулок,111,ЮВАО,Район Выхино-Жулебино
Тополёвая аллея,111,ЮВАО,Район Выхино-Жулебино
Ферганская улица,111,ЮВАО,Район Выхино-Жулебино
Ферганский проезд,111,ЮВАО,Район Выхино-Жулебино
Хвалынский бульвар,111,ЮВАО,Район Выхино-Жулебино
улица Хлобыстова,111,ЮВАО,Район Выхино-Жулебино
улица Чугунные Ворота,111,ЮВАО,Район Выхино-Жулебино
улица Степана Шутова,111,ЮВАО,Район Выхино-Жулебино
"МКАД, 8-й километр",111,ЮВАО,Район Выхино-Жулебино
Малое кольцо Московской железной дороги (МКМЖД),20,ЦАО,Район Хамовники
"МКАД, 9-й километр",111,ЮВАО,Район Выхино-Жулебино
"МКАД, 10-й километр",111,ЮВАО,Район Выхино-Жулебино
улица Ивана Бабушкина,123,ЮЗАО,Академический район
улица Вавилова,123,ЮЗАО,Академический район
улица Винокурова,123,ЮЗАО,Академический район
улица Гримау,123,ЮЗАО,Академический район
улица Губкина,123,ЮЗАО,Академический район
улица Карьер,123,ЮЗАО,Академический район
улица Кедрова,123,ЮЗАО,Академический район
улица Кржижановского,123,ЮЗАО,Академический район
Новоандреевский мост,20,ЦАО,Район Хамовники
улица Львова,123,ЮЗАО,Академический район
Нахимовский проспект,123,ЮЗАО,Академический район
Новочерёмушкинская улица,123,ЮЗАО,Академический район
Профсоюзная улица,123,ЮЗАО,Академический район
площадь Иосипа Броз Тито,123,ЮЗАО,Академический район
улица Дмитрия Ульянова,123,ЮЗАО,Академический район
улица Ферсмана,123,ЮЗАО,Академический район
площадь Хо Ши Мина,123,ЮЗАО,Академический район
Большая Черёмушкинская улица,123,ЮЗАО,Академический район
Черёмушкинский проезд,123,ЮЗАО,Академический район
Патриарший мост,20,ЦАО,Район Хамовники
улица Шверника,123,ЮЗАО,Академический район
проспект 60-летия Октября,123,ЮЗАО,Академический район
Малое кольцо Московской железной дороги (МКМЖД),123,ЮЗАО,Академический район
улица Архитектора Власова,132,ЮЗАО,Район Черемушки
улица Гарибальди,132,ЮЗАО,Район Черемушки
Зюзинская улица,132,ЮЗАО,Район Черемушки
улица Каховка,132,ЮЗАО,Район Черемушки
улица Намёткина,132,ЮЗАО,Район Черемушки
Научный проезд,132,ЮЗАО,Район Черемушки
Нахимовский проспект,132,ЮЗАО,Район Черемушки
Бережковский мост,20,ЦАО,Район Хамовники
Новочерёмушкинская улица,132,ЮЗАО,Район Черемушки
улица Обручева,132,ЮЗАО,Район Черемушки
Перекопская улица,132,ЮЗАО,Район Черемушки
Профсоюзная улица,132,ЮЗАО,Район Черемушки
Севастопольский проспект,132,ЮЗАО,Район Черемушки
площадь Иосипа Броз Тито,132,ЮЗАО,Район Черемушки
Херсонская улица,132,ЮЗАО,Район Черемушки
Хлебобулочный проезд,132,ЮЗАО,Район Черемушки
улица Цюрупы,132,ЮЗАО,Район Черемушки
квартал Новые Черёмушки 32а,132,ЮЗАО,Район Черемушки
Бородинский мост,20,ЦАО,Район Хамовники
Андреевская набережная,124,ЮЗАО,Район Гагаринский
улица Бардина,124,ЮЗАО,Район Гагаринский
улица Вавилова,124,ЮЗАО,Район Гагаринский
проспект Вернадского,124,ЮЗАО,Район Гагаринский
площадь Гагарина,124,ЮЗАО,Район Гагаринский
улица Губкина,124,ЮЗАО,Район Гагаринский
Ездаков переулок,124,ЮЗАО,Район Гагаринский
улица Академика Зелинского,124,ЮЗАО,Район Гагаринский
улица Николая Коперника,124,ЮЗАО,Район Гагаринский
улица Косыгина,124,ЮЗАО,Район Гагаринский
Большой Каменный мост,20,ЦАО,Район Хамовники
Ленинский проспект,124,ЮЗАО,Район Гагаринский
Ломоносовский проспект,124,ЮЗАО,Район Гагаринский
улица Ляпунова,124,ЮЗАО,Район Гагаринский
Молодёжная улица,124,ЮЗАО,Район Гагаринский
площадь Джавахарлала Неру,124,ЮЗАО,Район Гагаринский
улица Академика Несмеянова,124,ЮЗАО,Район Гагаринский
улица Панфёрова,124,ЮЗАО,Район Гагаринский
улица Строителей,124,ЮЗАО,Район Гагаринский
площадь Академика Тамма,124,ЮЗАО,Район Гагаринский
улица Дмитрия Ульянова,124,ЮЗАО,Район Гагаринский
Крымский мост,20,ЦАО,Район Хамовники
Университетский проспект,124,ЮЗАО,Район Гагаринский
улица Фотиевой,124,ЮЗАО,Район Гагаринский
площадь 60-летия СССР,124,ЮЗАО,Район Гагаринский
проспект 60-летия Октября,124,ЮЗАО,Район Гагаринский
Малое кольцо Московской железной дороги (МКМЖД),124,ЮЗАО,Район Гагаринский
Новоандреевский мост,124,ЮЗАО,Район Гагаринский
мост Лужники,124,ЮЗАО,Район Гагаринский
улица Айвазовского,134,ЮЗАО,Район Ясенево
улица Инессы Арманд,134,ЮЗАО,Район Ясенево
Вильнюсская улица,134,ЮЗАО,Район Ясенево
Лужнецкий мост,20,ЦАО,Район Хамовники
Голубинская улица,134,ЮЗАО,Район Ясенево
проезд Карамзина,134,ЮЗАО,Район Ясенево
площадь Ле Зуана,134,ЮЗАО,Район Ясенево
Литовский бульвар,134,ЮЗАО,Район Ясенево
Московская Кольцевая Автодорога,134,ЮЗАО,Район Ясенево
Новоясеневский проспект,134,ЮЗАО,Район Ясенево
проезд Одоевского,134,ЮЗАО,Район Ясенево
улица Паустовского,134,ЮЗАО,Район Ясенево
Профсоюзная улица,134,ЮЗАО,Район Ясенево
улица Рокотова,134,ЮЗАО,Район Ясенево
мост Лужники,20,ЦАО,Район Хамовники
Санаторная аллея,134,ЮЗАО,Район Ясенево
Севастопольский проспект,134,ЮЗАО,Район Ясенево
Соловьиный проезд,134,ЮЗАО,Район Ясенево
Тарусская улица,134,ЮЗАО,Район Ясенево
Тютчевская аллея,134,ЮЗАО,Район Ясенево
посёлок Узкое,134,ЮЗАО,Район Ясенево
Ясногорская улица,134,ЮЗАО,Район Ясенево
"МКАД, 34-й километр",134,ЮЗАО,Район Ясенево
"МКАД, 35-й километр",134,ЮЗАО,Район Ясенево
"МКАД, 36-й километр",134,ЮЗАО,Район Ясенево
проезд Апакова,21,ЦАО,Район Якиманка
"МКАД, 37-й километр",134,ЮЗАО,Район Ясенево
"МКАД, 38-й километр",134,ЮЗАО,Район Ясенево
"МКАД, 39-й километр",134,ЮЗАО,Район Ясенево
"МКАД, 40-й километр",134,ЮЗАО,Район Ясенево
Новоясеневский тупик,134,ЮЗАО,Район Ясенево
улица Генерала Антонова,126,ЮЗАО,Район Коньково
улица Академика Арцимовича,126,ЮЗАО,Район Коньково
улица Бутлерова,126,ЮЗАО,Район Коньково
улица Введенского,126,ЮЗАО,Район Коньково
улица Академика Волгина,126,ЮЗАО,Район Коньково
1-й Бабьегородский переулок,21,ЦАО,Район Якиманка
улица Академика Капицы,126,ЮЗАО,Район Коньково
площадь Академика Келдыша,126,ЮЗАО,Район Коньково
площадь Мартина Лютера Кинга,126,ЮЗАО,Район Коньково
улица Миклухо-Маклая,126,ЮЗАО,Район Коньково
улица Обручева,126,ЮЗАО,Район Коньково
улица Академика Опарина,126,ЮЗАО,Район Коньково
улица Островитянова,126,ЮЗАО,Район Коньково
Профсоюзная улица,126,ЮЗАО,Район Коньково
Севастопольский проспект,126,ЮЗАО,Район Коньково
2-й Бабьегородский переулок,21,ЦАО,Район Якиманка
улица Балчуг,21,ЦАО,Район Якиманка
Безымянный проезд,21,ЦАО,Район Якиманка
улица Винокурова,127,ЮЗАО,Район Котловка
5-й Загородный проезд,127,ЮЗАО,Район Котловка
6-й Загородный проезд,127,ЮЗАО,Район Котловка
улица Кржижановского,127,ЮЗАО,Район Котловка
Нагорная улица,127,ЮЗАО,Район Котловка
Нагорный бульвар,127,ЮЗАО,Район Котловка
Нахимовский проспект,127,ЮЗАО,Район Котловка
Берсеневская набережная,21,ЦАО,Район Якиманка
улица Ремизова,127,ЮЗАО,Район Котловка
Севастопольский проспект,127,ЮЗАО,Район Котловка
улица Дмитрия Ульянова,127,ЮЗАО,Район Котловка
Большая Черёмушкинская улица,127,ЮЗАО,Район Котловка
Малое кольцо Московской железной дороги (МКМЖД),127,ЮЗАО,Район Котловка
улица Вавилова,128,ЮЗАО,Ломоносовский район
проспект Вернадского,128,ЮЗАО,Ломоносовский район
улица Архитектора Власова,128,ЮЗАО,Ломоносовский район
улица Гарибальди,128,ЮЗАО,Ломоносовский район
улица Кравченко,128,ЮЗАО,Ломоносовский район
Болотная набережная,21,ЦАО,Район Якиманка
улица Крупской,128,ЮЗАО,Ломоносовский район
Ленинский проспект,128,ЮЗАО,Ломоносовский район
Нахимовский проспект,128,ЮЗАО,Ломоносовский район
улица Панфёрова,128,ЮЗАО,Ломоносовский район
улица Академика Пилюгина,128,ЮЗАО,Ломоносовский район
улица Строителей,128,ЮЗАО,Ломоносовский район
улица Марии Ульяновой,128,ЮЗАО,Ломоносовский район
улица Архитектора Власова,129,ЮЗАО,Обручевский район
улица Академика Волгина,129,ЮЗАО,Обручевский район
улица Воронцовские Пруды,129,ЮЗАО,Обручевский район
Бродников переулок,21,ЦАО,Район Якиманка
Воронцовский парк,129,ЮЗАО,Обручевский район
улица Гарибальди,129,ЮЗАО,Обручевский район
площадь Академика Келдыша,129,ЮЗАО,Обручевский район
Ленинский проспект,129,ЮЗАО,Обручевский район
улица Саморы Машела,129,ЮЗАО,Обручевский район
улица Миклухо-Маклая,129,ЮЗАО,Обручевский район
улица Намёткина,129,ЮЗАО,Обручевский район
улица Новаторов,129,ЮЗАО,Обручевский район
улица Обручева,129,ЮЗАО,Обручевский район
улица Академика Опарина,129,ЮЗАО,Обручевский район
1-й Голутвинский переулок,21,ЦАО,Район Якиманка
улица Островитянова,129,ЮЗАО,Обручевский район
улица Академика Пилюгина,129,ЮЗАО,Обручевский район
Профсоюзная улица,129,ЮЗАО,Обручевский район
Старокалужское шоссе,129,ЮЗАО,Обручевский район
улица Академика Челомея,129,ЮЗАО,Обручевский район
Варшавское шоссе,130,ЮЗАО,Район Северное Бутово
улица Академика Глушко,130,ЮЗАО,Район Северное Бутово
улица Грина,130,ЮЗАО,Район Северное Бутово
бульвар Дмитрия Донского,130,ЮЗАО,Район Северное Бутово
Коктебельская улица,130,ЮЗАО,Район Северное Бутово
3-й Голутвинский переулок,21,ЦАО,Район Якиманка
Куликовская улица,130,ЮЗАО,Район Северное Бутово
Московская Кольцевая Автодорога,130,ЮЗАО,Район Северное Бутово
улица Поляны,130,ЮЗАО,Район Северное Бутово
Ратная улица,130,ЮЗАО,Район Северное Бутово
улица Знаменские Садки,130,ЮЗАО,Район Северное Бутово
Старобитцевская улица,130,ЮЗАО,Район Северное Бутово
Старокачаловская улица,130,ЮЗАО,Район Северное Бутово
Старокрымская улица,130,ЮЗАО,Район Северное Бутово
Феодосийская улица,130,ЮЗАО,Район Северное Бутово
"МКАД, 34-й километр",130,ЮЗАО,Район Северное Бутово
4-й Голутвинский переулок,21,ЦАО,Район Якиманка
"МКАД, 35-й километр",130,ЮЗАО,Район Северное Бутово
"МКАД, 36-й километр",130,ЮЗАО,Район Северное Бутово
улица Академика Бакулева,131,ЮЗАО,Район Теплый Стан
улица Академика Варги,131,ЮЗАО,Район Теплый Стан
улица Академика Виноградова,131,ЮЗАО,Район Теплый Стан
Ленинский проспект,131,ЮЗАО,Район Теплый Стан
Московская Кольцевая Автодорога,131,ЮЗАО,Район Теплый Стан
улица Островитянова,131,ЮЗАО,Район Теплый Стан
Профсоюзная улица,131,ЮЗАО,Район Теплый Стан
Теплостанский проезд,131,ЮЗАО,Район Теплый Стан
улица Большая Якиманка,21,ЦАО,Район Якиманка
улица Тёплый Стан,131,ЮЗАО,Район Теплый Стан
улица Генерала Тюленева,131,ЮЗАО,Район Теплый Стан
"МКАД, 41-й километр",131,ЮЗАО,Район Теплый Стан
"МКАД, 42-й километр",131,ЮЗАО,Район Теплый Стан
"МКАД, 43-й километр",131,ЮЗАО,Район Теплый Стан
"МКАД, 44-й километр",131,ЮЗАО,Район Теплый Стан
Азовская улица,125,ЮЗАО,Район Зюзино
улица Коровий Вал,21,ЦАО,Район Якиманка
Балаклавский проспект,125,ЮЗАО,Район Зюзино
Болотниковская улица,125,ЮЗАО,Район Зюзино
Внутренний проезд,125,ЮЗАО,Район Зюзино
улица Каховка,125,ЮЗАО,Район Зюзино
Керченская улица,125,ЮЗАО,Район Зюзино
Нахимовский проспект,125,ЮЗАО,Район Зюзино
Одесская улица,125,ЮЗАО,Район Зюзино
Перекопская улица,125,ЮЗАО,Район Зюзино
Севастопольская площадь,125,ЮЗАО,Район Зюзино
Севастопольский проспект,125,ЮЗАО,Район Зюзино
Серпуховская площадь,21,ЦАО,Район Якиманка
Сивашская улица,125,ЮЗАО,Район Зюзино
Симферопольский бульвар,125,ЮЗАО,Район Зюзино
Фруктовая улица,125,ЮЗАО,Район Зюзино
Херсонская улица,125,ЮЗАО,Район Зюзино
Черноморский бульвар,125,ЮЗАО,Район Зюзино
Чонгарский бульвар,125,ЮЗАО,Район Зюзино
Большая Юшуньская улица,125,ЮЗАО,Район Зюзино
Малая Юшуньская улица,125,ЮЗАО,Район Зюзино
Алексинская улица,133,ЮЗАО,Район Южное Бутово
Бартеневская улица,133,ЮЗАО,Район Южное Бутово
1-й Добрынинский переулок,21,ЦАО,Район Якиманка
1-я Белогорская улица,133,ЮЗАО,Район Южное Бутово
2-я Белогорская улица,133,ЮЗАО,Район Южное Бутово
1-й Богучарский переулок,133,ЮЗАО,Район Южное Бутово
2-й Богучарский переулок,133,ЮЗАО,Район Южное Бутово
Богучарская улица,133,ЮЗАО,Район Южное Бутово
улица Брусилова,133,ЮЗАО,Район Южное Бутово
улица Бунинская Аллея,133,ЮЗАО,Район Южное Бутово
Большая Бутовская улица,133,ЮЗАО,Район Южное Бутово
Варшавское шоссе,133,ЮЗАО,Район Южное Бутово
Венёвская улица,133,ЮЗАО,Район Южное Бутово
2-й Добрынинский переулок,21,ЦАО,Район Якиманка
аллея Витте,133,ЮЗАО,Район Южное Бутово
Вокзальная площадь,133,ЮЗАО,Район Южное Бутово
улица 8 Марта,133,ЮЗАО,Район Южное Бутово
улица Гагарина,133,ЮЗАО,Район Южное Бутово
Горловский проезд,133,ЮЗАО,Район Южное Бутово
1-я Горловская улица,133,ЮЗАО,Район Южное Бутово
2-я Горловская улица,133,ЮЗАО,Район Южное Бутово
улица Горчакова,133,ЮЗАО,Район Южное Бутово
Дачная улица,133,ЮЗАО,Район Южное Бутово
Джанкойский проезд,133,ЮЗАО,Район Южное Бутово
3-й Добрынинский переулок,21,ЦАО,Район Якиманка
Джанкойская улица,133,ЮЗАО,Район Южное Бутово
1-я Железногорская улица,133,ЮЗАО,Район Южное Бутово
2-я Железногорская улица,133,ЮЗАО,Район Южное Бутово
3-я Железногорская улица,133,ЮЗАО,Район Южное Бутово
4-я Железногорская улица,133,ЮЗАО,Район Южное Бутово
5-я Железногорская улица,133,ЮЗАО,Район Южное Бутово
6-я Железногорская улица,133,ЮЗАО,Район Южное Бутово
Железногорский проезд,133,ЮЗАО,Район Южное Бутово
деревня Захарьино,133,ЮЗАО,Район Южное Бутово
улица Захарьинские Дворики,133,ЮЗАО,Район Южное Бутово
4-й Добрынинский переулок,21,ЦАО,Район Якиманка
деревня Захарьинские Дворики,133,ЮЗАО,Район Южное Бутово
Изюмская улица,133,ЮЗАО,Район Южное Бутово
улица Кадырова,133,ЮЗАО,Район Южное Бутово
Коммунарская улица,133,ЮЗАО,Район Южное Бутово
Коммунистическая улица,133,ЮЗАО,Район Южное Бутово
Краснолиманская улица,133,ЮЗАО,Район Южное Бутово
улица Кузнецова,133,ЮЗАО,Район Южное Бутово
улица Адмирала Лазарева,133,ЮЗАО,Район Южное Бутово
Ливенская улица,133,ЮЗАО,Район Южное Бутово
посёлок Липки,133,ЮЗАО,Район Южное Бутово
Донская улица,21,ЦАО,Район Якиманка
Мелитопольский проезд,133,ЮЗАО,Район Южное Бутово
1-я Мелитопольская улица,133,ЮЗАО,Район Южное Бутово
2-я Мелитопольская улица,133,ЮЗАО,Район Южное Бутово
посёлок Милицейский,133,ЮЗАО,Район Южное Бутово
Миргородский проезд,133,ЮЗАО,Район Южное Бутово
Миргородская улица,133,ЮЗАО,Район Южное Бутово
1-й Миргородский переулок,133,ЮЗАО,Район Южное Бутово
2-й Миргородский переулок,133,ЮЗАО,Район Южное Бутово
улица Павлика Морозова,133,ЮЗАО,Район Южное Бутово
Мценская улица,133,ЮЗАО,Район Южное Бутово
Житная улица,21,ЦАО,Район Якиманка
Новобутовская улица,133,ЮЗАО,Район Южное Бутово
Новооскольская улица,133,ЮЗАО,Район Южное Бутово
Новопотаповский проезд,133,ЮЗАО,Район Южное Бутово
улица Осипенко,133,ЮЗАО,Район Южное Бутово
Остафьевская улица,133,ЮЗАО,Район Южное Бутово
1-я Павлоградская улица,133,ЮЗАО,Район Южное Бутово
2-я Павлоградская улица,133,ЮЗАО,Район Южное Бутово
3-я Павлоградская улица,133,ЮЗАО,Район Южное Бутово
4-я Павлоградская улица,133,ЮЗАО,Район Южное Бутово
улица Папанина,133,ЮЗАО,Район Южное Бутово
Кадашёвская набережная,21,ЦАО,Район Якиманка
Плавский проезд,133,ЮЗАО,Район Южное Бутово
Полевая улица,133,ЮЗАО,Район Южное Бутово
улица Поляны,133,ЮЗАО,Район Южное Бутово
улица Академика Понтрягина,133,ЮЗАО,Район Южное Бутово
Проектируемый проезд N 552,133,ЮЗАО,Район Южное Бутово
улица Адмирала Руднева,133,ЮЗАО,Район Южное Бутово
улица Маршала Савицкого,133,ЮЗАО,Район Южное Бутово
1-я Северодонецкая улица,133,ЮЗАО,Район Южное Бутово
2-я Северодонецкая улица,133,ЮЗАО,Район Южное Бутово
улица Академика Семёнова,133,ЮЗАО,Район Южное Бутово
1-й Кадашёвский переулок,21,ЦАО,Район Якиманка
Синельниковская улица,133,ЮЗАО,Район Южное Бутово
Скобелевская улица,133,ЮЗАО,Район Южное Бутово
Старогавриковская улица,133,ЮЗАО,Район Южное Бутово
Старокрымская улица,133,ЮЗАО,Район Южное Бутово
Старонародная улица,133,ЮЗАО,Район Южное Бутово
Староникольская улица,133,ЮЗАО,Район Южное Бутово
Старопотаповская улица,133,ЮЗАО,Район Южное Бутово
улица Талалихина,133,ЮЗАО,Район Южное Бутово
Типографская улица,133,ЮЗАО,Район Южное Бутово
Торговая улица,133,ЮЗАО,Район Южное Бутово
2-й Кадашёвский переулок,21,ЦАО,Район Якиманка
бульвар Адмирала Ушакова,133,ЮЗАО,Район Южное Бутово
Черневская улица,133,ЮЗАО,Район Южное Бутово
Чечёрский проезд,133,ЮЗАО,Район Южное Бутово
Шоссейная улица,133,ЮЗАО,Район Южное Бутово
Щербинская улица,133,ЮЗАО,Район Южное Бутово
Щибровская улица,133,ЮЗАО,Район Южное Бутово
Южнобутовская улица,133,ЮЗАО,Район Южное Бутово
Народный переулок,133,ЮЗАО,Район Южное Бутово
3-й Кадашёвский переулок,21,ЦАО,Район Якиманка
Кадашёвский тупик,21,ЦАО,Район Якиманка
Казанский переулок,21,ЦАО,Район Якиманка
1-й Казачий переулок,21,ЦАО,Район Якиманка
2-й Казачий переулок,21,ЦАО,Район Якиманка
Конный переулок,21,ЦАО,Район Якиманка
Крымская набережная,21,ЦАО,Район Якиманка
улица Крымский Вал,21,ЦАО,Район Якиманка
Крымский тупик,21,ЦАО,Район Якиманка
Лаврушинский переулок,21,ЦАО,Район Якиманка
Ленинский проспект,21,ЦАО,Район Якиманка
Лубочный переулок,21,ЦАО,Район Якиманка
Болотная улица,21,ЦАО,Район Якиманка
Мароновский переулок,21,ЦАО,Район Якиманка
Мытная улица,21,ЦАО,Район Якиманка
Калужская площадь,21,ЦАО,Район Якиманка
улица Большая Ордынка,21,ЦАО,Район Якиманка
Ордынский тупик,21,ЦАО,Район Якиманка
улица Академика Петровского,21,ЦАО,Район Якиманка
Погорельский переулок,21,ЦАО,Район Якиманка
улица Большая Полянка,21,ЦАО,Район Якиманка
улица Малая Полянка,21,ЦАО,Район Якиманка
Полянский переулок,21,ЦАО,Район Якиманка
2-й Полянский переулок,21,ЦАО,Район Якиманка
Пушкинская набережная,21,ЦАО,Район Якиманка
Пыжевский переулок,21,ЦАО,Район Якиманка
Болотная площадь,21,ЦАО,Район Якиманка
улица Серафимовича,21,ЦАО,Район Якиманка
1-й Спасоналивковский переулок,21,ЦАО,Район Якиманка
2-й Спасоналивковский переулок,21,ЦАО,Район Якиманка
Старомонетный переулок,21,ЦАО,Район Якиманка
Титовский проезд,21,ЦАО,Район Якиманка
Большой Толмачёвский переулок,21,ЦАО,Район Якиманка
Малый Толмачёвский переулок,21,ЦАО,Район Якиманка
Софийская набережная,21,ЦАО,Район Якиманка
Фалеевский переулок,21,ЦАО,Район Якиманка
Хавская улица,21,ЦАО,Район Якиманка
1-й Хвостов переулок,21,ЦАО,Район Якиманка
2-й Хвостов переулок,21,ЦАО,Район Якиманка
улица Шаболовка,21,ЦАО,Район Якиманка
Щетининский переулок,21,ЦАО,Район Якиманка
улица Малая Якиманка,21,ЦАО,Район Якиманка
Якиманская набережная,21,ЦАО,Район Якиманка
Якиманский переулок,21,ЦАО,Район Якиманка
Якиманский проезд,21,ЦАО,Район Якиманка
Андреевский мост,21,ЦАО,Район Якиманка
Патриарший мост,21,ЦАО,Район Якиманка
Большой Каменный мост,21,ЦАО,Район Якиманка
Малый Каменный мост,21,ЦАО,Район Якиманка
Крымский мост,21,ЦАО,Район Якиманка
Большой Москворецкий мост,21,ЦАО,Район Якиманка
Малый Москворецкий мост,21,ЦАО,Район Якиманка
Третьяковский мост,21,ЦАО,Район Якиманка
Чугунный мост,21,ЦАО,Район Якиманка
Ананьевский переулок,15,ЦАО,Красносельский район
Астраханский переулок,15,ЦАО,Красносельский район
Ащеулов переулок,15,ЦАО,Красносельский район
Большой Балканский переулок,15,ЦАО,Красносельский район
Новая Басманная улица,15,ЦАО,Красносельский район
Басманный переулок,15,ЦАО,Красносельский район
1-й Басманный переулок,15,ЦАО,Красносельский район
Протопоповский переулок,15,ЦАО,Красносельский район
Бобров переулок,15,ЦАО,Красносельский район
Гаврикова улица,15,ЦАО,Красносельский район
Газовский переулок,15,ЦАО,Красносельский район
Глухарёв переулок,15,ЦАО,Красносельский район
Малый Головин переулок,15,ЦАО,Красносельский район
Грохольский переулок,15,ЦАО,Красносельский район
Давыдовский переулок,15,ЦАО,Красносельский район
Даев переулок,15,ЦАО,Красносельский район
улица Большая Лубянка,15,ЦАО,Красносельский район
Докучаев переулок,15,ЦАО,Красносельский район
Живарев переулок,15,ЦАО,Красносельский район
Индустриальный переулок,15,ЦАО,Красносельский район
Каланчёвская улица,15,ЦАО,Красносельский район
Каланчёвский тупик,15,ЦАО,Красносельский район
Мясницкая улица,15,ЦАО,Красносельский район
Мясницкий проезд,15,ЦАО,Красносельский район
Большая Сухаревская площадь,15,ЦАО,Красносельский район
Комсомольская площадь,15,ЦАО,Красносельский район
проезд Комсомольской Площади,15,ЦАО,Красносельский район
2-й Коптельский переулок,15,ЦАО,Красносельский район
1-й Коптельский переулок,15,ЦАО,Красносельский район
Костянский переулок,15,ЦАО,Красносельский район
Красноворотский проезд,15,ЦАО,Красносельский район
Краснопрудная улица,15,ЦАО,Красносельский район
Краснопрудный переулок,15,ЦАО,Красносельский район
Большой Краснопрудный тупик,15,ЦАО,Красносельский район
Малый Краснопрудный тупик,15,ЦАО,Красносельский район
Верхняя Красносельская улица,15,ЦАО,Красносельский район
Малая Красносельская улица,15,ЦАО,Красносельский район
Нижняя Красносельская улица,15,ЦАО,Красносельский район
1-й Красносельский переулок,15,ЦАО,Красносельский район
2-й Красносельский переулок,15,ЦАО,Красносельский район
3-й Красносельский переулок,15,ЦАО,Красносельский район
4-й Красносельский переулок,15,ЦАО,Красносельский район
5-й Красносельский переулок,15,ЦАО,Красносельский район
6-й Красносельский переулок,15,ЦАО,Красносельский район
Красносельский тупик,15,ЦАО,Красносельский район
площадь Красные Ворота,15,ЦАО,Красносельский район
Лермонтовская площадь,15,ЦАО,Красносельский район
Леснорядская улица,15,ЦАО,Красносельский район
2-я Леснорядская улица,15,ЦАО,Красносельский район
Леснорядский переулок,15,ЦАО,Красносельский район
улица Лобачика,15,ЦАО,Красносельский район
улица Малая Лубянка,15,ЦАО,Красносельский район
Луков переулок,15,ЦАО,Красносельский район
Милютинский переулок,15,ЦАО,Красносельский район
Московско-Казанский переулок,15,ЦАО,Красносельский район
Новорязанская улица,15,ЦАО,Красносельский район
1-й Новый переулок,15,ЦАО,Красносельский район
2-й Новый переулок,15,ЦАО,Красносельский район
3-й Новый переулок,15,ЦАО,Красносельский район
Ольховская улица,15,ЦАО,Красносельский район
Ольховский переулок,15,ЦАО,Красносельский район
Ольховский тупик,15,ЦАО,Красносельский район
1-й Ольховский тупик,15,ЦАО,Красносельский район
Орликов переулок,15,ЦАО,Красносельский район
Панкратьевский переулок,15,ЦАО,Красносельский район
Пантелеевская улица,15,ЦАО,Красносельский район
Новая Переведеновская улица,15,ЦАО,Красносельский район
улица Маши Порываевой,15,ЦАО,Красносельский район
Просвирин переулок,15,ЦАО,Красносельский район
Русаковская улица,15,ЦАО,Красносельский район
Рыбников переулок,15,ЦАО,Красносельский район
Рязанский переулок,15,ЦАО,Красносельский район
Рязанский проезд,15,ЦАО,Красносельский район
Садовая-Спасская улица,15,ЦАО,Красносельский район
проспект Академика Сахарова,15,ЦАО,Красносельский район
Селивёрстов переулок,15,ЦАО,Красносельский район
Скорняжный переулок,15,ЦАО,Красносельский район
Большая Спасская улица,15,ЦАО,Красносельский район
Спасский тупик,15,ЦАО,Красносельский район
улица Сретенка,15,ЦАО,Красносельский район
площадь Сретенские Ворота,15,ЦАО,Красносельский район
Сретенский бульвар,15,ЦАО,Красносельский район
Сретенский переулок,15,ЦАО,Красносельский район
Сретенский тупик,15,ЦАО,Красносельский район
Тургеневская площадь,15,ЦАО,Красносельский район
Уланский переулок,15,ЦАО,Красносельский район
Фролов переулок,15,ЦАО,Красносельский район
Фуркасовский переулок,15,ЦАО,Красносельский район
Южный проезд,15,ЦАО,Красносельский район
Астраханский переулок,16,ЦАО,Мещанский район
Банный переулок,16,ЦАО,Мещанский район
Банный проезд,16,ЦАО,Мещанский район
Протопоповский переулок,16,ЦАО,Мещанский район
Больничный переулок,16,ЦАО,Мещанский район
